* Generated by rew_pipeline.py (source UUID 3cad11fd-e3fa-4108-9c9c-d820def9f39f, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -1.000021 s))
* Measurement: R.filtered.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:47
* Note: ; Trace Arithmetic A times B A = R.nofdw.120.green.multipos.fdw6 B = FRX-trimmed.120.green.multipos.fdw6
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
1306.823730 74.046 -120.0755
1307.006836 73.724 -122.5243
1307.189941 73.375 -125.2056
1307.373047 72.963 -128.0330
1307.556152 72.466 -130.8052
1307.739258 71.893 -133.3080
1307.922363 71.277 -135.4429
1308.105469 70.655 -137.3092
1308.288574 70.049 -139.1436
1308.471680 69.444 -141.1200
1308.654785 68.816 -143.1805
1308.837891 68.156 -145.0712
1309.020996 67.489 -146.5666
1309.204102 66.846 -147.6879
1309.387207 66.232 -148.6771
1309.570312 65.607 -149.6997
1309.753418 64.938 -150.6062
1309.936523 64.253 -151.0744
1310.119629 63.658 -151.1005
1310.302734 63.252 -151.3662
1310.485840 63.016 -152.8449
1310.668945 62.817 -155.9306
1310.852051 62.516 -160.1459
1311.035156 62.053 -164.5619
1311.218262 61.462 -168.3885
1311.401367 60.842 -171.4630
1311.584473 60.278 -174.4213
1311.767578 59.779 -178.2906
1311.950684 59.291 176.2035
1312.133789 58.785 168.9542
1312.316895 58.303 160.3580
1312.500000 57.926 151.0961
1312.683105 57.712 141.9070
1312.866211 57.645 133.3431
1313.049316 57.663 125.6215
1313.232422 57.696 118.6506
1313.415527 57.707 112.1710
1313.598633 57.693 105.9387
1313.781738 57.683 99.9123
1313.964844 57.736 94.3182
1314.147949 57.930 89.4647
1314.331055 58.318 85.3855
1314.514160 58.875 81.7121
1314.697266 59.476 78.0395
1314.880371 59.960 74.3873
1315.063477 60.228 71.2722
1315.246582 60.298 69.3946
1315.429688 60.306 69.0863
1315.612793 60.424 69.7953
1315.795898 60.701 70.3411
1315.979004 61.032 70.0274
1316.162109 61.288 69.2380
1316.345215 61.445 68.9420
1316.528320 61.596 69.8077
1316.711426 61.861 71.6071
1316.894531 62.255 73.4940
1317.077637 62.685 74.9458
1317.260742 63.068 76.1498
1317.443848 63.421 77.4887
1317.626953 63.820 78.9021
1317.810059 64.302 79.8621
1317.993164 64.813 79.9921
1318.176270 65.284 79.5151
1318.359375 65.707 79.0153
1318.542480 66.150 78.8469
1318.725586 66.678 78.7707
1318.908691 67.277 78.2255
1319.091797 67.854 76.9650
1319.274902 68.325 75.3186
1319.458008 68.684 73.8936
1319.641113 69.007 73.0687
1319.824219 69.390 72.6413
1320.007324 69.865 71.9734
1320.190430 70.370 70.5818
1320.373535 70.811 68.5307
1320.556641 71.142 66.2905
1320.739746 71.380 64.3431
1320.922852 71.583 62.8630
1321.105957 71.801 61.6514
1321.289062 72.038 60.3682
1321.472168 72.260 58.8449
1321.655273 72.438 57.1838
1321.838379 72.569 55.6109
1322.021484 72.679 54.2760
1322.204590 72.794 53.1696
1322.387695 72.922 52.1980
1322.570801 73.052 51.3091
1322.753906 73.176 50.5283
1322.937012 73.294 49.8915
1323.120117 73.413 49.3740
1323.303223 73.538 48.9011
1323.486328 73.666 48.4194
1323.669434 73.797 47.9335
1323.852539 73.938 47.4681
1324.035645 74.101 47.0088
1324.218750 74.286 46.5062
1324.401855 74.487 45.9412
1324.584961 74.692 45.3654
1324.768066 74.903 44.8525
1324.951172 75.131 44.3973
1325.134277 75.384 43.8728
1325.317383 75.654 43.1045
1325.500488 75.916 41.9988
1325.683594 76.147 40.6005
1325.866699 76.340 39.0383
1326.049805 76.506 37.4241
1326.232910 76.657 35.7939
1326.416016 76.800 34.1297
1326.599121 76.931 32.4209
1326.782227 77.043 30.6974
1326.965332 77.135 29.0061
1327.148438 77.209 27.3708
1327.331543 77.264 25.7831
1327.514648 77.300 24.2338
1327.697754 77.315 22.7397
1327.880859 77.314 21.3290
1328.063965 77.303 20.0033
1328.247070 77.287 18.7313
1328.430176 77.260 17.4949
1328.613281 77.213 16.3413
1328.796387 77.150 15.3676
1328.979492 77.085 14.6301
1329.162598 77.038 14.0631
1329.345703 77.011 13.5136
1329.528809 76.985 12.8880
1329.711914 76.942 12.2636
1329.895020 76.882 11.8313
1330.078125 76.837 11.7044
1330.261230 76.843 11.7703
1330.444336 76.904 11.7646
1330.627441 76.986 11.5269
1330.810547 77.052 11.1594
1330.993652 77.096 10.9173
1331.176758 77.149 10.9429
1331.359863 77.246 11.0999
1331.542969 77.389 11.0946
1331.726074 77.539 10.7743
1331.909180 77.661 10.2699
1332.092285 77.758 9.8406
1332.275391 77.867 9.5902
1332.458496 78.024 9.3302
1332.641602 78.221 8.7495
1332.824707 78.412 7.7226
1333.007812 78.553 6.4283
1333.190918 78.643 5.1873
1333.374023 78.716 4.1963
1333.557129 78.813 3.3788
1333.740234 78.946 2.4810
1333.923340 79.089 1.3256
1334.106445 79.206 -0.0380
1334.289551 79.287 -1.4071
1334.472656 79.348 -2.6156
1334.655762 79.419 -3.6662
1334.838867 79.516 -4.7071
1335.021973 79.631 -5.8990
1335.205078 79.747 -7.3076
1335.388184 79.846 -8.9038
1335.571289 79.922 -10.6249
1335.754395 79.974 -12.4175
1335.937500 80.003 -14.2374
1336.120605 80.012 -16.0432
1336.303711 80.009 -17.8144
1336.486816 80.001 -19.5734
1336.669922 79.988 -21.3729
1336.853027 79.960 -23.2397
1337.036133 79.907 -25.1285
1337.219238 79.825 -26.9410
1337.402344 79.724 -28.6004
1337.585449 79.614 -30.1128
1337.768555 79.500 -31.5492
1337.951660 79.372 -32.9612
1338.134766 79.222 -34.3205
1338.317871 79.051 -35.5534
1338.500977 78.875 -36.6353
1338.684082 78.708 -37.6399
1338.867188 78.552 -38.6774
1339.050293 78.394 -39.7772
1339.233398 78.226 -40.8517
1339.416504 78.058 -41.7895
1339.599609 77.906 -42.5817
1339.782715 77.774 -43.3349
1339.965820 77.641 -44.1366
1340.148926 77.479 -44.9204
1340.332031 77.281 -45.4927
1340.515137 77.071 -45.7182
1340.698242 76.885 -45.6897
1340.881348 76.736 -45.6871
1341.064453 76.600 -45.9221
1341.247559 76.442 -46.3389
1341.430664 76.258 -46.6818
1341.613770 76.081 -46.7552
1341.796875 75.955 -46.6258
1341.979980 75.891 -46.5592
1342.163086 75.855 -46.7457
1342.346191 75.803 -47.1243
1342.529297 75.714 -47.4725
1342.712402 75.598 -47.6161
1342.895508 75.476 -47.5401
1343.078613 75.356 -47.3147
1343.261719 75.240 -46.9633
1343.444824 75.140 -46.4575
1343.627930 75.079 -45.8499
1343.811035 75.073 -45.3497
1343.994141 75.101 -45.1853
1344.177246 75.116 -45.3812
1344.360352 75.081 -45.7046
1344.543457 75.000 -45.8391
1344.726562 74.905 -45.6206
1344.909668 74.834 -45.1321
1345.092773 74.795 -44.5772
1345.275879 74.779 -44.0833
1345.458984 74.778 -43.6599
1345.642090 74.799 -43.3175
1345.825195 74.843 -43.1381
1346.008301 74.897 -43.1767
1346.191406 74.937 -43.3185
1346.374512 74.967 -43.3094
1346.557617 75.025 -42.9898
1346.740723 75.156 -42.5153
1346.923828 75.365 -42.2866
1347.106934 75.601 -42.5943
1347.290039 75.799 -43.3693
1347.473145 75.933 -44.2852
1347.656250 76.029 -45.0706
1347.839355 76.134 -45.7528
1348.022461 76.270 -46.6264
1348.205566 76.413 -47.9631
1348.388672 76.514 -49.7582
1348.571777 76.546 -51.7406
1348.754883 76.521 -53.5803
1348.937988 76.480 -55.1036
1349.121094 76.464 -56.3791
1349.304199 76.486 -57.6256
1349.487305 76.530 -59.0382
1349.670410 76.564 -60.6803
1349.853516 76.560 -62.4905
1350.036621 76.504 -64.3399
1350.219727 76.399 -66.0867
1350.402832 76.264 -67.6352
1350.585938 76.129 -69.0037
1350.769043 76.016 -70.3491
1350.952148 75.921 -71.8757
1351.135254 75.814 -73.6575
1351.318359 75.661 -75.5295
1351.501465 75.460 -77.1633
1351.684570 75.247 -78.3015
1351.867676 75.078 -78.9954
1352.050781 74.981 -79.6184
1352.233887 74.923 -80.5694
1352.416992 74.841 -81.9462
1352.600098 74.690 -83.5104
1352.783203 74.473 -84.9203
1352.966309 74.233 -86.0003
1353.149414 74.013 -86.8447
1353.332520 73.825 -87.6794
1353.515625 73.653 -88.6315
1353.698730 73.475 -89.6530
1353.881836 73.292 -90.6426
1354.064941 73.113 -91.5872
1354.248047 72.943 -92.5640
1354.431152 72.774 -93.6269
1354.614258 72.598 -94.7432
1354.797363 72.425 -95.8646
1354.980469 72.269 -97.0329
1355.163574 72.125 -98.3617
1355.346680 71.968 -99.8860
1355.529785 71.767 -101.4568
1355.712891 71.518 -102.8237
1355.895996 71.246 -103.8491
1356.079102 70.980 -104.6538
1356.262207 70.722 -105.5213
1356.445312 70.445 -106.6395
1356.628418 70.127 -107.9714
1356.811523 69.780 -109.3877
1356.994629 69.435 -110.8789
1357.177734 69.110 -112.5676
1357.360840 68.782 -114.4573
1357.543945 68.421 -116.2173
1357.727051 68.049 -117.3352
1357.910156 67.748 -117.6329
1358.093262 67.590 -117.6897
1358.276367 67.530 -118.4967
1358.459473 67.412 -120.5540
1358.642578 67.095 -123.4915
1358.825684 66.552 -126.4512
1359.008789 65.897 -128.7621
1359.191895 65.313 -130.5975
1359.375000 64.905 -133.0127
1359.558105 64.599 -136.9430
1359.741211 64.241 -142.3011
1359.924316 63.741 -148.1991
1360.107422 63.119 -153.7763
1360.290527 62.466 -158.9491
1360.473633 61.819 -164.5913
1360.656738 61.089 -171.8113
1360.839844 60.121 178.9689
1361.022949 58.856 168.2672
1361.206055 57.450 157.3009
1361.389160 56.340 147.3296
1361.572266 56.053 138.1854
1361.755371 56.674 127.9623
1361.938477 57.726 115.6134
1362.121582 58.687 102.0014
1362.304688 59.290 88.7249
1362.487793 59.511 77.4489
1362.670898 59.537 69.6267
1362.854004 59.730 65.6104
1363.037109 60.396 63.5717
1363.220215 61.454 60.8012
1363.403320 62.561 56.3340
1363.586426 63.469 50.9419
1363.769531 64.122 45.7651
1363.952637 64.601 41.5032
1364.135742 65.029 38.1441
1364.318848 65.477 35.1237
1364.501953 65.930 31.8736
1364.685059 66.320 28.2802
1364.868164 66.602 24.6706
1365.051270 66.783 21.4869
1365.234375 66.914 18.9546
1365.417480 67.047 16.9402
1365.600586 67.195 15.0925
1365.783691 67.332 13.1531
1365.966797 67.427 11.1389
1366.149902 67.482 9.2514
1366.333008 67.538 7.6248
1366.516113 67.643 6.1450
1366.699219 67.806 4.5248
1366.882324 67.985 2.5962
1367.065430 68.117 0.5236
1367.248535 68.174 -1.2670
1367.431641 68.182 -2.3795
1367.614746 68.212 -2.7808
1367.797852 68.319 -2.9267
1367.980957 68.495 -3.4750
1368.164062 68.670 -4.8063
1368.347168 68.780 -6.8264
1368.530273 68.805 -9.1400
1368.713379 68.779 -11.3508
1368.896484 68.764 -13.2915
1369.079590 68.804 -15.0751
1369.262695 68.899 -16.9479
1369.445801 69.006 -19.0765
1369.628906 69.069 -21.4493
1369.812012 69.046 -23.9194
1369.995117 68.922 -26.3008
1370.178223 68.710 -28.4536
1370.361328 68.450 -30.3537
1370.544434 68.184 -32.1334
1370.727539 67.941 -34.0390
1370.910645 67.711 -36.2743
1371.093750 67.457 -38.8217
1371.276855 67.135 -41.3904
1371.459961 66.724 -43.5454
1371.643066 66.235 -44.9418
1371.826172 65.693 -45.5264
1372.009277 65.106 -45.5390
1372.192383 64.445 -45.2605
1372.375488 63.667 -44.7306
1372.558594 62.771 -43.7278
1372.741699 61.821 -42.0338
1372.924805 60.916 -39.7187
1373.107910 60.129 -37.0541
1373.291016 59.482 -34.0559
1373.474121 59.014 -30.3380
1373.657227 58.811 -25.7115
1373.840332 58.921 -20.7880
1374.023438 59.228 -16.4478
1374.206543 59.526 -12.8000
1374.389648 59.688 -9.1496
1374.572754 59.732 -4.7963
1374.755859 59.761 0.2671
1374.938965 59.840 5.4039
1375.122070 59.952 10.0801
1375.305176 60.084 14.2751
1375.488281 60.288 18.0414
1375.671387 60.614 21.0606
1375.854492 61.014 23.0171
1376.037598 61.388 24.2748
1376.220703 61.696 25.8339
1376.403809 62.035 28.4905
1376.586914 62.554 31.8964
1376.770020 63.259 34.7272
1376.953125 63.973 36.1455
1377.136230 64.513 36.5927
1377.319336 64.855 37.1907
1377.502441 65.145 38.6967
1377.685547 65.581 40.6925
1377.868652 66.213 41.8802
1378.051758 66.898 41.4865
1378.234863 67.469 39.9526
1378.417969 67.876 38.3576
1378.601074 68.202 37.5463
1378.784180 68.584 37.5072
1378.967285 69.087 37.4082
1379.150391 69.638 36.4293
1379.333496 70.111 34.4825
1379.516602 70.435 32.1195
1379.699707 70.635 30.0165
1379.882812 70.802 28.5163
1380.065918 71.026 27.4398
1380.249023 71.334 26.3086
1380.432129 71.680 24.7930
1380.615234 72.004 22.9228
1380.798340 72.274 20.9354
1380.981445 72.492 19.0208
1381.164551 72.678 17.1988
1381.347656 72.840 15.3733
1381.530762 72.979 13.4644
1381.713867 73.092 11.4756
1381.896973 73.186 9.4575
1382.080078 73.274 7.4371
1382.263184 73.363 5.4010
1382.446289 73.446 3.3441
1382.629395 73.511 1.3173
1382.812500 73.557 -0.5938
1382.995605 73.589 -2.3500
1383.178711 73.622 -4.0282
1383.361816 73.659 -5.8036
1383.544922 73.684 -7.8415
1383.728027 73.671 -10.1817
1383.911133 73.602 -12.7056
1384.094238 73.478 -15.2037
1384.277344 73.321 -17.4972
1384.460449 73.166 -19.5469
1384.643555 73.035 -21.4773
1384.826660 72.921 -23.4812
1385.009766 72.793 -25.6673
1385.192871 72.614 -27.9706
1385.375977 72.362 -30.1842
1385.559082 72.047 -32.0804
1385.742188 71.698 -33.5491
1385.925293 71.351 -34.6704
1386.108398 71.020 -35.6596
1386.291504 70.692 -36.7100
1386.474609 70.335 -37.8624
1386.657715 69.928 -38.9985
1386.840820 69.468 -39.9371
1387.023926 68.969 -40.5455
1387.207031 68.453 -40.7961
1387.390137 67.930 -40.7452
1387.573242 67.396 -40.4522
1387.756348 66.831 -39.8835
1387.939453 66.218 -38.8486
1388.122559 65.561 -37.0131
1388.305664 64.907 -34.0537
1388.488770 64.342 -29.9557
1388.671875 63.932 -25.2099
1388.854980 63.659 -20.4958
1389.038086 63.430 -16.0233
1389.221191 63.190 -11.3321
1389.404297 63.002 -5.8577
1389.587402 63.002 0.2238
1389.770508 63.239 5.8944
1389.953613 63.602 10.3813
1390.136719 63.952 13.9660
1390.319824 64.275 17.4889
1390.502930 64.682 21.3044
1390.686035 65.270 24.7684
1390.869141 65.980 26.9358
1391.052246 66.657 27.6322
1391.235352 67.189 27.5626
1391.418457 67.589 27.6711
1391.601562 67.966 28.4572
1391.784668 68.437 29.6266
1391.967773 69.020 30.4133
1392.150879 69.629 30.3357
1392.333984 70.163 29.5355
1392.517090 70.575 28.5093
1392.700195 70.885 27.7073
1392.883301 71.144 27.3152
1393.066406 71.401 27.2629
1393.249512 71.690 27.3593
1393.432617 72.027 27.3840
1393.615723 72.417 27.0933
1393.798828 72.841 26.2600
1393.981934 73.254 24.8119
1394.165039 73.605 22.9423
1394.348145 73.876 21.0528
1394.531250 74.093 19.5314
1394.714355 74.313 18.4913
1394.897461 74.587 17.6680
1395.080566 74.908 16.6315
1395.263672 75.227 15.1464
1395.446777 75.495 13.3193
1395.629883 75.702 11.4360
1395.812988 75.881 9.6837
1395.996094 76.070 7.9964
1396.179199 76.276 6.1483
1396.362305 76.472 4.0049
1396.545410 76.621 1.6751
1396.728516 76.714 -0.5744
1396.911621 76.775 -2.5413
1397.094727 76.843 -4.2608
1397.277832 76.935 -5.9719
1397.460938 77.028 -7.8913
1397.644043 77.086 -10.0109
1397.827148 77.091 -12.1063
1398.010254 77.061 -13.9249
1398.193359 77.039 -15.3945
1398.376465 77.060 -16.6883
1398.559570 77.119 -18.0729
1398.742676 77.182 -19.6782
1398.925781 77.212 -21.4083
1399.108887 77.201 -23.0479
1399.291992 77.168 -24.4461
1399.475098 77.143 -25.6314
1399.658203 77.143 -26.7786
1399.841309 77.158 -28.0611
1400.024414 77.167 -29.5258
1400.207520 77.155 -31.0891
1400.390625 77.124 -32.6274
1400.573730 77.087 -34.0707
1400.756836 77.056 -35.4322
1400.939941 77.035 -36.7710
1401.123047 77.020 -38.1343
1401.306152 77.001 -39.5314
1401.489258 76.974 -40.9487
1401.672363 76.937 -42.3741
1401.855469 76.889 -43.8037
1402.038574 76.830 -45.2328
1402.221680 76.762 -46.6529
1402.404785 76.690 -48.0645
1402.587891 76.616 -49.4896
1402.770996 76.542 -50.9617
1402.954102 76.460 -52.4905
1403.137207 76.366 -54.0334
1403.320312 76.259 -55.5131
1403.503418 76.150 -56.8769
1403.686523 76.052 -58.1529
1403.869629 75.969 -59.4413
1404.052734 75.888 -60.8313
1404.235840 75.787 -62.3138
1404.418945 75.656 -63.7748
1404.602051 75.499 -65.0832
1404.785156 75.338 -66.2055
1404.968262 75.187 -67.2431
1405.151367 75.041 -68.3434
1405.334473 74.880 -69.5563
1405.517578 74.686 -70.7810
1405.700684 74.466 -71.8568
1405.883789 74.247 -72.7238
1406.066895 74.057 -73.5044
1406.250000 73.893 -74.4084
1406.433105 73.726 -75.5348
1406.616211 73.527 -76.7688
1406.799316 73.287 -77.8681
1406.982422 73.028 -78.6515
1407.165527 72.779 -79.1283
1407.348633 72.548 -79.4516
1407.531738 72.321 -79.7436
1407.714844 72.079 -79.9805
1407.897949 71.822 -80.0572
1408.081055 71.568 -79.9430
1408.264160 71.336 -79.7448
1408.447266 71.121 -79.5914
1408.630371 70.905 -79.4663
1408.813477 70.681 -79.1907
1408.996582 70.473 -78.5929
1409.179688 70.315 -77.6948
1409.362793 70.221 -76.7121
1409.545898 70.171 -75.8556
1409.729004 70.132 -75.1711
1409.912109 70.091 -74.5969
1410.095215 70.051 -74.1302
1410.278320 70.016 -73.8758
1410.461426 69.970 -73.9098
1410.644531 69.895 -74.1280
1410.827637 69.798 -74.2840
1411.010742 69.716 -74.2093
1411.193848 69.690 -74.0036
1411.376953 69.716 -73.9490
1411.560059 69.741 -74.1942
1411.743164 69.705 -74.5503
1411.926270 69.593 -74.6136
1412.109375 69.446 -74.0970
1412.292480 69.335 -73.1045
1412.475586 69.295 -72.0804
1412.658691 69.303 -71.4290
1412.841797 69.320 -71.2177
1413.024902 69.327 -71.2576
1413.208008 69.340 -71.3839
1413.391113 69.373 -71.5971
1413.574219 69.411 -71.9426
1413.757324 69.424 -72.3150
1413.940430 69.401 -72.4568
1414.123535 69.374 -72.1938
1414.306641 69.391 -71.6780
1414.489746 69.466 -71.3377
1414.672852 69.560 -71.5062
1414.855957 69.618 -72.1220
1415.039062 69.622 -72.8038
1415.222168 69.611 -73.1892
1415.405273 69.645 -73.2376
1415.588379 69.753 -73.2327
1415.771484 69.900 -73.4687
1415.954590 70.027 -73.9716
1416.137695 70.099 -74.5431
1416.320801 70.119 -75.0113
1416.503906 70.112 -75.4033
1416.687012 70.088 -75.8812
1416.870117 70.043 -76.5287
1417.053223 69.978 -77.2463
1417.236328 69.925 -77.8822
1417.419434 69.930 -78.4579
1417.602539 70.009 -79.2052
1417.785645 70.125 -80.3159
1417.968750 70.212 -81.6716
1418.151855 70.236 -82.8684
1418.334961 70.221 -83.5287
1418.518066 70.235 -83.6628
1418.701172 70.319 -83.7455
1418.884277 70.441 -84.3260
1419.067383 70.522 -85.5299
1419.250488 70.507 -86.9711
1419.433594 70.417 -88.0779
1419.616699 70.337 -88.5516
1419.799805 70.351 -88.6425
1419.982910 70.474 -88.9423
1420.166016 70.636 -89.8310
1420.349121 70.755 -91.1861
1420.532227 70.801 -92.5775
1420.715332 70.806 -93.6506
1420.898438 70.827 -94.3824
1421.081543 70.903 -95.0458
1421.264648 71.022 -95.9319
1421.447754 71.153 -97.1278
1421.630859 71.277 -98.5544
1421.813965 71.390 -100.1464
1421.997070 71.491 -101.9448
1422.180176 71.566 -104.0186
1422.363281 71.588 -106.3276
1422.546387 71.548 -108.6877
1422.729492 71.463 -110.8822
1422.912598 71.373 -112.8224
1423.095703 71.315 -114.6119
1423.278809 71.292 -116.4357
1423.461914 71.279 -118.3739
1423.645020 71.248 -120.3355
1423.828125 71.190 -122.1678
1424.011230 71.114 -123.8183
1424.194336 71.028 -125.3858
1424.377441 70.923 -127.0083
1424.560547 70.783 -128.7061
1424.743652 70.604 -130.3465
1424.926758 70.414 -131.7692
1425.109863 70.259 -132.9579
1425.292969 70.167 -134.0798
1425.476074 70.127 -135.3254
1425.659180 70.100 -136.7095
1425.842285 70.054 -138.0452
1426.025391 69.984 -139.1091
1426.208496 69.912 -139.8335
1426.391602 69.857 -140.3607
1426.574707 69.820 -140.9126
1426.757812 69.785 -141.6132
1426.940918 69.743 -142.4432
1427.124023 69.707 -143.3426
1427.307129 69.698 -144.3296
1427.490234 69.723 -145.5037
1427.673340 69.768 -146.9355
1427.856445 69.806 -148.5683
1428.039551 69.819 -150.2274
1428.222656 69.808 -151.7202
1428.405762 69.793 -152.9417
1428.588867 69.798 -153.9238
1428.771973 69.840 -154.8062
1428.955078 69.918 -155.7519
1429.138184 70.016 -156.8613
1429.321289 70.117 -158.1272
1429.504395 70.210 -159.4563
1429.687500 70.299 -160.7477
1429.870605 70.398 -161.9863
1430.053711 70.516 -163.2755
1430.236816 70.644 -164.7596
1430.419922 70.757 -166.4895
1430.603027 70.836 -168.3631
1430.786133 70.885 -170.2115
1430.969238 70.933 -171.9677
1431.152344 71.004 -173.7634
1431.335449 71.092 -175.8218
1431.518555 71.158 -178.2107
1431.701660 71.162 179.3055
1431.884766 71.103 177.1710
1432.067871 71.035 175.7486
1432.250977 71.040 175.0144
1432.434082 71.163 174.5247
1432.617188 71.372 173.7885
1432.800293 71.591 172.6792
1432.983398 71.768 171.4478
1433.166504 71.906 170.4075
1433.349609 72.043 169.6264
1433.532715 72.211 168.8810
1433.715820 72.406 167.8913
1433.898926 72.605 166.5687
1434.082031 72.804 165.0142
1434.265137 73.025 163.3178
1434.448242 73.289 161.4130
1434.631348 73.590 159.1568
1434.814453 73.891 156.5366
1434.997559 74.154 153.7561
1435.180664 74.373 151.1067
1435.363770 74.572 148.7421
1435.546875 74.784 146.5530
1435.729980 75.014 144.2671
1435.913086 75.236 141.6977
1436.096191 75.420 138.8957
1436.279297 75.561 136.0747
1436.462402 75.682 133.4108
1436.645508 75.813 130.8988
1436.828613 75.961 128.3892
1437.011719 76.102 125.7623
1437.194824 76.208 123.0514
1437.377930 76.266 120.3969
1437.561035 76.291 117.8956
1437.744141 76.307 115.5007
1437.927246 76.326 113.0752
1438.110352 76.340 110.5529
1438.293457 76.339 108.0395
1438.476562 76.330 105.7445
1438.659668 76.340 103.8013
1438.842773 76.396 102.1378
1439.025879 76.497 100.5314
1439.208984 76.609 98.8004
1439.392090 76.696 96.9358
1439.575195 76.742 95.0557
1439.758301 76.759 93.2607
1439.941406 76.775 91.5353
1440.124512 76.808 89.7784
1440.307617 76.863 87.9174
1440.490723 76.934 85.9779
1440.673828 77.021 84.0373
1440.856934 77.126 82.1278
1441.040039 77.243 80.1991
1441.223145 77.354 78.1819
1441.406250 77.433 76.0754
1441.589355 77.468 73.9612
1441.772461 77.472 71.9284
1441.955566 77.472 69.9783
1442.138672 77.492 68.0021
1442.321777 77.537 65.8668
1442.504883 77.595 63.5350
1442.687988 77.644 61.1106
1442.871094 77.674 58.7743
1443.054199 77.690 56.6707
1443.237305 77.702 54.8288
1443.420410 77.717 53.1643
1443.603516 77.736 51.5499
1443.786621 77.751 49.8925
1443.969727 77.760 48.1607
1444.152832 77.771 46.3575
1444.335938 77.794 44.4747
1444.519043 77.836 42.4734
1444.702148 77.893 40.3101
1444.885254 77.946 37.9901
1445.068359 77.976 35.6000
1445.251465 77.971 33.2849
1445.434570 77.941 31.1684
1445.617676 77.910 29.2582
1445.800781 77.899 27.4079
1445.983887 77.912 25.3950
1446.166992 77.927 23.0762
1446.350098 77.916 20.4922
1446.533203 77.865 17.8332
1446.716309 77.784 15.2974
1446.899414 77.697 12.9456
1447.082520 77.622 10.6649
1447.265625 77.551 8.2794
1447.448730 77.460 5.7116
1447.631836 77.332 3.0400
1447.814941 77.172 0.4103
1447.998047 77.007 -2.1153
1448.181152 76.859 -4.6292
1448.364258 76.725 -7.2919
1448.547363 76.572 -10.1581
1448.730469 76.364 -13.0875
1448.913574 76.085 -15.8185
1449.096680 75.752 -18.1455
1449.279785 75.400 -20.0691
1449.462891 75.054 -21.8031
1449.645996 74.710 -23.6123
1449.829102 74.346 -25.6161
1450.012207 73.940 -27.7270
1450.195312 73.494 -29.7421
1450.378418 73.025 -31.4790
1450.561523 72.555 -32.8480
1450.744629 72.093 -33.8339
1450.927734 71.641 -34.4438
1451.110840 71.199 -34.7002
1451.293945 70.770 -34.6809
1451.477051 70.356 -34.5345
1451.660156 69.948 -34.4203
1451.843262 69.527 -34.4088
1452.026367 69.078 -34.4215
1452.209473 68.596 -34.2369
1452.392578 68.100 -33.5502
1452.575684 67.633 -32.0929
1452.758789 67.263 -29.8353
1452.941895 67.042 -27.1567
1453.125000 66.954 -24.7038
1453.308105 66.905 -22.9082
1453.491211 66.790 -21.6396
1453.674316 66.568 -20.3375
1453.857422 66.295 -18.4927
1454.040527 66.084 -16.1584
1454.223633 65.994 -13.9952
1454.406738 65.970 -12.5984
1454.589844 65.912 -11.8491
1454.772949 65.785 -11.0492
1454.956055 65.657 -9.6098
1455.139160 65.631 -7.6603
1455.322266 65.724 -5.9135
1455.505371 65.841 -4.8104
1455.688477 65.877 -4.0146
1455.871582 65.834 -2.7997
1456.054688 65.817 -0.8310
1456.237793 65.930 1.4003
1456.420898 66.151 3.0790
1456.604004 66.369 3.9827
1456.787109 66.505 4.6357
1456.970215 66.585 5.6839
1457.153320 66.702 7.2401
1457.336426 66.902 8.8202
1457.519531 67.144 9.9646
1457.702637 67.360 10.7576
1457.885742 67.553 11.6115
1458.068848 67.792 12.6642
1458.251953 68.131 13.5130
1458.435059 68.536 13.6559
1458.618164 68.915 13.0946
1458.801270 69.219 12.3461
1458.984375 69.483 11.9298
1459.167480 69.784 11.8546
1459.350586 70.156 11.6031
1459.533691 70.540 10.7002
1459.716797 70.851 9.2154
1459.899902 71.055 7.6703
1460.083008 71.209 6.5412
1460.266113 71.412 5.7892
1460.449219 71.712 4.8502
1460.632324 72.057 3.1929
1460.815430 72.347 0.8391
1460.998535 72.524 -1.6886
1461.181641 72.609 -3.7996
1461.364746 72.681 -5.2781
1461.547852 72.813 -6.4455
1461.730957 73.007 -7.8624
1461.914062 73.208 -9.8297
1462.097168 73.359 -12.2112
1462.280273 73.451 -14.6607
1462.463379 73.517 -16.9399
1462.646484 73.592 -19.0563
1462.829590 73.681 -21.1391
1463.012695 73.765 -23.2179
1463.195801 73.831 -25.1650
1463.378906 73.896 -26.8678
1463.562012 73.996 -28.4469
1463.745117 74.140 -30.2612
1463.928223 74.293 -32.6393
1464.111328 74.393 -35.5990
1464.294434 74.400 -38.8201
1464.477539 74.322 -41.8531
1464.660645 74.213 -44.4013
1464.843750 74.133 -46.5098
1465.026855 74.107 -48.5019
1465.209961 74.105 -50.6794
1465.393066 74.071 -53.0702
1465.576172 73.973 -55.4461
1465.759277 73.823 -57.5425
1465.942383 73.663 -59.2844
1466.125488 73.536 -60.8552
1466.308594 73.449 -62.5481
1466.491699 73.382 -64.5382
1466.674805 73.304 -66.7882
1466.857910 73.201 -69.1296
1467.041016 73.075 -71.3915
1467.224121 72.930 -73.4566
1467.407227 72.774 -75.2403
1467.590332 72.620 -76.6800
1467.773438 72.492 -77.8022
