* Generated by rew_pipeline.py (source UUID 3cad11fd-e3fa-4108-9c9c-d820def9f39f, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -1.000021 s))
* Measurement: R.filtered.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:47
* Note: ; Trace Arithmetic A times B A = R.nofdw.120.green.multipos.fdw6 B = FRX-trimmed.120.green.multipos.fdw6
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
21629.333496 71.080 -13.3894
21629.516602 71.122 -13.3908
21629.699707 71.147 -13.4861
21629.882812 71.149 -13.5685
21630.065918 71.142 -13.6326
21630.249023 71.136 -13.7827
21630.432129 71.126 -14.0706
21630.615234 71.109 -14.3878
21630.798340 71.103 -14.5730
21630.981445 71.141 -14.6234
21631.164551 71.229 -14.7367
21631.347656 71.330 -15.0899
21631.530762 71.386 -15.5999
21631.713867 71.369 -15.9565
21631.896973 71.306 -15.9041
21632.080078 71.247 -15.5162
21632.263184 71.220 -15.1732
21632.446289 71.197 -15.2045
21632.629395 71.139 -15.5731
21632.812500 71.041 -15.9437
21632.995605 70.955 -16.0430
21633.178711 70.946 -15.9661
21633.361816 71.025 -16.0982
21633.544922 71.133 -16.6940
21633.728027 71.194 -17.5928
21633.911133 71.173 -18.3464
21634.094238 71.100 -18.5771
21634.277344 71.040 -18.2811
21634.460449 71.037 -17.8440
21634.643555 71.077 -17.7185
21634.826660 71.112 -18.0692
21635.009766 71.101 -18.7052
21635.192871 71.039 -19.2601
21635.375977 70.960 -19.4132
21635.559082 70.911 -19.0394
21635.742188 70.936 -18.2665
21635.925293 71.046 -17.4273
21636.108398 71.213 -16.9048
21636.291504 71.373 -16.9319
21636.474609 71.456 -17.4660
21636.657715 71.420 -18.2054
21636.840820 71.271 -18.7310
21637.023926 71.066 -18.7219
21637.207031 70.893 -18.1664
21637.390137 70.816 -17.4050
21637.573242 70.840 -16.8836
21637.756348 70.918 -16.8102
21637.939453 70.999 -17.0509
21638.122559 71.063 -17.3113
21638.305664 71.124 -17.3898
21638.488770 71.203 -17.3089
21638.671875 71.302 -17.2482
21638.854980 71.401 -17.3548
21639.038086 71.474 -17.6155
21639.221191 71.514 -17.8948
21639.404297 71.539 -18.0829
21639.587402 71.574 -18.2127
21639.770508 71.623 -18.4275
21639.953613 71.664 -18.8099
21640.136719 71.667 -19.2423
21640.319824 71.629 -19.4538
21640.502930 71.587 -19.2510
21640.686035 71.600 -18.7632
21640.869141 71.690 -18.4363
21641.052246 71.817 -18.6777
21641.235352 71.909 -19.4858
21641.418457 71.925 -20.4381
21641.601562 71.892 -21.0161
21641.784668 71.892 -21.0325
21641.967773 71.990 -20.8358
21642.150879 72.169 -21.0081
21642.333984 72.337 -21.7985
21642.517090 72.408 -22.9080
21642.700195 72.365 -23.7586
21642.883301 72.271 -23.9468
21643.066406 72.218 -23.5853
21643.249512 72.250 -23.2337
21643.432617 72.331 -23.3968
21643.615723 72.394 -24.1179
21643.798828 72.402 -25.0596
21643.981934 72.377 -25.8688
21644.165039 72.362 -26.4537
21644.348145 72.378 -26.9665
21644.531250 72.409 -27.5549
21644.714355 72.428 -28.1813
21644.897461 72.434 -28.7023
21645.080566 72.446 -29.0844
21645.263672 72.483 -29.4903
21645.446777 72.528 -30.1191
21645.629883 72.547 -30.9747
21645.812988 72.520 -31.8277
21645.996094 72.467 -32.4123
21646.179199 72.434 -32.6778
21646.362305 72.450 -32.8543
21646.545410 72.500 -33.2429
21646.728516 72.541 -33.9434
21646.911621 72.536 -34.7987
21647.094727 72.485 -35.5639
21647.277832 72.412 -36.1032
21647.460938 72.347 -36.4497
21647.644043 72.300 -36.7105
21647.827148 72.273 -36.9554
21648.010254 72.263 -37.2190
21648.193359 72.273 -37.5781
21648.376465 72.287 -38.1504
21648.559570 72.276 -38.9730
21648.742676 72.211 -39.8954
21648.925781 72.093 -40.6391
21649.108887 71.965 -41.0159
21649.291992 71.882 -41.1332
21649.475098 71.864 -41.3435
21649.658203 71.874 -41.9112
21649.841309 71.857 -42.7385
21650.024414 71.793 -43.4477
21650.207520 71.717 -43.7393
21650.390625 71.686 -43.7167
21650.573730 71.709 -43.8379
21650.756836 71.727 -44.4656
21650.939941 71.659 -45.4906
21651.123047 71.478 -46.4061
21651.306152 71.241 -46.7299
21651.489258 71.057 -46.4751
21651.672363 70.990 -46.2355
21651.855469 70.996 -46.6311
21652.038574 70.973 -47.6773
21652.221680 70.859 -48.7815
21652.404785 70.688 -49.2673
21652.587891 70.561 -48.9843
21652.770996 70.546 -48.5067
21652.954102 70.597 -48.5761
21653.137207 70.597 -49.3456
21653.320312 70.473 -50.2898
21653.503418 70.259 -50.7318
21653.686523 70.070 -50.4953
21653.869629 69.995 -50.1557
21654.052734 70.000 -50.4787
21654.235840 69.965 -51.5964
21654.418945 69.805 -52.8849
21654.602051 69.547 -53.5174
21654.785156 69.308 -53.1757
21654.968262 69.189 -52.3901
21655.151367 69.168 -52.0104
21655.334473 69.133 -52.2981
21655.517578 69.007 -52.7583
21655.700684 68.830 -52.7572
21655.883789 68.710 -52.2353
21656.066895 68.700 -51.8194
21656.250000 68.732 -52.0808
21656.433105 68.685 -52.8199
21656.616211 68.521 -53.2120
21656.799316 68.324 -52.5637
21656.982422 68.235 -51.0599
21657.165527 68.293 -49.6932
21657.348633 68.381 -49.1868
21657.531738 68.359 -49.2666
21657.714844 68.197 -49.0704
21657.897949 68.001 -48.0589
21658.081055 67.899 -46.6470
21658.264160 67.893 -45.8140
21658.447266 67.852 -45.9657
21658.630371 67.665 -46.4852
21658.813477 67.366 -46.3338
21658.996582 67.122 -45.0527
21659.179688 67.094 -43.3991
21659.362793 67.252 -42.6333
21659.545898 67.418 -43.1186
21659.729004 67.461 -44.1033
21659.912109 67.389 -44.5688
21660.095215 67.317 -44.1140
21660.278320 67.335 -43.2543
21660.461426 67.404 -42.7635
21660.644531 67.406 -42.7680
21660.827637 67.281 -42.6804
21661.010742 67.096 -41.8817
21661.193848 66.988 -40.4544
21661.376953 67.030 -39.2402
21661.560059 67.159 -38.9899
21661.743164 67.257 -39.6473
21661.926270 67.274 -40.5614
21662.109375 67.239 -41.1248
21662.292480 67.216 -41.1906
21662.475586 67.225 -40.9900
21662.658691 67.235 -40.7109
21662.841797 67.213 -40.2751
21663.024902 67.173 -39.5594
21663.208008 67.159 -38.7294
21663.391113 67.181 -38.2184
21663.574219 67.200 -38.3167
21663.757324 67.167 -38.8700
21663.940430 67.088 -39.4320
21664.123535 67.022 -39.6816
21664.306641 67.037 -39.7120
21664.489746 67.138 -39.8821
21664.672852 67.265 -40.3871
21664.855957 67.354 -41.0650
21665.039062 67.380 -41.6001
21665.222168 67.363 -41.8304
21665.405273 67.321 -41.8416
21665.588379 67.254 -41.7886
21665.771484 67.147 -41.6787
21665.954590 67.009 -41.3877
21666.137695 66.876 -40.8804
21666.320801 66.778 -40.3492
21666.503906 66.705 -40.0579
21666.687012 66.619 -40.0605
21666.870117 66.495 -40.1512
21667.053223 66.355 -40.1127
21667.236328 66.241 -39.9823
21667.419434 66.167 -40.0150
21667.602539 66.105 -40.3493
21667.785645 66.023 -40.7764
21667.968750 65.935 -40.9093
21668.151855 65.898 -40.5989
21668.334961 65.951 -40.1549
21668.518066 66.051 -40.0363
21668.701172 66.097 -40.3193
21668.884277 66.014 -40.5568
21669.067383 65.816 -40.1279
21669.250488 65.604 -38.7776
21669.433594 65.490 -36.9613
21669.616699 65.503 -35.5521
21669.799805 65.573 -35.1028
21669.982910 65.620 -35.5161
21670.166016 65.615 -36.3243
21670.349121 65.572 -37.0755
21670.532227 65.515 -37.4836
21670.715332 65.460 -37.3653
21670.898438 65.426 -36.5993
21671.081543 65.450 -35.2725
21671.264648 65.557 -33.8406
21671.447754 65.711 -32.9377
21671.630859 65.815 -32.8829
21671.813965 65.777 -33.4037
21671.997070 65.583 -33.8147
21672.180176 65.312 -33.4773
21672.363281 65.105 -32.3037
21672.546387 65.057 -30.8930
21672.729492 65.136 -29.9564
21672.912598 65.241 -29.6294
21673.095703 65.303 -29.4866
21673.278809 65.331 -29.0872
21673.461914 65.376 -28.4269
21673.645020 65.449 -27.8970
21673.828125 65.496 -27.7956
21674.011230 65.450 -27.9472
21674.194336 65.301 -27.8102
21674.377441 65.125 -26.9346
21674.560547 65.029 -25.4217
21674.743652 65.065 -23.9242
21674.926758 65.177 -23.0505
21675.109863 65.263 -22.8417
21675.292969 65.268 -22.8815
21675.476074 65.213 -22.7719
21675.659180 65.153 -22.5035
21675.842285 65.113 -22.4166
21676.025391 65.055 -22.7740
21676.208496 64.925 -23.3851
21676.391602 64.719 -23.6582
21676.574707 64.517 -23.0541
21676.757812 64.449 -21.6606
21676.940918 64.572 -20.3139
21677.124023 64.796 -19.8704
21677.307129 64.953 -20.4036
21677.490234 64.922 -21.1851
21677.673340 64.704 -21.1831
21677.856445 64.426 -19.6869
21678.039551 64.277 -16.9221
21678.222656 64.354 -14.0744
21678.405762 64.578 -12.2713
21678.588867 64.794 -11.6759
21678.771973 64.911 -11.6826
21678.955078 64.942 -11.6011
21679.138184 64.954 -11.1467
21679.321289 64.998 -10.5129
21679.504395 65.062 -10.0261
21679.687500 65.095 -9.7299
21679.870605 65.064 -9.3077
21680.053711 65.000 -8.3519
21680.236816 64.984 -6.7372
21680.419922 65.090 -4.8095
21680.603027 65.329 -3.1682
21680.786133 65.637 -2.2115
21680.969238 65.933 -1.9011
21681.152344 66.168 -1.8902
21681.335449 66.339 -1.7943
21681.518555 66.480 -1.4202
21681.701660 66.626 -0.8556
21681.884766 66.782 -0.3514
21682.067871 66.919 -0.0538
21682.250977 67.002 0.1816
21682.434082 67.041 0.7052
21682.617188 67.105 1.7284
21682.800293 67.280 2.9601
21682.983398 67.584 3.6670
21683.166504 67.930 3.2781
21683.349609 68.191 1.8935
21683.532715 68.293 0.2158
21683.715820 68.266 -0.8995
21683.898926 68.231 -1.0081
21684.082031 68.319 -0.4950
21684.265137 68.551 -0.3023
21684.448242 68.812 -1.0039
21684.631348 68.969 -2.2917
21684.814453 68.980 -3.3022
21684.997559 68.926 -3.3127
21685.180664 68.951 -2.3919
21685.363770 69.130 -1.4704
21685.546875 69.388 -1.4884
21685.729980 69.583 -2.5536
21685.913086 69.636 -4.0202
21686.096191 69.583 -5.1110
21686.279297 69.543 -5.5203
21686.462402 69.614 -5.6455
21686.645508 69.791 -6.1549
21686.828613 69.982 -7.2796
21687.011719 70.102 -8.6280
21687.194824 70.147 -9.5805
21687.377930 70.182 -9.8120
21687.561035 70.282 -9.5674
21687.744141 70.459 -9.4442
21687.927246 70.655 -9.8597
21688.110352 70.797 -10.7725
21688.293457 70.855 -11.8418
21688.476562 70.852 -12.7361
21688.659668 70.828 -13.3273
21688.842773 70.817 -13.6849
21689.025879 70.827 -13.9438
21689.208984 70.852 -14.2012
21689.392090 70.882 -14.5209
21689.575195 70.909 -14.9737
21689.758301 70.920 -15.6201
21689.941406 70.902 -16.4550
21690.124512 70.852 -17.3937
21690.307617 70.784 -18.3293
21690.490723 70.721 -19.2043
21690.673828 70.679 -20.0160
21690.856934 70.663 -20.7577
21691.040039 70.672 -21.3849
21691.223145 70.709 -21.8703
21691.406250 70.774 -22.2880
21691.589355 70.852 -22.8017
21691.772461 70.911 -23.5257
21691.955566 70.911 -24.3975
21692.138672 70.844 -25.1987
21692.321777 70.735 -25.7223
21692.504883 70.632 -25.9520
21692.687988 70.570 -26.0833
21692.871094 70.542 -26.3362
21693.054199 70.521 -26.7529
21693.237305 70.485 -27.1992
21693.420410 70.436 -27.5453
21693.603516 70.384 -27.8084
21693.786621 70.322 -28.0983
21693.969727 70.232 -28.4388
21694.152832 70.107 -28.6943
21694.335938 69.982 -28.7198
21694.519043 69.910 -28.5941
21694.702148 69.919 -28.6470
21694.885254 69.983 -29.1689
21695.068359 70.045 -30.1114
21695.251465 70.072 -31.1206
21695.434570 70.078 -31.8551
21695.617676 70.099 -32.2802
21695.800781 70.144 -32.6535
21695.983887 70.173 -33.1979
21696.166992 70.138 -33.8222
21696.350098 70.033 -34.1979
21696.533203 69.909 -34.1021
21696.716309 69.832 -33.6971
21696.899414 69.820 -33.4109
21697.082520 69.829 -33.4978
21697.265625 69.808 -33.7983
21697.448730 69.756 -33.9678
21697.631836 69.712 -33.8891
21697.814941 69.705 -33.8233
21697.998047 69.708 -34.1024
21698.181152 69.661 -34.7180
21698.364258 69.548 -35.3075
21698.547363 69.421 -35.5541
21698.730469 69.363 -35.6027
21698.913574 69.393 -35.9826
21699.096680 69.440 -36.9981
21699.279785 69.413 -38.2989
21699.462891 69.298 -39.1111
21699.645996 69.185 -38.9125
21699.829102 69.194 -38.0479
21700.012207 69.333 -37.5457
21700.195312 69.470 -38.0926
21700.378418 69.451 -39.4072
21700.561523 69.227 -40.5629
21700.744629 68.891 -40.7116
21700.927734 68.616 -39.7911
21701.110840 68.515 -38.6813
21701.293945 68.535 -38.3322
21701.477051 68.540 -38.8161
21701.660156 68.455 -39.4351
21701.843262 68.322 -39.4823
21702.026367 68.237 -38.8874
21702.209473 68.246 -38.2420
21702.392578 68.286 -38.1355
21702.575684 68.256 -38.5658
21702.758789 68.109 -39.0267
21702.941895 67.888 -39.0015
21703.125000 67.689 -38.4077
21703.308105 67.582 -37.6727
21703.491211 67.557 -37.3362
21703.674316 67.546 -37.5807
21703.857422 67.490 -38.1557
21704.040527 67.374 -38.6300
21704.223633 67.227 -38.6813
21704.406738 67.097 -38.2667
21704.589844 67.012 -37.6034
21704.772949 66.961 -36.9557
21704.956055 66.912 -36.3815
21705.139160 66.847 -35.6808
21705.322266 66.802 -34.6385
21705.505371 66.841 -33.3932
21705.688477 66.982 -32.5104
21705.871582 67.147 -32.5008
21706.054688 67.209 -33.2475
21706.237793 67.091 -33.9516
21706.420898 66.839 -33.6016
21706.604004 66.630 -31.7872
21706.787109 66.636 -29.3716
21706.970215 66.830 -27.8667
21707.153320 67.009 -27.8613
21707.336426 67.006 -28.5972
21707.519531 66.822 -28.8035
21707.702637 66.618 -27.7787
21707.885742 66.573 -26.1159
21708.068848 66.684 -25.1261
21708.251953 66.777 -25.3107
21708.435059 66.717 -25.9055
21708.618164 66.542 -25.7434
21708.801270 66.436 -24.4337
21708.984375 66.545 -22.9153
21709.167480 66.794 -22.4296
21709.350586 66.988 -23.0614
21709.533691 67.018 -23.7681
21709.716797 66.953 -23.4349
21709.899902 66.974 -21.9392
21710.083008 67.180 -20.3689
21710.266113 67.473 -19.8340
21710.449219 67.680 -20.3487
21710.632324 67.731 -21.1162
21710.815430 67.693 -21.4450
21710.998535 67.686 -21.3675
21711.181641 67.755 -21.4800
21711.364746 67.843 -22.1522
21711.547852 67.878 -23.0881
21711.730957 67.861 -23.6937
21711.914062 67.861 -23.7152
21712.097168 67.923 -23.4564
21712.280273 68.009 -23.3143
21712.463379 68.055 -23.2378
21712.646484 68.056 -22.8466
21712.829590 68.095 -22.0691
21713.012695 68.238 -21.5168
21713.195801 68.436 -21.9569
21713.378906 68.563 -23.4517
21713.562012 68.541 -25.2257
21713.745117 68.414 -26.2668
21713.928223 68.335 -26.1541
21714.111328 68.430 -25.5194
21714.294434 68.660 -25.4116
21714.477539 68.870 -26.1630
21714.660645 68.941 -27.2067
21714.843750 68.886 -27.7698
21715.026855 68.807 -27.6068
21715.209961 68.790 -27.2012
21715.393066 68.822 -27.1952
21715.576172 68.833 -27.6933
21715.759277 68.801 -28.2902
21715.942383 68.779 -28.6618
21716.125488 68.826 -28.9896
21716.308594 68.925 -29.7058
21716.491699 68.987 -30.8646
21716.674805 68.947 -31.9510
21716.857910 68.838 -32.3257
21717.041016 68.769 -31.8868
21717.224121 68.816 -31.3036
21717.407227 68.933 -31.3810
21717.590332 69.003 -32.2526
21717.773438 68.964 -33.3754
21717.956543 68.852 -34.1472
21718.139648 68.756 -34.4826
21718.322754 68.719 -34.8338
21718.505859 68.688 -35.5956
21718.688965 68.579 -36.6015
21718.872070 68.372 -37.2789
21719.055176 68.135 -37.2197
21719.238281 67.960 -36.6149
21719.421387 67.870 -36.0676
21719.604492 67.812 -35.9427
21719.787598 67.730 -36.0898
21719.970703 67.635 -36.2186
21720.153809 67.564 -36.3518
21720.336914 67.509 -36.7614
21720.520020 67.406 -37.4597
21720.703125 67.210 -37.9261
21720.886230 66.980 -37.4874
21721.069336 66.863 -36.1192
21721.252441 66.950 -34.8123
21721.435547 67.151 -34.6745
21721.618652 67.277 -35.7813
21721.801758 67.212 -37.2163
21721.984863 66.991 -37.8898
21722.167969 66.760 -37.3813
21722.351074 66.635 -36.2829
21722.534180 66.585 -35.4909
21722.717285 66.487 -35.1464
21722.900391 66.288 -34.5853
21723.083496 66.079 -33.2204
21723.266602 66.005 -31.4099
21723.449707 66.089 -30.2568
21723.632812 66.200 -30.3714
21723.815918 66.199 -31.2607
21723.999023 66.072 -31.8990
21724.182129 65.927 -31.6377
21724.365234 65.887 -30.7397
21724.548340 65.952 -29.9763
21724.731445 66.013 -29.6474
21724.914551 65.985 -29.2743
21725.097656 65.902 -28.2038
21725.280762 65.879 -26.3946
21725.463867 65.986 -24.5916
21725.646973 66.166 -23.5771
21725.830078 66.302 -23.4240
21726.013184 66.334 -23.6059
21726.196289 66.288 -23.5694
21726.379395 66.231 -23.1357
21726.562500 66.207 -22.4845
21726.745605 66.219 -21.8497
21726.928711 66.250 -21.3270
21727.111816 66.294 -20.9546
21727.294922 66.341 -20.8108
21727.478027 66.369 -20.9100
21727.661133 66.356 -21.0534
21727.844238 66.321 -20.9131
21728.027344 66.326 -20.3615
21728.210449 66.422 -19.6954
21728.393555 66.589 -19.3796
21728.576660 66.748 -19.5275
21728.759766 66.841 -19.7652
21728.942871 66.889 -19.6311
21729.125977 66.967 -19.1051
21729.309082 67.108 -18.7043
21729.492188 67.257 -18.9242
21729.675293 67.314 -19.6485
21729.858398 67.248 -20.2049
21730.041504 67.138 -19.9672
21730.224609 67.122 -19.0330
21730.407715 67.262 -18.2804
21730.590820 67.471 -18.4886
21730.773926 67.609 -19.5666
21730.957031 67.614 -20.7509
21731.140137 67.545 -21.3247
21731.323242 67.518 -21.2348
21731.506348 67.592 -21.1059
21731.689453 67.705 -21.5093
21731.872559 67.753 -22.3124
21732.055664 67.699 -22.8216
21732.238770 67.614 -22.4420
21732.421875 67.617 -21.2905
21732.604980 67.753 -20.1709
21732.788086 67.942 -19.7899
21732.971191 68.066 -20.1440
21733.154297 68.066 -20.6990
21733.337402 67.977 -20.9306
21733.520508 67.878 -20.7208
21733.703613 67.831 -20.3726
21733.886719 67.839 -20.2696
21734.069824 67.869 -20.5578
21734.252930 67.897 -21.1531
21734.436035 67.913 -21.9282
21734.619141 67.912 -22.7976
21734.802246 67.877 -23.6401
21734.985352 67.803 -24.2312
21735.168457 67.714 -24.3417
21735.351562 67.663 -23.9561
21735.534668 67.686 -23.3746
21735.717773 67.769 -23.0000
21735.900879 67.856 -22.9874
21736.083984 67.897 -23.1380
21736.267090 67.890 -23.1163
21736.450195 67.872 -22.7625
21736.633301 67.880 -22.2323
21736.816406 67.916 -21.8427
21736.999512 67.946 -21.7852
21737.182617 67.937 -22.0057
21737.365723 67.885 -22.3225
21737.548828 67.814 -22.6082
21737.731934 67.752 -22.8596
21737.915039 67.715 -23.1292
21738.098145 67.705 -23.4331
21738.281250 67.723 -23.7552
21738.464355 67.764 -24.1147
21738.647461 67.809 -24.5669
21738.830566 67.824 -25.0986
21739.013672 67.779 -25.5325
21739.196777 67.676 -25.5867
21739.379883 67.567 -25.1048
21739.562988 67.516 -24.2900
21739.746094 67.549 -23.6569
21739.929199 67.621 -23.6257
21740.112305 67.657 -24.1590
21740.295410 67.620 -24.8080
21740.478516 67.540 -25.0807
21740.661621 67.488 -24.8439
21740.844727 67.515 -24.4388
21741.027832 67.592 -24.3295
21741.210938 67.643 -24.6178
21741.394043 67.614 -24.9515
21741.577148 67.524 -24.8615
21741.760254 67.448 -24.2088
21741.943359 67.446 -23.3629
21742.126465 67.502 -22.8609
21742.309570 67.540 -22.8718
21742.492676 67.500 -23.0607
21742.675781 67.393 -22.9232
21742.858887 67.292 -22.2453
21743.041992 67.268 -21.3216
21743.225098 67.328 -20.7023
21743.408203 67.417 -20.7064
21743.591309 67.475 -21.2355
21743.774414 67.478 -21.9670
21743.957520 67.438 -22.6074
21744.140625 67.376 -22.9815
21744.323730 67.309 -22.9911
21744.506836 67.263 -22.6119
21744.689941 67.259 -21.9958
21744.873047 67.295 -21.4972
21745.056152 67.317 -21.4259
21745.239258 67.247 -21.7021
21745.422363 67.049 -21.7874
21745.605469 66.791 -21.0448
21745.788574 66.622 -19.3976
21745.971680 66.658 -17.6989
21746.154785 66.846 -17.0287
21746.337891 67.015 -17.5715
21746.520996 67.046 -18.4833
21746.704102 66.963 -18.6385
21746.887207 66.913 -17.5622
21747.070312 67.033 -15.9570
21747.253418 67.283 -15.0203
21747.436523 67.490 -15.1403
21747.619629 67.529 -15.6246
21747.802734 67.425 -15.4451
21747.985840 67.330 -14.1716
21748.168945 67.389 -12.4589
21748.352051 67.586 -11.4009
21748.535156 67.780 -11.3590
21748.718262 67.866 -11.7731
21748.901367 67.859 -11.8843
21749.084473 67.847 -11.4533
21749.267578 67.887 -10.8799
21749.450684 67.944 -10.6021
21749.633789 67.948 -10.4986
21749.816895 67.901 -10.0271
21750.000000 67.901 -8.9161
21750.183105 68.046 -7.6678
21750.366211 68.317 -7.1525
21750.549316 68.585 -7.6803
21750.732422 68.745 -8.7433
21750.915527 68.793 -9.5456
21751.098633 68.819 -9.6781
21751.281738 68.912 -9.4339
21751.464844 69.074 -9.4396
21751.647949 69.230 -9.9570
21751.831055 69.322 -10.6825
21752.014160 69.365 -11.1575
21752.197266 69.425 -11.2695
21752.380371 69.540 -11.3422
21752.563477 69.673 -11.7041
21752.746582 69.760 -12.2565
21752.929688 69.784 -12.5520
21753.112793 69.805 -12.2797
21753.295898 69.907 -11.6866
21753.479004 70.110 -11.4527
21753.662109 70.345 -12.0645
21753.845215 70.522 -13.4209
21754.028320 70.608 -15.0246
21754.211426 70.635 -16.4151
21754.394531 70.660 -17.4589
21754.577637 70.713 -18.3104
21754.760742 70.778 -19.1148
21754.943848 70.824 -19.7953
21755.126953 70.848 -20.1533
21755.310059 70.883 -20.1465
21755.493164 70.958 -20.0329
21755.676270 71.060 -20.1966
21755.859375 71.141 -20.8286
21756.042480 71.158 -21.8009
21756.225586 71.103 -22.8081
21756.408691 71.009 -23.5992
21756.591797 70.925 -24.1239
21756.774902 70.885 -24.5204
21756.958008 70.896 -24.9923
21757.141113 70.944 -25.6962
21757.324219 71.000 -26.6998
21757.507324 71.034 -27.9729
21757.690430 71.018 -29.3710
21757.873535 70.944 -30.6456
21758.056641 70.829 -31.5289
21758.239746 70.721 -31.8850
21758.422852 70.671 -31.8327
21758.605957 70.702 -31.7012
21758.789062 70.793 -31.8129
21758.972168 70.897 -32.2918
21759.155273 70.976 -33.0586
21759.338379 71.010 -33.9546
21759.521484 70.997 -34.8476
21759.704590 70.942 -35.6543
21759.887695 70.854 -36.3151
21760.070801 70.749 -36.7920
21760.253906 70.650 -37.1098
21760.437012 70.574 -37.3801
21760.620117 70.522 -37.7494
21760.803223 70.480 -38.2952
21760.986328 70.435 -38.9762
21761.169434 70.384 -39.6883
21761.352539 70.335 -40.3685
21761.535645 70.297 -41.0377
21761.718750 70.263 -41.7391
21761.901855 70.216 -42.4400
21762.084961 70.150 -43.0173
21762.268066 70.075 -43.3576
21762.451172 70.014 -43.4886
21762.634277 69.981 -43.6046
21762.817383 69.957 -43.9289
21763.000488 69.906 -44.5288
21763.183594 69.799 -45.2523
21763.366699 69.638 -45.8332
21763.549805 69.461 -46.0802
21763.732910 69.317 -46.0314
21763.916016 69.237 -45.9497
21764.099121 69.207 -46.1365
21764.282227 69.181 -46.7183
21764.465332 69.113 -47.5837
21764.648438 68.984 -48.4861
21764.831543 68.801 -49.2025
21765.014648 68.591 -49.6496
21765.197754 68.379 -49.8880
21765.380859 68.171 -50.0118
21765.563965 67.965 -50.0103
21765.747070 67.767 -49.7401
21765.930176 67.610 -49.0643
21766.113281 67.540 -48.0669
21766.296387 67.576 -47.1221
21766.479492 67.678 -46.6715
21766.662598 67.759 -46.8913
21766.845703 67.737 -47.5704
21767.028809 67.575 -48.2536
21767.211914 67.301 -48.5038
21767.395020 66.984 -48.1494
21767.578125 66.698 -47.3836
21767.761230 66.470 -46.5760
21767.944336 66.283 -45.9168
21768.127441 66.118 -45.2618
21768.310547 65.994 -44.3507
21768.493652 65.959 -43.1807
21768.676758 66.029 -42.1362
21768.859863 66.143 -41.6571
21769.042969 66.199 -41.7871
21769.226074 66.118 -42.0755
21769.409180 65.908 -41.8603
21769.592285 65.666 -40.7305
21769.775391 65.521 -38.9293
21769.958496 65.534 -37.2637
21770.141602 65.647 -36.4050
21770.324707 65.760 -36.3533
21770.507812 65.817 -36.6114
21770.690918 65.830 -36.6960
21770.874023 65.835 -36.4796
21771.057129 65.836 -36.1270
21771.240234 65.799 -35.7397
21771.423340 65.692 -35.1310
21771.606445 65.542 -34.0011
21771.789551 65.432 -32.3546
21771.972656 65.429 -30.6993
21772.155762 65.514 -29.6610
21772.338867 65.609 -29.3944
21772.521973 65.657 -29.4966
21772.705078 65.673 -29.4360
21772.888184 65.710 -29.0171
21773.071289 65.795 -28.4546
21773.254395 65.890 -27.9871
21773.437500 65.940 -27.5014
21773.620605 65.939 -26.6360
21773.803711 65.952 -25.2573
21773.986816 66.046 -23.7889
21774.169922 66.202 -22.9033
21774.353027 66.326 -22.8409
21774.536133 66.340 -23.1710
21774.719238 66.251 -23.1684
21774.902344 66.152 -22.4022
21775.085449 66.145 -21.0948
21775.268555 66.250 -19.8726
21775.451660 66.410 -19.1279
21775.634766 66.563 -18.7868
21775.817871 66.701 -18.6460
21776.000977 66.843 -18.7166
21776.184082 66.977 -19.1462
21776.367188 67.062 -19.8611
21776.550293 67.082 -20.4259
21776.733398 67.091 -20.3664
21776.916504 67.190 -19.7148
21777.099609 67.428 -19.1572
21777.282715 67.722 -19.3830
21777.465820 67.931 -20.3506
21777.648926 67.973 -21.3080
21777.832031 67.894 -21.3955
21778.015137 67.839 -20.3845
21778.198242 67.932 -19.0348
21778.381348 68.144 -18.4466
21778.564453 68.336 -19.0028
21778.747559 68.401 -20.1876
21778.930664 68.345 -21.1895
21779.113770 68.262 -21.5563
21779.296875 68.252 -21.4892
21779.479980 68.333 -21.5382
21779.663086 68.447 -21.9971
21779.846191 68.535 -22.6954
21780.029297 68.588 -23.2993
21780.212402 68.634 -23.6690
21780.395508 68.695 -23.9217
21780.578613 68.762 -24.2192
21780.761719 68.819 -24.5940
21780.944824 68.864 -25.0176
21781.127930 68.905 -25.5554
21781.311035 68.933 -26.3388
21781.494141 68.919 -27.3495
21781.677246 68.845 -28.2936
21781.860352 68.748 -28.7843
21782.043457 68.714 -28.7427
21782.226562 68.807 -28.6214
21782.409668 69.000 -29.0595
21782.592773 69.190 -30.2728
21782.775879 69.289 -31.8917
21782.958984 69.281 -33.3190
21783.142090 69.218 -34.2025
21783.325195 69.162 -34.6686
21783.508301 69.123 -35.1085
21783.691406 69.058 -35.7183
21783.874512 68.938 -36.3198
21784.057617 68.788 -36.6406
21784.240723 68.672 -36.7211
21784.423828 68.622 -36.9740
21784.606934 68.598 -37.7596
21784.790039 68.534 -38.9760
21784.973145 68.408 -40.1493
21785.156250 68.273 -40.9066
21785.339355 68.201 -41.3809
21785.522461 68.202 -42.0951
21785.705566 68.199 -43.3713
21785.888672 68.101 -44.9412
21786.071777 67.888 -46.1432
21786.254883 67.628 -46.4551
