* Generated by rew_pipeline.py (source UUID 6c5ff0b0-8c32-4d9a-87d3-d1c755ad89b3, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -1.000021 s))
* Measurement: LR.filtered.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:47
* Note: ; Vector average of L.filtered.120.green.multipos.fdw6, R.filtered.120.green.multipos.fdw6
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
7944.213867 72.706 43.6725
7944.396973 72.446 42.9816
7944.580078 72.173 42.6088
7944.763184 71.915 42.4595
7944.946289 71.675 42.3113
7945.129395 71.427 42.0656
7945.312500 71.144 41.8696
7945.495605 70.840 41.9631
7945.678711 70.554 42.3874
7945.861816 70.311 42.8961
7946.044922 70.082 43.2135
7946.228027 69.810 43.3793
7946.411133 69.472 43.7525
7946.594238 69.104 44.6670
7946.777344 68.771 46.0612
7946.960449 68.492 47.5255
7947.143555 68.218 48.8007
7947.326660 67.890 50.1395
7947.509766 67.522 52.0693
7947.692871 67.204 54.7809
7947.875977 67.008 57.8076
7948.059082 66.901 60.5211
7948.242188 66.789 62.9098
7948.425293 66.645 65.5757
7948.608398 66.558 68.9716
7948.791504 66.645 72.6930
7948.974609 66.904 75.7940
7949.157715 67.208 77.8467
7949.340820 67.445 79.3086
7949.523926 67.611 80.9098
7949.707031 67.784 82.9401
7949.890137 68.025 85.0604
7950.073242 68.312 86.8022
7950.256348 68.585 88.0999
7950.439453 68.827 89.2276
7950.622559 69.079 90.3354
7950.805664 69.382 91.2039
7950.988770 69.719 91.5054
7951.171875 70.032 91.2333
7951.354980 70.282 90.7654
7951.538086 70.487 90.5335
7951.721191 70.698 90.6597
7951.904297 70.943 90.8940
7952.087402 71.198 90.9280
7952.270508 71.413 90.7104
7952.453613 71.569 90.4283
7952.636719 71.689 90.2268
7952.819824 71.812 90.0079
7953.002930 71.949 89.5199
7953.186035 72.073 88.6512
7953.369141 72.157 87.5794
7953.552246 72.203 86.6383
7953.735352 72.243 86.0473
7953.918457 72.310 85.7645
7954.101562 72.403 85.5959
7954.284668 72.496 85.4260
7954.467773 72.565 85.2991
7954.650879 72.617 85.2776
7954.833984 72.675 85.2793
7955.017090 72.745 85.0950
7955.200195 72.812 84.5939
7955.383301 72.852 83.8696
7955.566406 72.866 83.1765
7955.749512 72.883 82.7126
7955.932617 72.935 82.4635
7956.115723 73.025 82.2491
7956.298828 73.127 81.9276
7956.481934 73.204 81.5254
7956.665039 73.243 81.1808
7956.848145 73.259 80.9879
7957.031250 73.276 80.8998
7957.214355 73.313 80.7698
7957.397461 73.368 80.4710
7957.580566 73.433 79.9831
7957.763672 73.498 79.3835
7957.946777 73.559 78.7956
7958.129883 73.617 78.3336
7958.312988 73.678 78.0624
7958.496094 73.748 77.9564
7958.679199 73.830 77.8985
7958.862305 73.911 77.7406
7959.045410 73.974 77.4074
7959.228516 74.004 76.9416
7959.411621 74.008 76.4433
7959.594727 74.009 75.9516
7959.777832 74.028 75.3913
7959.960938 74.062 74.6580
7960.144043 74.091 73.7601
7960.327148 74.099 72.8608
7960.510254 74.093 72.1513
7960.693359 74.098 71.6750
7960.876465 74.133 71.2678
7961.059570 74.185 70.7071
7961.242676 74.222 69.9146
7961.425781 74.220 69.0057
7961.608887 74.185 68.1449
7961.791992 74.140 67.3735
7961.975098 74.100 66.5835
7962.158203 74.052 65.6699
7962.341309 73.975 64.6828
7962.524414 73.866 63.8005
7962.707520 73.749 63.1414
7962.890625 73.655 62.6074
7963.073730 73.585 61.9548
7963.256836 73.506 61.0447
7963.439941 73.380 60.0099
7963.623047 73.199 59.1528
7963.806152 72.997 58.6834
7963.989258 72.817 58.5255
7964.172363 72.665 58.4070
7964.355469 72.508 58.1554
7964.538574 72.311 57.8801
7964.721680 72.076 57.8407
7964.904785 71.844 58.1576
7965.087891 71.653 58.6641
7965.270996 71.501 59.0878
7965.454102 71.350 59.3775
7965.637207 71.175 59.7867
7965.820312 70.995 60.6181
7966.003418 70.862 61.8856
7966.186523 70.796 63.2616
7966.369629 70.763 64.4023
7966.552734 70.703 65.2903
7966.735840 70.590 66.1939
7966.918945 70.453 67.3442
7967.102051 70.345 68.6565
7967.285156 70.284 69.8016
7967.468262 70.239 70.5622
7967.651367 70.168 71.0839
7967.834473 70.063 71.7574
7968.017578 69.965 72.8884
7968.200684 69.925 74.4414
7968.383789 69.960 76.0962
7968.566895 70.033 77.5677
7968.750000 70.092 78.8459
7968.933105 70.109 80.1484
7969.116211 70.101 81.6957
7969.299316 70.113 83.5286
7969.482422 70.183 85.4733
7969.665527 70.325 87.2746
7969.848633 70.524 88.7558
7970.031738 70.759 89.8948
7970.214844 71.010 90.7743
7970.397949 71.271 91.4953
7970.581055 71.540 92.1064
7970.764160 71.813 92.5931
7970.947266 72.083 92.9090
7971.130371 72.339 93.0224
7971.313477 72.573 92.9358
7971.496582 72.780 92.6784
7971.679688 72.963 92.2903
7971.862793 73.128 91.8175
7972.045898 73.281 91.3156
7972.229004 73.433 90.8321
7972.412109 73.598 90.3712
7972.595215 73.784 89.8615
7972.778320 73.985 89.1863
7972.961426 74.182 88.2627
7973.144531 74.349 87.1202
7973.327637 74.469 85.9000
7973.510742 74.546 84.7818
7973.693848 74.605 83.8730
7973.876953 74.673 83.1404
7974.060059 74.765 82.4275
7974.243164 74.872 81.5583
7974.426270 74.970 80.4461
7974.609375 75.031 79.1350
7974.792480 75.041 77.7657
7974.975586 75.006 76.4984
7975.158691 74.946 75.4345
7975.341797 74.888 74.5587
7975.524902 74.851 73.7486
7975.708008 74.830 72.8555
7975.891113 74.804 71.8217
7976.074219 74.748 70.7307
7976.257324 74.654 69.7536
7976.440430 74.535 69.0205
7976.623535 74.412 68.5204
7976.806641 74.296 68.1155
7976.989746 74.178 67.6745
7977.172852 74.044 67.1937
7977.355957 73.892 66.7794
7977.539062 73.742 66.5135
7977.722168 73.615 66.3431
7977.905273 73.509 66.1409
7978.088379 73.399 65.8849
7978.271484 73.258 65.7588
7978.454590 73.095 66.0252
7978.637695 72.952 66.7620
7978.820801 72.868 67.7041
7979.003906 72.832 68.4265
7979.187012 72.791 68.7255
7979.370117 72.694 68.7954
7979.553223 72.546 69.0333
7979.736328 72.406 69.6755
7979.919434 72.337 70.5663
7980.102539 72.350 71.3069
7980.285645 72.396 71.6616
7980.468750 72.414 71.7674
7980.651855 72.383 71.9712
7980.834961 72.329 72.5127
7981.018066 72.288 73.3479
7981.201172 72.277 74.2316
7981.384277 72.281 74.9594
7981.567383 72.282 75.4922
7981.750488 72.277 75.8853
7981.933594 72.276 76.1587
7982.116699 72.279 76.2884
7982.299805 72.277 76.2960
7982.482910 72.258 76.3096
7982.666016 72.228 76.4939
7982.849121 72.204 76.9190
7983.032227 72.202 77.5030
7983.215332 72.218 78.0993
7983.398438 72.232 78.6392
7983.581543 72.229 79.1771
7983.764648 72.214 79.8140
7983.947754 72.202 80.5857
7984.130859 72.211 81.4360
7984.313965 72.243 82.2745
7984.497070 72.290 83.0538
7984.680176 72.346 83.7819
7984.863281 72.404 84.4955
7985.046387 72.467 85.2288
7985.229492 72.537 86.0060
7985.412598 72.626 86.8225
7985.595703 72.741 87.6197
7985.778809 72.888 88.2875
7985.961914 73.052 88.7277
7986.145020 73.215 88.9325
7986.328125 73.358 89.0031
7986.511230 73.481 89.0845
7986.694336 73.597 89.2673
7986.877441 73.723 89.5373
7987.060547 73.870 89.7978
7987.243652 74.035 89.9412
7987.426758 74.210 89.8961
7987.609863 74.385 89.6397
7987.792969 74.551 89.1879
7987.976074 74.701 88.5952
7988.159180 74.833 87.9390
7988.342285 74.949 87.2870
7988.525391 75.058 86.6551
7988.708496 75.160 86.0070
7988.891602 75.247 85.3015
7989.074707 75.310 84.5458
7989.257812 75.345 83.7926
7989.440918 75.357 83.0822
7989.624023 75.357 82.3967
7989.807129 75.345 81.6866
7989.990234 75.314 80.9568
7990.173340 75.258 80.3065
7990.356445 75.188 79.8677
7990.539551 75.129 79.6753
7990.722656 75.095 79.6187
7990.905762 75.078 79.5480
7991.088867 75.053 79.4473
7991.271973 75.006 79.4695
7991.455078 74.956 79.7783
7991.638184 74.940 80.3378
7991.821289 74.978 80.8889
7992.004395 75.047 81.1835
7992.187500 75.104 81.2305
7992.370605 75.131 81.2772
7992.553711 75.154 81.5466
7992.736816 75.216 81.9932
7992.919922 75.330 82.3281
7993.103027 75.467 82.3140
7993.286133 75.581 81.9942
7993.469238 75.654 81.6228
7993.652344 75.709 81.3984
7993.835449 75.779 81.2823
7994.018555 75.870 81.0697
7994.201660 75.957 80.6352
7994.384766 76.014 80.0654
7994.567871 76.040 79.5484
7994.750977 76.061 79.1591
7994.934082 76.099 78.7775
7995.117188 76.145 78.2324
7995.300293 76.174 77.5101
7995.483398 76.170 76.7914
7995.666504 76.147 76.2808
7995.849609 76.139 76.0131
7996.032715 76.160 75.8300
7996.215820 76.197 75.5607
7996.398926 76.220 75.1937
7996.582031 76.212 74.8584
7996.765137 76.184 74.6587
7996.948242 76.153 74.5625
7997.131348 76.126 74.4599
7997.314453 76.093 74.3090
7997.497559 76.053 74.1799
7997.680664 76.020 74.1442
7997.863770 76.011 74.1602
7998.046875 76.021 74.1189
7998.229980 76.027 74.0155
7998.413086 76.009 74.0147
7998.596191 75.984 74.2919
7998.779297 75.987 74.7848
7998.962402 76.032 75.1620
7999.145508 76.079 75.1235
7999.328613 76.068 74.7428
7999.511719 75.977 74.4679
7999.694824 75.861 74.7726
7999.877930 75.824 75.6965
8000.061035 75.935 76.7042
8000.244141 76.160 77.1485
8000.427246 76.399 76.8656
8000.610352 76.576 76.2280
8000.793457 76.683 75.7428
8000.976562 76.767 75.6435
8001.159668 76.875 75.7618
8001.342773 77.010 75.7562
8001.525879 77.139 75.4455
8001.708984 77.235 74.9095
8001.892090 77.302 74.3226
8002.075195 77.362 73.7610
8002.258301 77.435 73.1688
8002.441406 77.516 72.4811
8002.624512 77.594 71.7255
8002.807617 77.665 70.9870
8002.990723 77.734 70.2920
8003.173828 77.806 69.5652
8003.356934 77.867 68.7160
8003.540039 77.899 67.7553
8003.723145 77.895 66.8076
8003.906250 77.870 66.0005
8004.089355 77.852 65.3445
8004.272461 77.859 64.7207
8004.455566 77.886 63.9990
8004.638672 77.913 63.1568
8004.821777 77.924 62.2828
8005.004883 77.920 61.4741
8005.187988 77.912 60.7468
8005.371094 77.904 60.0320
8005.554199 77.892 59.2512
8005.737305 77.866 58.3780
8005.920410 77.821 57.4416
8006.103516 77.758 56.4922
8006.286621 77.678 55.5812
8006.469727 77.589 54.7609
8006.652832 77.497 54.0719
8006.835938 77.414 53.5064
8007.019043 77.344 52.9858
8007.202148 77.278 52.4123
8007.385254 77.194 51.7640
8007.568359 77.078 51.1452
8007.751465 76.937 50.7152
8007.934570 76.797 50.5451
8008.117676 76.691 50.5237
8008.300781 76.621 50.4326
8008.483887 76.562 50.1384
8008.666992 76.484 49.7102
8008.850098 76.377 49.3480
8009.033203 76.258 49.2020
8009.216309 76.153 49.2469
8009.399414 76.072 49.3202
8009.582520 76.003 49.2802
8009.765625 75.925 49.1151
8009.948730 75.827 48.9158
8010.131836 75.717 48.7712
8010.314941 75.603 48.7107
8010.498047 75.493 48.7257
8010.681152 75.387 48.8173
8010.864258 75.290 48.9896
8011.047363 75.203 49.2120
8011.230469 75.125 49.4169
8011.413574 75.042 49.5680
8011.596680 74.940 49.7212
8011.779785 74.820 49.9968
8011.962891 74.698 50.4740
8012.145996 74.597 51.1115
8012.329102 74.522 51.7899
8012.512207 74.462 52.4357
8012.695312 74.404 53.0884
8012.878418 74.350 53.8323
8013.061523 74.310 54.6866
8013.244629 74.291 55.5769
8013.427734 74.288 56.4271
8013.610840 74.289 57.2419
8013.793945 74.296 58.0822
8013.977051 74.318 58.9623
8014.160156 74.363 59.8166
8014.343262 74.420 60.5880
8014.526367 74.475 61.3339
8014.709473 74.528 62.1950
8014.892578 74.604 63.2346
8015.075684 74.728 64.3131
8015.258789 74.897 65.1641
8015.441895 75.078 65.6209
8015.625000 75.235 65.7475
8015.808105 75.357 65.7560
8015.991211 75.466 65.8114
8016.174316 75.591 65.9131
8016.357422 75.744 65.9414
8016.540527 75.917 65.8062
8016.723633 76.094 65.5232
8016.906738 76.266 65.1647
8017.089844 76.434 64.7629
8017.272949 76.595 64.2919
8017.456055 76.740 63.7268
8017.639160 76.859 63.0959
8017.822266 76.957 62.4508
8018.005371 77.047 61.7897
8018.188477 77.141 61.0297
8018.371582 77.236 60.0744
8018.554688 77.318 58.9157
8018.737793 77.379 57.6544
8018.920898 77.421 56.4236
8019.104004 77.459 55.2831
8019.287109 77.500 54.1934
8019.470215 77.539 53.0819
8019.653320 77.560 51.9323
8019.836426 77.553 50.7944
8020.019531 77.520 49.7208
8020.202637 77.470 48.7052
8020.385742 77.406 47.6990
8020.568848 77.323 46.6844
8020.751953 77.219 45.7169
8020.935059 77.101 44.8804
8021.118164 76.987 44.1994
8021.301270 76.883 43.6133
8021.484375 76.784 43.0551
8021.667480 76.670 42.5556
8021.850586 76.538 42.2401
8022.033691 76.403 42.2069
8022.216797 76.290 42.3927
8022.399902 76.210 42.5888
8022.583008 76.143 42.6132
8022.766113 76.062 42.4712
8022.949219 75.957 42.3279
8023.132324 75.848 42.3331
8023.315430 75.767 42.4660
8023.498535 75.730 42.5569
8023.681641 75.720 42.4641
8023.864746 75.710 42.2118
8024.047852 75.689 41.9491
8024.230957 75.665 41.7963
8024.414062 75.651 41.7446
8024.597168 75.649 41.6946
8024.780273 75.646 41.5769
8024.963379 75.629 41.4073
8025.146484 75.595 41.2384
8025.329590 75.553 41.0798
8025.512695 75.504 40.8979
8025.695801 75.446 40.6827
8025.878906 75.376 40.4925
8026.062012 75.304 40.4025
8026.245117 75.248 40.4095
8026.428223 75.214 40.4110
8026.611328 75.193 40.3053
8026.794434 75.160 40.1095
8026.977539 75.105 39.9529
8027.160645 75.043 39.9454
8027.343750 74.993 40.0469
8027.526855 74.963 40.0933
8027.709961 74.933 39.9647
8027.893066 74.879 39.7247
8028.076172 74.797 39.5697
8028.259277 74.715 39.6437
8028.442383 74.666 39.8885
8028.625488 74.658 40.0994
8028.808594 74.666 40.1395
8028.991699 74.661 40.0842
8029.174805 74.633 40.1416
8029.357910 74.607 40.4407
8029.541016 74.610 40.8963
8029.724121 74.644 41.2893
8029.907227 74.685 41.4830
8030.090332 74.707 41.5357
8030.273438 74.709 41.6087
8030.456543 74.715 41.7756
8030.639648 74.749 41.9374
8030.822754 74.810 41.9187
8031.005859 74.877 41.6478
8031.188965 74.931 41.2170
8031.372070 74.972 40.7818
8031.555176 75.018 40.4102
8031.738281 75.084 40.0337
8031.921387 75.164 39.5345
8032.104492 75.241 38.8704
8032.287598 75.299 38.1014
8032.470703 75.339 37.3061
8032.653809 75.370 36.4886
8032.836914 75.396 35.5729
8033.020020 75.406 34.4932
8033.203125 75.385 33.2774
8033.386230 75.324 32.0417
8033.569336 75.236 30.8961
8033.752441 75.139 29.8542
8033.935547 75.043 28.8258
8034.118652 74.941 27.7112
8034.301758 74.815 26.5001
8034.484863 74.654 25.2872
8034.667969 74.459 24.1948
8034.851074 74.245 23.2828
8035.034180 74.024 22.5269
8035.217285 73.798 21.8837
8035.400391 73.559 21.3730
8035.583496 73.308 21.0825
8035.766602 73.058 21.0872
8035.949707 72.829 21.3552
8036.132812 72.629 21.7493
8036.315918 72.447 22.1296
8036.499023 72.261 22.4669
8036.682129 72.059 22.8419
8036.865234 71.846 23.3494
8037.048340 71.642 23.9934
8037.231445 71.460 24.6805
8037.414551 71.299 25.3057
8037.597656 71.148 25.8431
8037.780762 71.003 26.3475
8037.963867 70.865 26.8804
8038.146973 70.744 27.4436
8038.330078 70.639 27.9804
8038.513184 70.541 28.4344
8038.696289 70.436 28.7914
8038.879395 70.313 29.0802
8039.062500 70.167 29.3383
8039.245605 69.999 29.6006
8039.428711 69.812 29.9014
8039.611816 69.610 30.2866
8039.794922 69.399 30.7988
8039.978027 69.187 31.4720
8040.161133 68.974 32.3414
8040.344238 68.755 33.4796
8040.527344 68.531 35.0010
8040.710449 68.314 37.0097
8040.893555 68.128 39.5127
8041.076660 67.994 42.3831
8041.259766 67.916 45.4311
8041.442871 67.890 48.5168
8041.625977 67.913 51.5883
8041.809082 67.996 54.5987
8041.992188 68.155 57.4200
8042.175293 68.391 59.8538
8042.358398 68.682 61.7563
8042.541504 68.992 63.1328
8042.724609 69.293 64.1399
8042.907715 69.573 64.9917
8043.090820 69.842 65.8600
8043.273926 70.118 66.7876
8043.457031 70.420 67.6678
8043.640137 70.749 68.2935
8043.823242 71.084 68.4800
8044.006348 71.395 68.1750
8044.189453 71.655 67.4892
8044.372559 71.859 66.6286
8044.555664 72.023 65.7806
8044.738770 72.174 65.0250
8044.921875 72.328 64.3276
8045.104980 72.485 63.6235
8045.288086 72.634 62.9053
8045.471191 72.767 62.2392
8045.654297 72.886 61.6876
8045.837402 73.006 61.2310
8046.020508 73.135 60.7558
8046.203613 73.266 60.1386
8046.386719 73.387 59.3333
8046.569824 73.487 58.3918
8046.752930 73.571 57.4025
8046.936035 73.649 56.4196
8047.119141 73.731 55.4394
8047.302246 73.819 54.4296
8047.485352 73.911 53.3648
8047.668457 74.002 52.2252
8047.851562 74.086 50.9775
8048.034668 74.155 49.5732
8048.217773 74.197 47.9905
8048.400879 74.199 46.2702
8048.583984 74.159 44.5118
8048.767090 74.089 42.8113
8048.950195 74.009 41.1957
8049.133301 73.933 39.6035
8049.316406 73.859 37.9408
8049.499512 73.774 36.1625
8049.682617 73.659 34.3101
8049.865723 73.502 32.4826
8050.048828 73.303 30.7758
8050.231934 73.070 29.2422
8050.415039 72.814 27.8802
8050.598145 72.546 26.6451
8050.781250 72.272 25.4528
8050.964355 71.991 24.2013
8051.147461 71.688 22.8160
8051.330566 71.341 21.3223
8051.513672 70.930 19.8731
8051.696777 70.454 18.6983
8051.879883 69.934 17.9746
8052.062988 69.406 17.7040
8052.246094 68.888 17.7092
8052.429199 68.367 17.7926
8052.612305 67.811 17.9213
8052.795410 67.199 18.2559
8052.978516 66.534 19.0170
8053.161621 65.833 20.3327
8053.344727 65.109 22.2491
8053.527832 64.357 24.8816
8053.710938 63.591 28.5129
8053.894043 62.872 33.3838
8054.077148 62.288 39.3274
8054.260254 61.878 45.7422
8054.443359 61.599 52.1980
8054.626465 61.407 58.8656
8054.809570 61.358 66.1043
8054.992676 61.569 73.6203
8055.175781 62.074 80.4063
8055.358887 62.760 85.6999
8055.541992 63.484 89.6031
8055.725098 64.174 92.6822
8055.908203 64.830 95.3891
8056.091309 65.471 97.8433
8056.274414 66.098 99.9679
8056.457520 66.695 101.6868
8056.640625 67.247 102.9884
8056.823730 67.747 103.8818
8057.006836 68.195 104.3757
8057.189941 68.592 104.5202
8057.373047 68.947 104.4240
8057.556152 69.283 104.2022
8057.739258 69.628 103.8823
8057.922363 69.991 103.3965
8058.105469 70.359 102.6806
8058.288574 70.700 101.7995
8058.471680 70.991 100.9476
8058.654785 71.238 100.3279
8058.837891 71.468 99.9936
8059.020996 71.705 99.7970
8059.204102 71.952 99.4964
8059.387207 72.189 98.9369
8059.570312 72.394 98.1384
8059.753418 72.559 97.2410
8059.936523 72.694 96.3932
8060.119629 72.813 95.6788
8060.302734 72.931 95.1194
8060.485840 73.053 94.7027
8060.668945 73.182 94.3960
8060.852051 73.320 94.1318
8061.035156 73.460 93.8222
8061.218262 73.591 93.4065
8061.401367 73.701 92.8973
8061.584473 73.791 92.3609
8061.767578 73.870 91.8518
8061.950684 73.951 91.3616
8062.133789 74.036 90.8475
8062.316895 74.117 90.3105
8062.500000 74.187 89.8327
8062.683105 74.251 89.5174
8062.866211 74.326 89.3788
8063.049316 74.426 89.3021
8063.232422 74.542 89.1316
8063.415527 74.653 88.8180
8063.598633 74.741 88.4650
8063.781738 74.815 88.2346
8063.964844 74.899 88.1872
8064.147949 75.017 88.2177
8064.331055 75.166 88.1484
8064.514160 75.321 87.9006
8064.697266 75.457 87.5593
8064.880371 75.572 87.2819
8065.063477 75.686 87.1422
8065.246582 75.819 87.0562
8065.429688 75.974 86.8563
8065.612793 76.133 86.4402
8065.795898 76.278 85.8524
8065.979004 76.402 85.2273
8066.162109 76.521 84.6695
8066.345215 76.650 84.1725
8066.528320 76.798 83.6444
8066.711426 76.955 83.0002
8066.894531 77.105 82.2363
8067.077637 77.241 81.4157
8067.260742 77.369 80.5991
8067.443848 77.499 79.7816
8067.626953 77.638 78.8936
8067.810059 77.781 77.8574
8067.993164 77.916 76.6515
8068.176270 78.029 75.3274
8068.359375 78.115 73.9745
8068.542480 78.177 72.6664
8068.725586 78.223 71.4253
8068.908691 78.258 70.2285
8069.091797 78.284 69.0375
8069.274902 78.300 67.8308
8069.458008 78.305 66.6084
8069.641113 78.300 65.3845
8069.824219 78.288 64.1767
8070.007324 78.269 63.0121
8070.190430 78.242 61.9323
8070.373535 78.213 60.9797
8070.556641 78.186 60.1642
8070.739746 78.167 59.4386
8070.922852 78.153 58.7198
8071.105957 78.133 57.9503
8071.289062 78.093 57.1527
8071.472168 78.032 56.4159
8071.655273 77.963 55.8192
8071.838379 77.910 55.3490
8072.021484 77.885 54.8922
8072.204590 77.883 54.3247
8072.387695 77.882 53.6211
8072.570801 77.868 52.8751
8072.753906 77.841 52.2152
8072.937012 77.817 51.6890
8073.120117 77.810 51.2213
8073.303223 77.820 50.6838
8073.486328 77.830 50.0129
8073.669434 77.828 49.2604
8073.852539 77.811 48.5379
8074.035645 77.796 47.9175
8074.218750 77.796 47.3746
8074.401855 77.816 46.8204
8074.584961 77.847 46.1778
8074.768066 77.873 45.4314
8074.951172 77.885 44.6141
8075.134277 77.878 43.7710
8075.317383 77.852 42.9378
8075.500488 77.814 42.1428
8075.683594 77.772 41.4013
8075.866699 77.739 40.6937
8076.049805 77.723 39.9512
8076.232910 77.722 39.0855
8076.416016 77.723 38.0547
8076.599121 77.710 36.9031
8076.782227 77.678 35.7340
8076.965332 77.635 34.6290
8077.148438 77.593 33.5853
8077.331543 77.561 32.5232
8077.514648 77.532 31.3628
8077.697754 77.494 30.0899
8077.880859 77.438 28.7553
8078.063965 77.365 27.4145
8078.247070 77.278 26.0799
8078.430176 77.176 24.7285
8078.613281 77.050 23.3543
8078.796387 76.894 22.0008
8078.979492 76.710 20.7357
8079.162598 76.511 19.5894
8079.345703 76.312 18.5172
8079.528809 76.119 17.4282
8079.711914 75.928 16.2524
8079.895020 75.727 14.9867
8080.078125 75.506 13.6832
8080.261230 75.260 12.4151
8080.444336 74.984 11.2573
8080.627441 74.677 10.2918
8080.810547 74.346 9.5925
8080.993652 74.009 9.1713
8081.176758 73.684 8.9225
8081.359863 73.372 8.6564
8081.542969 73.049 8.2432
8081.726074 72.683 7.7536
8081.909180 72.261 7.4555
8082.092285 71.807 7.6379
8082.275391 71.371 8.3766
8082.458496 70.988 9.4386
8082.641602 70.647 10.4826
8082.824707 70.293 11.3861
8083.007812 69.880 12.3697
8083.190918 69.413 13.8038
8083.374023 68.941 15.8991
8083.557129 68.524 18.5271
8083.740234 68.180 21.3749
8083.923340 67.886 24.2797
8084.106445 67.623 27.3650
8084.289551 67.407 30.8309
8084.472656 67.280 34.6666
8084.655762 67.263 38.6061
8084.838867 67.337 42.3701
8085.021973 67.469 45.8798
8085.205078 67.645 49.1988
8085.388184 67.877 52.3318
8085.571289 68.176 55.1290
8085.754395 68.534 57.3962
8085.937500 68.918 59.0576
8086.120605 69.298 60.2123
8086.303711 69.660 61.0476
8086.486816 70.006 61.7235
8086.669922 70.343 62.2949
8086.853027 70.674 62.7256
8087.036133 70.990 62.9504
8087.219238 71.281 62.9466
8087.402344 71.540 62.7448
8087.585449 71.772 62.3907
8087.768555 71.993 61.8877
8087.951660 72.212 61.1927
8088.134766 72.426 60.2729
8088.317871 72.624 59.1767
8088.500977 72.796 58.0429
8088.684082 72.945 57.0199
8088.867188 73.084 56.1612
8089.050293 73.222 55.3807
8089.233398 73.352 54.5320
8089.416504 73.451 53.5378
8089.599609 73.502 52.4582
8089.782715 73.509 51.4258
8089.965820 73.498 50.5214
8090.148926 73.497 49.6927
8090.332031 73.513 48.8083
8090.515137 73.533 47.7929
8090.698242 73.535 46.7073
8090.881348 73.509 45.6937
8091.064453 73.461 44.8484
8091.247559 73.401 44.1496
8091.430664 73.329 43.5045
8091.613770 73.238 42.8638
8091.796875 73.126 42.2699
8091.979980 73.005 41.7936
8092.163086 72.901 41.4273
8092.346191 72.827 41.0738
8092.529297 72.776 40.6486
8092.712402 72.727 40.1916
8092.895508 72.670 39.8399
8093.078613 72.611 39.6903
8093.261719 72.562 39.6869
8093.444824 72.521 39.6699
8093.627930 72.465 39.5376
8093.811035 72.376 39.3449
8093.994141 72.262 39.2273
8094.177246 72.153 39.2293
8094.360352 72.079 39.2265
8094.543457 72.036 39.0433
8094.726562 71.997 38.6570
8094.909668 71.939 38.2474
8095.092773 71.867 38.0458
8095.275879 71.806 38.1203
8095.458984 71.774 38.3186
8095.642090 71.757 38.4265
8095.825195 71.722 38.3817
8096.008301 71.649 38.3027
8096.191406 71.551 38.3341
8096.374512 71.453 38.4794
8096.557617 71.371 38.6060
8096.740723 71.293 38.6112
8096.923828 71.202 38.5528
8097.106934 71.100 38.5871
8097.290039 71.012 38.7761
8097.473145 70.958 38.9843
8097.656250 70.932 38.9898
8097.839355 70.900 38.7131
8098.022461 70.832 38.3001
8098.205566 70.731 37.9973
8098.388672 70.625 37.9429
8098.571777 70.539 38.0843
8098.754883 70.473 38.2836
8098.937988 70.406 38.4983
8099.121094 70.320 38.8181
8099.304199 70.222 39.3382
8099.487305 70.128 40.0192
8099.670410 70.040 40.7050
8099.853516 69.946 41.2813
8100.036621 69.830 41.7885
8100.219727 69.698 42.3646
8100.402832 69.577 43.0795
8100.585938 69.493 43.8575
8100.769043 69.449 44.5654
8100.952148 69.425 45.1720
8101.135254 69.408 45.7695
8101.318359 69.402 46.4488
8101.501465 69.414 47.1730
8101.684570 69.440 47.8152
8101.867676 69.459 48.3103
8102.050781 69.452 48.7473
8102.233887 69.426 49.2848
8102.416992 69.410 49.9815
8102.600098 69.432 50.7171
8102.783203 69.489 51.2975
8102.966309 69.557 51.6354
8103.149414 69.607 51.8071
8103.332520 69.630 51.9554
8103.515625 69.634 52.1599
8103.698730 69.622 52.4187
8103.881836 69.597 52.7175
8104.064941 69.563 53.0909
8104.248047 69.537 53.5688
8104.431152 69.541 54.0869
8104.614258 69.580 54.4852
8104.797363 69.631 54.6589
8104.980469 69.660 54.7002
8105.163574 69.649 54.8786
8105.346680 69.619 55.4434
8105.529785 69.610 56.4101
8105.712891 69.651 57.5187
8105.895996 69.728 58.4385
8106.079102 69.805 59.0265
8106.262207 69.855 59.3791
8106.445312 69.882 59.6771
8106.628418 69.916 59.9959
8106.811523 69.982 60.2603
8106.994629 70.077 60.3489
8107.177734 70.184 60.2338
8107.360840 70.282 59.9983
8107.543945 70.360 59.7565
8107.727051 70.419 59.5636
8107.910156 70.457 59.4110
8108.093262 70.471 59.2761
8108.276367 70.459 59.1637
8108.459473 70.429 59.0878
8108.642578 70.394 59.0315
8108.825684 70.366 58.9404
8109.008789 70.346 58.7702
8109.191895 70.327 58.5392
8109.375000 70.305 58.3209
8109.558105 70.279 58.1910
8109.741211 70.251 58.1711
8109.924316 70.218 58.2378
8110.107422 70.171 58.3664
8110.290527 70.103 58.5718
8110.473633 70.017 58.8861
8110.656738 69.923 59.3138
8110.839844 69.836 59.8016
8111.022949 69.764 60.2723
8111.206055 69.703 60.6835
8111.389160 69.650 61.0611
8111.572266 69.602 61.4778
