* Generated by rew_pipeline.py (source UUID 6c5ff0b0-8c32-4d9a-87d3-d1c755ad89b3, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -1.000021 s))
* Measurement: LR.filtered.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:47
* Note: ; Vector average of L.filtered.120.green.multipos.fdw6, R.filtered.120.green.multipos.fdw6
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
13601.440430 69.990 21.9683
13601.623535 69.990 21.4051
13601.806641 69.989 21.0607
13601.989746 70.012 20.7921
13602.172852 70.057 20.4171
13602.355957 70.101 19.8708
13602.539062 70.129 19.2240
13602.722168 70.141 18.5723
13602.905273 70.147 17.9400
13603.088379 70.153 17.2790
13603.271484 70.152 16.5491
13603.454590 70.139 15.7733
13603.637695 70.113 15.0139
13603.820801 70.086 14.2994
13604.003906 70.065 13.5816
13604.187012 70.051 12.7664
13604.370117 70.030 11.7846
13604.553223 69.985 10.6485
13604.736328 69.905 9.4530
13604.919434 69.794 8.3367
13605.102539 69.674 7.4064
13605.285645 69.576 6.6584
13605.468750 69.520 5.9462
13605.651855 69.497 5.0729
13605.834961 69.467 3.9703
13606.018066 69.384 2.8223
13606.201172 69.234 1.9978
13606.384277 69.052 1.7986
13606.567383 68.905 2.1608
13606.750488 68.828 2.5935
13606.933594 68.790 2.5461
13607.116699 68.712 1.8694
13607.299805 68.547 0.8866
13607.482910 68.322 0.0391
13607.666016 68.118 -0.5592
13607.849121 67.993 -1.2775
13608.032227 67.917 -2.5734
13608.215332 67.800 -4.4434
13608.398438 67.578 -6.3216
13608.581543 67.276 -7.4966
13608.764648 66.998 -7.7180
13608.947754 66.833 -7.5291
13609.130859 66.755 -7.8061
13609.313965 66.642 -8.8833
13609.497070 66.393 -10.3016
13609.680176 66.019 -11.2963
13609.863281 65.622 -11.4978
13610.046387 65.304 -11.3076
13610.229492 65.051 -11.4770
13610.412598 64.753 -12.2309
13610.595703 64.320 -13.0105
13610.778809 63.785 -13.0074
13610.961914 63.278 -11.9792
13611.145020 62.904 -10.6080
13611.328125 62.621 -9.7929
13611.511230 62.300 -9.6067
13611.694336 61.885 -9.2845
13611.877441 61.452 -8.1034
13612.060547 61.126 -6.2308
13612.243652 60.905 -4.5224
13612.426758 60.634 -3.2873
13612.609863 60.179 -1.6493
13612.792969 59.603 1.7540
13612.976074 59.176 7.1785
13613.159180 59.104 12.7303
13613.342285 59.221 16.2179
13613.525391 59.213 17.5876
13613.708496 58.952 18.4339
13613.891602 58.587 20.3534
13614.074707 58.417 23.5125
13614.257812 58.595 26.4236
13614.440918 58.970 27.8070
13614.624023 59.297 28.0292
13614.807129 59.472 28.3746
13614.990234 59.556 29.8299
13615.173340 59.679 32.3840
13615.356445 59.893 35.1898
13615.539551 60.140 37.4327
13615.722656 60.327 38.9003
13615.905762 60.416 39.7826
13616.088867 60.425 40.2817
13616.271973 60.390 40.4935
13616.455078 60.345 40.4991
13616.638184 60.321 40.4336
13616.821289 60.342 40.3975
13617.004395 60.411 40.3959
13617.187500 60.495 40.4217
13617.370605 60.542 40.6174
13617.553711 60.528 41.2420
13617.736816 60.474 42.4432
13617.919922 60.419 44.0271
13618.103027 60.366 45.5649
13618.286133 60.276 46.7853
13618.469238 60.111 47.8401
13618.652344 59.891 49.1251
13618.835449 59.695 50.8506
13619.018555 59.600 52.7846
13619.201660 59.612 54.5105
13619.384766 59.674 55.9308
13619.567871 59.749 57.3568
13619.750977 59.855 59.1241
13619.934082 60.041 61.1877
13620.117188 60.318 63.1753
13620.300293 60.640 64.7923
13620.483398 60.954 66.0747
13620.666504 61.241 67.2108
13620.849609 61.505 68.2886
13621.032715 61.741 69.2673
13621.215820 61.925 70.1893
13621.398926 62.048 71.2791
13621.582031 62.146 72.7467
13621.765137 62.290 74.4317
13621.948242 62.508 75.7474
13622.131348 62.748 76.1414
13622.314453 62.913 75.6097
13622.497559 62.953 74.7162
13622.680664 62.903 74.1882
13622.863770 62.877 74.3945
13623.046875 62.981 75.0234
13623.229980 63.222 75.3755
13623.413086 63.501 75.0606
13623.596191 63.713 74.3166
13623.779297 63.815 73.7127
13623.962402 63.846 73.6778
13624.145508 63.879 74.1755
13624.328613 63.955 74.7609
13624.511719 64.054 74.9840
13624.694824 64.126 74.7613
13624.877930 64.146 74.3663
13625.061035 64.138 74.1507
13625.244141 64.158 74.2614
13625.427246 64.244 74.5584
13625.610352 64.389 74.7900
13625.793457 64.552 74.8354
13625.976562 64.690 74.7800
13626.159668 64.788 74.7848
13626.342773 64.858 74.9196
13626.525879 64.921 75.0911
13626.708984 64.982 75.1315
13626.892090 65.035 74.9431
13627.075195 65.072 74.5792
13627.258301 65.100 74.1808
13627.441406 65.137 73.8590
13627.624512 65.197 73.6217
13627.807617 65.274 73.4225
13627.990723 65.347 73.2633
13628.173828 65.398 73.2327
13628.356934 65.430 73.4218
13628.540039 65.467 73.7868
13628.723145 65.526 74.1059
13628.906250 65.600 74.1063
13629.089355 65.658 73.6834
13629.272461 65.671 73.0019
13629.455566 65.637 72.4145
13629.638672 65.592 72.2463
13629.821777 65.588 72.5886
13630.004883 65.662 73.2284
13630.187988 65.800 73.8175
13630.371094 65.950 74.1295
13630.554199 66.056 74.1859
13630.737305 66.093 74.1665
13630.920410 66.072 74.2295
13631.103516 66.028 74.3688
13631.286621 65.990 74.4120
13631.469727 65.959 74.1798
13631.652832 65.918 73.6768
13631.835938 65.856 73.1496
13632.019043 65.791 72.9354
13632.202148 65.772 73.2105
13632.385254 65.839 73.8204
13632.568359 65.986 74.4051
13632.751465 66.158 74.7248
13632.934570 66.294 74.8575
13633.117676 66.374 75.0703
13633.300781 66.427 75.5331
13633.483887 66.493 76.1249
13633.666992 66.583 76.5386
13633.850098 66.668 76.5882
13634.033203 66.713 76.3856
13634.216309 66.721 76.2039
13634.399414 66.728 76.1809
13634.582520 66.770 76.1689
13634.765625 66.834 75.9059
13634.948730 66.876 75.3499
13635.131836 66.862 74.7861
13635.314941 66.815 74.5952
13635.498047 66.802 74.8668
13635.681152 66.876 75.2385
13635.864258 67.013 75.1987
13636.047363 67.132 74.5903
13636.230469 67.163 73.7485
13636.413574 67.103 73.2139
13636.596680 67.015 73.3030
13636.779785 66.976 73.8463
13636.962891 67.008 74.3379
13637.145996 67.069 74.3986
13637.329102 67.097 74.0680
13637.512207 67.068 73.6832
13637.695312 67.006 73.5760
13637.878418 66.959 73.8458
13638.061523 66.964 74.3438
13638.244629 67.021 74.8163
13638.427734 67.102 75.0739
13638.610840 67.165 75.0685
13638.793945 67.176 74.9096
13638.977051 67.118 74.8312
13639.160156 67.016 75.0884
13639.343262 66.925 75.7627
13639.526367 66.905 76.6132
13639.709473 66.962 77.2034
13639.892578 67.047 77.2899
13640.075684 67.095 77.0730
13640.258789 67.091 77.0429
13640.441895 67.081 77.5642
13640.625000 67.130 78.5288
13640.808105 67.250 79.4482
13640.991211 67.382 79.9564
13641.174316 67.452 80.1660
13641.357422 67.448 80.4963
13641.540527 67.428 81.2178
13641.723633 67.470 82.1314
13641.906738 67.588 82.7489
13642.089844 67.731 82.8149
13642.272949 67.843 82.5660
13642.456055 67.918 82.4733
13642.639160 68.006 82.8017
13642.822266 68.152 83.3980
13643.005371 68.349 83.9141
13643.188477 68.545 84.2033
13643.371582 68.706 84.4160
13643.554688 68.842 84.7456
13643.737793 68.992 85.1476
13643.920898 69.173 85.3555
13644.104004 69.362 85.1612
13644.287109 69.528 84.6312
13644.470215 69.665 84.0146
13644.653320 69.797 83.4914
13644.836426 69.952 83.0256
13645.019531 70.126 82.4736
13645.202637 70.294 81.7956
13645.385742 70.439 81.1100
13645.568848 70.570 80.5303
13645.751953 70.713 79.9854
13645.935059 70.870 79.2474
13646.118164 71.014 78.1619
13646.301270 71.109 76.8302
13646.484375 71.148 75.5433
13646.667480 71.161 74.5441
13646.850586 71.193 73.8265
13647.033691 71.261 73.1732
13647.216797 71.340 72.4007
13647.399902 71.395 71.5487
13647.583008 71.414 70.8057
13647.766113 71.419 70.2807
13647.949219 71.438 69.8549
13648.132324 71.473 69.2803
13648.315430 71.498 68.4198
13648.498535 71.490 67.3665
13648.681641 71.453 66.3313
13648.864746 71.418 65.4355
13649.047852 71.413 64.6184
13649.230957 71.440 63.7437
13649.414062 71.476 62.7832
13649.597168 71.499 61.8582
13649.780273 71.510 61.1134
13649.963379 71.522 60.5636
13650.146484 71.537 60.0870
13650.329590 71.540 59.5596
13650.512695 71.512 58.9783
13650.695801 71.451 58.4286
13650.878906 71.378 57.9477
13651.062012 71.316 57.4372
13651.245117 71.268 56.7399
13651.428223 71.217 55.8078
13651.611328 71.145 54.7799
13651.794434 71.056 53.8888
13651.977539 70.977 53.2790
13652.160645 70.933 52.8989
13652.343750 70.929 52.5572
13652.526855 70.938 52.0928
13652.709961 70.927 51.4853
13652.893066 70.875 50.8368
13653.076172 70.781 50.2729
13653.259277 70.662 49.8650
13653.442383 70.540 49.5974
13653.625488 70.433 49.3818
13653.808594 70.349 49.0947
13653.991699 70.279 48.6407
13654.174805 70.207 48.0139
13654.357910 70.115 47.3122
13654.541016 70.000 46.6817
13654.724121 69.871 46.2201
13654.907227 69.740 45.9275
13655.090332 69.609 45.7508
13655.273438 69.470 45.6846
13655.456543 69.326 45.7926
13655.639648 69.194 46.1097
13655.822754 69.097 46.5188
13656.005859 69.033 46.7912
13656.188965 68.967 46.7981
13656.372070 68.860 46.6838
13656.555176 68.708 46.7850
13656.738281 68.558 47.3370
13656.921387 68.475 48.1999
13657.104492 68.477 48.9138
13657.287598 68.517 49.1132
13657.470703 68.524 48.8574
13657.653809 68.463 48.5557
13657.836914 68.356 48.6271
13658.020020 68.261 49.2026
13658.203125 68.222 50.0767
13658.386230 68.238 50.9402
13658.569336 68.280 51.6148
13658.752441 68.325 52.0669
13658.935547 68.357 52.2861
13659.118652 68.359 52.2716
13659.301758 68.311 52.1362
13659.484863 68.215 52.1559
13659.667969 68.116 52.6009
13659.851074 68.088 53.4400
13660.034180 68.174 54.2350
13660.217285 68.339 54.4777
13660.400391 68.496 54.0544
13660.583496 68.574 53.3204
13660.766602 68.568 52.7884
13660.949707 68.528 52.7383
13661.132812 68.513 53.0413
13661.315918 68.538 53.3319
13661.499023 68.576 53.3720
13661.682129 68.597 53.1986
13661.865234 68.599 52.9680
13662.048340 68.603 52.7345
13662.231445 68.616 52.4301
13662.414551 68.628 52.0208
13662.597656 68.622 51.6166
13662.780762 68.607 51.3701
13662.963867 68.608 51.2793
13663.146973 68.635 51.1442
13663.330078 68.661 50.7687
13663.513184 68.648 50.1929
13663.696289 68.580 49.6781
13663.879395 68.488 49.4616
13664.062500 68.424 49.5063
13664.245605 68.412 49.5190
13664.428711 68.429 49.2343
13664.611816 68.433 48.6495
13664.794922 68.407 47.9458
13664.978027 68.359 47.2527
13665.161133 68.300 46.5359
13665.344238 68.218 45.7415
13665.527344 68.091 44.9958
13665.710449 67.931 44.5804
13665.893555 67.793 44.6349
13666.076660 67.733 44.8813
13666.259766 67.746 44.7842
13666.442871 67.748 44.0830
13666.625977 67.656 43.0949
13666.809082 67.461 42.4665
13666.992188 67.240 42.6228
13667.175293 67.097 43.3193
13667.358398 67.050 43.8251
13667.541504 67.016 43.6807
13667.724609 66.901 43.1440
13667.907715 66.693 42.8651
13668.090820 66.475 43.2291
13668.273926 66.334 43.9477
13668.457031 66.269 44.3820
13668.640137 66.189 44.3008
13668.823242 66.022 44.1359
13669.006348 65.793 44.5100
13669.189453 65.601 45.5654
13669.372559 65.511 46.7719
13669.555664 65.478 47.5386
13669.738770 65.409 47.9162
13669.921875 65.279 48.4879
13670.104980 65.166 49.6538
13670.288086 65.163 51.0645
13670.471191 65.255 51.9480
13670.654297 65.322 52.0219
13670.837402 65.263 51.8291
13671.020508 65.092 52.2075
13671.203613 64.928 53.5023
13671.386719 64.873 55.1771
13671.569824 64.901 56.3951
13671.752930 64.901 56.9655
13671.936035 64.807 57.4449
13672.119141 64.677 58.4213
13672.302246 64.621 59.7910
13672.485352 64.673 60.8195
13672.668457 64.745 61.0166
13672.851562 64.735 60.7106
13673.034668 64.636 60.6788
13673.217773 64.549 61.3638
13673.400879 64.573 62.3991
13673.583984 64.692 63.0594
13673.767090 64.793 63.1779
13673.950195 64.795 63.3716
13674.133301 64.744 64.3973
13674.316406 64.770 66.3168
13674.499512 64.945 68.2844
13674.682617 65.192 69.4158
13674.865723 65.369 69.6828
13675.048828 65.414 69.7739
13675.231934 65.387 70.3464
13675.415039 65.408 71.4015
13675.598145 65.539 72.3047
13675.781250 65.731 72.4874
13675.964355 65.895 72.0043
13676.147461 65.990 71.3534
13676.330566 66.045 70.9682
13676.513672 66.109 70.8947
13676.696777 66.195 70.8982
13676.879883 66.275 70.8000
13677.062988 66.319 70.6460
13677.246094 66.327 70.5556
13677.429199 66.318 70.5244
13677.612305 66.301 70.4391
13677.795410 66.264 70.2803
13677.978516 66.209 70.2195
13678.161621 66.169 70.4400
13678.344727 66.193 70.8585
13678.527832 66.292 71.1073
13678.710938 66.411 70.8973
13678.894043 66.470 70.3410
13679.077148 66.432 69.8867
13679.260254 66.328 69.9386
13679.443359 66.229 70.5043
13679.626465 66.175 71.1792
13679.809570 66.140 71.5616
13679.992676 66.073 71.6441
13680.175781 65.961 71.7670
13680.358887 65.849 72.2331
13680.541992 65.803 72.9915
13680.725098 65.843 73.7087
13680.908203 65.932 74.1600
13681.091309 66.018 74.4635
13681.274414 66.086 74.9162
13681.457520 66.162 75.6711
13681.640625 66.272 76.5822
13681.823730 66.408 77.3554
13682.006836 66.534 77.8012
13682.189941 66.613 77.9332
13682.373047 66.625 77.8798
13682.556152 66.569 77.8008
13682.739258 66.460 77.8744
13682.922363 66.329 78.2978
13683.105469 66.236 79.1711
13683.288574 66.244 80.3230
13683.471680 66.379 81.3085
13683.654785 66.597 81.7255
13683.837891 66.818 81.5445
13684.020996 66.982 81.1050
13684.204102 67.082 80.8325
13684.387207 67.152 80.9397
13684.570312 67.231 81.3304
13684.753418 67.325 81.7551
13684.936523 67.420 82.0530
13685.119629 67.504 82.2147
13685.302734 67.585 82.2667
13685.485840 67.675 82.1669
13685.668945 67.767 81.8707
13685.852051 67.848 81.4589
13686.035156 67.912 81.1449
13686.218262 67.979 81.0985
13686.401367 68.078 81.2640
13686.584473 68.209 81.3862
13686.767578 68.332 81.2628
13686.950684 68.403 80.9461
13687.133789 68.410 80.6771
13687.316895 68.388 80.6320
13687.500000 68.389 80.7207
13687.683105 68.434 80.6563
13687.866211 68.504 80.2392
13688.049316 68.565 79.5454
13688.232422 68.606 78.8200
13688.415527 68.638 78.2377
13688.598633 68.671 77.7816
13688.781738 68.688 77.3657
13688.964844 68.661 77.0293
13689.147949 68.585 76.9593
13689.331055 68.497 77.2721
13689.514160 68.455 77.7744
13689.697266 68.477 78.0139
13689.880371 68.523 77.6606
13690.063477 68.533 76.8191
13690.246582 68.480 75.9455
13690.429688 68.397 75.4932
13690.612793 68.342 75.5729
13690.795898 68.346 75.9201
13690.979004 68.381 76.2126
13691.162109 68.393 76.4022
13691.345215 68.358 76.6902
13691.528320 68.302 77.2358
13691.711426 68.270 77.9143
13691.894531 68.278 78.4024
13692.077637 68.301 78.5036
13692.260742 68.305 78.3496
13692.443848 68.291 78.2588
13692.626953 68.295 78.4277
13692.810059 68.347 78.7599
13692.993164 68.433 79.0154
13693.176270 68.505 79.1220
13693.359375 68.523 79.2890
13693.542480 68.501 79.8085
13693.725586 68.498 80.7165
13693.908691 68.566 81.6435
13694.091797 68.693 82.0677
13694.274902 68.815 81.7790
13694.458008 68.866 81.0607
13694.641113 68.838 80.4838
13694.824219 68.791 80.5010
13695.007324 68.813 81.0944
13695.190430 68.947 81.7543
13695.373535 69.149 81.9198
13695.556641 69.329 81.4574
13695.739746 69.418 80.7075
13695.922852 69.418 80.1711
13696.105957 69.393 80.1279
13696.289062 69.413 80.4303
13696.472168 69.497 80.6567
13696.655273 69.602 80.5353
13696.838379 69.674 80.1923
13697.021484 69.698 80.0045
13697.204590 69.714 80.2274
13697.387695 69.778 80.7245
13697.570801 69.902 81.0513
13697.753906 70.040 80.8576
13697.937012 70.127 80.1808
13698.120117 70.131 79.3785
13698.303223 70.081 78.8336
13698.486328 70.036 78.6841
13698.669434 70.047 78.7541
13698.852539 70.120 78.7394
13699.035645 70.224 78.4646
13699.218750 70.322 77.9585
13699.401855 70.396 77.3499
13699.584961 70.443 76.7414
13699.768066 70.470 76.1788
13699.951172 70.482 75.6800
13700.134277 70.493 75.2542
13700.317383 70.516 74.8743
13700.500488 70.559 74.4695
13700.683594 70.618 73.9745
13700.866699 70.678 73.4025
13701.049805 70.729 72.8442
13701.232910 70.771 72.3812
13701.416016 70.813 71.9985
13701.599121 70.853 71.5969
13701.782227 70.874 71.1016
13701.965332 70.861 70.5442
13702.148438 70.816 70.0283
13702.331543 70.759 69.6095
13702.514648 70.712 69.2322
13702.697754 70.678 68.7967
13702.880859 70.648 68.2933
13703.063965 70.616 67.8273
13703.247070 70.594 67.4943
13703.430176 70.602 67.2297
13703.613281 70.635 66.8299
13703.796387 70.659 66.1531
13703.979492 70.633 65.2884
13704.162598 70.543 64.5067
13704.345703 70.418 64.0372
13704.528809 70.306 63.8675
13704.711914 70.231 63.7656
13704.895020 70.178 63.5334
13705.078125 70.118 63.2092
13705.261230 70.046 62.9959
13705.444336 69.988 62.9968
13705.627441 69.971 63.0582
13705.810547 69.982 62.9023
13705.993652 69.974 62.4271
13706.176758 69.906 61.8234
13706.359863 69.777 61.4138
13706.542969 69.630 61.3804
13706.726074 69.507 61.6303
13706.909180 69.424 61.9197
13707.092285 69.363 62.0967
13707.275391 69.305 62.1878
13707.458496 69.248 62.2719
13707.641602 69.200 62.3523
13707.824707 69.154 62.3842
13708.007812 69.098 62.4010
13708.190918 69.031 62.5236
13708.374023 68.971 62.8149
13708.557129 68.939 63.1480
13708.740234 68.921 63.3168
13708.923340 68.875 63.3006
13709.106445 68.773 63.3769
13709.289551 68.641 63.8960
13709.472656 68.548 64.8986
13709.655762 68.538 65.9739
13709.838867 68.578 66.6443
13710.021973 68.588 66.8888
13710.205078 68.527 67.1844
13710.388184 68.446 68.0318
13710.571289 68.444 69.3878
13710.754395 68.568 70.5953
13710.937500 68.748 71.0363
13711.120605 68.869 70.7646
13711.303711 68.874 70.4066
13711.486816 68.809 70.5946
13711.669922 68.777 71.4151
13711.853027 68.846 72.3226
13712.036133 68.981 72.6886
13712.219238 69.095 72.4077
13712.402344 69.132 71.8964
13712.585449 69.113 71.6609
13712.768555 69.105 71.8927
13712.951660 69.160 72.3850
13713.134766 69.280 72.8032
13713.317871 69.427 72.9950
13713.500977 69.570 73.0241
13713.684082 69.701 72.9902
13713.867188 69.824 72.9010
13714.050293 69.935 72.6962
13714.233398 70.024 72.3435
13714.416504 70.083 71.8720
13714.599609 70.110 71.3443
13714.782715 70.109 70.8296
13714.965820 70.090 70.4132
13715.148926 70.071 70.1714
13715.332031 70.079 70.0875
13715.515137 70.134 69.9814
13715.698242 70.221 69.6008
13715.881348 70.295 68.8408
13716.064453 70.311 67.8746
13716.247559 70.264 67.0436
13716.430664 70.192 66.5809
13716.613770 70.151 66.3957
13716.796875 70.157 66.1507
13716.979980 70.176 65.6138
13717.163086 70.164 64.8902
13717.346191 70.116 64.2901
13717.529297 70.072 63.9791
13717.712402 70.069 63.7842
13717.895508 70.092 63.3866
13718.078613 70.088 62.7142
13718.261719 70.019 62.0596
13718.444824 69.908 61.7926
13718.627930 69.821 61.9445
13718.811035 69.796 62.1066
13718.994141 69.795 61.8523
13719.177246 69.738 61.2346
13719.360352 69.594 60.7831
13719.543457 69.418 61.0137
13719.726562 69.317 61.8726
13719.909668 69.340 62.6801
13720.092773 69.419 62.8131
13720.275879 69.442 62.3308
13720.458984 69.362 61.8475
13720.642090 69.231 61.9183
13720.825195 69.150 62.5085
13721.008301 69.159 63.0257
13721.191406 69.198 62.9816
13721.374512 69.176 62.5086
13721.557617 69.065 62.1899
13721.740723 68.927 62.4911
13721.923828 68.852 63.3134
13722.106934 68.872 64.0953
13722.290039 68.931 64.4047
13722.473145 68.958 64.3254
13722.656250 68.933 64.2510
13722.839355 68.894 64.4400
13723.022461 68.893 64.7729
13723.205566 68.933 64.9300
13723.388672 68.972 64.7602
13723.571777 68.967 64.4392
13723.754883 68.911 64.3039
13723.937988 68.834 64.5963
13724.121094 68.781 65.3163
13724.304199 68.778 66.2574
13724.487305 68.823 67.1433
13724.670410 68.892 67.7614
13724.853516 68.946 68.0516
13725.036621 68.952 68.1491
13725.219727 68.907 68.3383
13725.402832 68.849 68.8677
13725.585938 68.842 69.7071
13725.769043 68.925 70.4803
13725.952148 69.069 70.7655
13726.135254 69.203 70.4864
13726.318359 69.275 69.9769
13726.501465 69.294 69.6757
13726.684570 69.313 69.7540
13726.867676 69.377 69.9844
13727.050781 69.476 70.0164
13727.233887 69.560 69.7650
13727.416992 69.602 69.4741
13727.600098 69.626 69.4164
13727.783203 69.684 69.5640
13727.966309 69.795 69.5881
13728.149414 69.922 69.2134
13728.332520 70.009 68.5158
13728.515625 70.036 67.8331
13728.698730 70.031 67.4326
13728.881836 70.041 67.2660
13729.064941 70.076 67.0674
13729.248047 70.106 66.6874
13729.431152 70.100 66.2805
13729.614258 70.071 66.1275
13729.797363 70.073 66.2999
13729.980469 70.145 66.5160
13730.163574 70.270 66.3896
13730.346680 70.393 65.7949
13730.529785 70.469 64.9350
13730.712891 70.497 64.0993
13730.895996 70.504 63.4038
13731.079102 70.511 62.7534
13731.262207 70.509 62.0251
13731.445312 70.483 61.2418
13731.628418 70.434 60.5284
13731.811523 70.383 59.9285
13731.994629 70.349 59.3106
13732.177734 70.320 58.5079
13732.360840 70.264 57.5285
13732.543945 70.167 56.5879
13732.727051 70.052 55.9068
13732.910156 69.960 55.4804
13733.093262 69.911 55.0694
13733.276367 69.880 54.4575
13733.459473 69.828 53.6858
13733.642578 69.736 52.9975
13733.825684 69.626 52.5764
13734.008789 69.528 52.3569
13734.191895 69.440 52.1239
13734.375000 69.333 51.7871
13734.558105 69.183 51.5035
13734.741211 69.012 51.4855
13734.924316 68.869 51.7082
13735.107422 68.778 51.8534
13735.290527 68.707 51.6326
13735.473633 68.598 51.1300
13735.656738 68.425 50.7815
13735.839844 68.228 51.0102
13736.022949 68.081 51.8344
13736.206055 68.027 52.8159
13736.389160 68.031 53.4598
13736.572266 68.025 53.6235
13736.755371 67.959 53.5036
13736.938477 67.832 53.3595
13737.121582 67.667 53.3232
13737.304688 67.484 53.4399
13737.487793 67.301 53.7840
13737.670898 67.149 54.4384
13737.854004 67.068 55.3162
13738.037109 67.065 56.1147
13738.220215 67.097 56.5681
13738.403320 67.097 56.7459
13738.586426 67.035 57.0071
13738.769531 66.944 57.6415
13738.952637 66.882 58.5367
13739.135742 66.864 59.2675
13739.318848 66.841 59.5889
13739.501953 66.765 59.7501
13739.685059 66.653 60.2543
13739.868164 66.589 61.2899
13740.051270 66.637 62.4275
13740.234375 66.757 63.0456
13740.417480 66.832 63.0549
13740.600586 66.788 63.0135
13740.783691 66.657 63.5913
13740.966797 66.554 64.8749
13741.149902 66.556 66.1670
13741.333008 66.615 66.6783
13741.516113 66.611 66.3795
13741.699219 66.490 66.0000
13741.882324 66.320 66.3449
13742.065430 66.243 67.5327
13742.248535 66.337 68.8290
13742.431641 66.534 69.4440
13742.614746 66.696 69.3383
13742.797852 66.753 69.0828
13742.980957 66.734 69.1843
13743.164062 66.712 69.6152
13743.347168 66.715 69.9339
13743.530273 66.699 69.8755
13743.713379 66.621 69.6946
13743.896484 66.510 69.8948
13744.079590 66.455 70.6385
13744.262695 66.520 71.4745
13744.445801 66.657 71.7900
13744.628906 66.747 71.5009
13744.812012 66.706 71.1404
13744.995117 66.550 71.3819
13745.178223 66.376 72.4596
13745.361328 66.278 73.9221
13745.544434 66.264 75.0438
13745.727539 66.270 75.5038
13745.910645 66.248 75.5449
13746.093750 66.215 75.5658
13746.276855 66.216 75.7077
13746.459961 66.264 75.8260
13746.643066 66.317 75.8276
13746.826172 66.320 75.9185
13747.009277 66.259 76.4825
13747.192383 66.181 77.7144
13747.375488 66.142 79.3819
13747.558594 66.158 80.9842
13747.741699 66.188 82.1931
13747.924805 66.195 83.0716
13748.107910 66.179 83.8951
13748.291016 66.179 84.8354
13748.474121 66.226 85.8305
13748.657227 66.315 86.7277
13748.840332 66.415 87.4926
13749.023438 66.496 88.2445
13749.206543 66.555 89.1140
13749.389648 66.603 90.1232
13749.572754 66.655 91.1942
13749.755859 66.723 92.2487
13749.938965 66.822 93.2404
13750.122070 66.974 94.1012
13750.305176 67.186 94.6991
13750.488281 67.435 94.9285
13750.671387 67.676 94.8498
13750.854492 67.865 94.7283
13751.037598 67.991 94.9044
13751.220703 68.083 95.5822
13751.403809 68.185 96.6632
13751.586914 68.324 97.7707
13751.770020 68.488 98.4891
13751.953125 68.637 98.6262
13752.136230 68.741 98.2930
13752.319336 68.801 97.7876
13752.502441 68.849 97.4104
13752.685547 68.933 97.3029
13752.868652 69.085 97.3972
13753.051758 69.302 97.5013
13753.234863 69.546 97.4660
13753.417969 69.772 97.2806
13753.601074 69.946 97.0506
13753.784180 70.064 96.8923
13753.967285 70.142 96.8422
13754.150391 70.203 96.8334
13754.333496 70.263 96.7548
13754.516602 70.329 96.5378
13754.699707 70.403 96.1957
13754.882812 70.490 95.7928
13755.065918 70.598 95.3823
13755.249023 70.726 94.9796
13755.432129 70.868 94.5784
13755.615234 71.012 94.1830
13755.798340 71.149 93.8066
13755.981445 71.275 93.4524
13756.164551 71.389 93.0998
13756.347656 71.490 92.7279
13756.530762 71.576 92.3397
13756.713867 71.652 91.9588
13756.896973 71.726 91.5890
13757.080078 71.801 91.1913
13757.263184 71.876 90.7130
13757.446289 71.942 90.1505
13757.629395 71.995 89.5707
13757.812500 72.045 89.0487
13757.995605 72.114 88.5718
13758.178711 72.213 88.0145
13758.361816 72.329 87.2466
13758.544922 72.432 86.2806
13758.728027 72.496 85.3101
13758.911133 72.527 84.5802
13759.094238 72.554 84.1888
13759.277344 72.606 83.9789
13759.460449 72.681 83.6587
13759.643555 72.743 83.0551
13759.826660 72.760 82.2543
13760.009766 72.733 81.4986
13760.192871 72.701 80.9492
13760.375977 72.710 80.5245
13760.559082 72.773 79.9796
13760.742188 72.859 79.1676
13760.925293 72.927 78.1956
13761.108398 72.960 77.3256
13761.291504 72.974 76.7282
13761.474609 72.992 76.3335
13761.657715 73.013 75.9171
13761.840820 73.009 75.3480
13762.023926 72.957 74.7213
13762.207031 72.870 74.2464
13762.390137 72.795 73.9984
13762.573242 72.772 73.7932
13762.756348 72.799 73.3500
13762.939453 72.832 72.5921
13763.122559 72.832 71.7480
13763.305664 72.800 71.1464
13763.488770 72.774 70.9095
13763.671875 72.784 70.8246
13763.854980 72.815 70.5528
13764.038086 72.821 69.9690
13764.221191 72.765 69.2747
13764.404297 72.663 68.7877
13764.587402 72.572 68.6321
13764.770508 72.539 68.6049
13764.953613 72.563 68.3844
13765.136719 72.600 67.8641
13765.319824 72.611 67.2409
13765.502930 72.596 66.7942
13765.686035 72.586 66.6086
13765.869141 72.601 66.5097
13766.052246 72.625 66.2695
13766.235352 72.626 65.8506
13766.418457 72.589 65.4177
13766.601562 72.533 65.1374
13766.784668 72.493 64.9883
13766.967773 72.481 64.7924
13767.150879 72.479 64.4280
13767.333984 72.460 63.9774
13767.517090 72.421 63.6346
13767.700195 72.388 63.4879
13767.883301 72.383 63.4091
13768.066406 72.400 63.1845
13768.249512 72.410 62.7410
13768.432617 72.393 62.2101
13768.615723 72.360 61.7711
