* Generated by rew_pipeline.py (source UUID c11b66be-534c-4ea4-ab08-38d8268a4119, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -1.000021 s))
* Measurement: LR.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:47
* Note: ; Vector average of L.nofdw.120.green.multipos.fdw6, R.nofdw.120.green.multipos.fdw6
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
4188.720703 74.081 -83.0458
4189.086914 74.318 -84.4838
4189.453125 74.533 -86.3838
4189.819336 74.659 -88.2212
4190.185547 74.821 -89.8038
4190.551758 74.936 -92.1543
4190.917969 74.823 -94.3041
4191.284180 74.695 -95.3455
4191.650391 74.649 -96.6815
4192.016602 74.507 -97.9817
4192.382812 74.399 -97.9720
4192.749023 74.456 -97.9137
4193.115234 74.464 -98.7271
4193.481445 74.341 -99.4825
4193.847656 74.267 -99.6834
4194.213867 74.360 -100.2579
4194.580078 74.427 -101.6348
4194.946289 74.352 -102.3009
4195.312500 74.330 -102.1024
4195.678711 74.306 -102.6787
4196.044922 74.134 -103.2676
4196.411133 74.045 -103.3302
4196.777344 74.013 -104.1967
4197.143555 73.844 -104.8182
4197.509766 73.732 -104.5441
4197.875977 73.667 -104.8940
4198.242188 73.505 -105.0603
4198.608398 73.463 -104.4352
4198.974609 73.506 -104.1163
4199.340820 73.493 -103.1712
4199.707031 73.602 -101.5641
4200.073242 73.772 -100.9411
4200.439453 73.860 -100.8489
4200.805664 74.002 -100.8161
4201.171875 74.215 -101.5349
4201.538086 74.359 -102.7363
4201.904297 74.419 -103.4629
4202.270508 74.531 -103.6123
4202.636719 74.739 -104.4243
4203.002930 74.862 -106.2903
4203.369141 74.863 -108.0053
4203.735352 74.893 -109.4722
4204.101562 74.910 -111.4035
4204.467773 74.836 -113.3925
4204.833984 74.715 -115.3136
4205.200195 74.498 -117.2801
4205.566406 74.183 -118.6650
4205.932617 73.859 -119.5434
4206.298828 73.476 -120.1611
4206.665039 73.046 -119.8331
4207.031250 72.702 -118.6864
4207.397461 72.433 -117.4211
4207.763672 72.185 -115.8855
4208.129883 71.996 -113.7875
4208.496094 71.948 -111.2835
4208.862305 72.064 -109.2549
4209.228516 72.190 -108.0837
4209.594727 72.267 -106.7949
4209.960938 72.433 -105.1739
4210.327148 72.678 -104.1118
4210.693359 72.875 -103.4234
4211.059570 73.098 -102.5895
4211.425781 73.428 -102.5945
4211.791992 73.701 -103.9253
4212.158203 73.865 -105.3341
4212.524414 74.060 -106.6114
4212.890625 74.194 -108.3954
4213.256836 74.158 -109.7798
4213.623047 74.107 -110.4538
4213.989258 74.070 -111.3726
4214.355469 74.004 -112.1760
4214.721680 74.024 -112.8433
4215.087891 74.036 -113.9869
4215.454102 73.950 -114.7183
4215.820312 73.901 -115.0099
4216.186523 73.847 -115.7266
4216.552734 73.734 -116.2909
4216.918945 73.663 -116.6969
4217.285156 73.564 -117.3249
4217.651367 73.427 -117.4656
4218.017578 73.395 -117.4521
4218.383789 73.405 -118.1972
4218.750000 73.318 -119.1304
4219.116211 73.175 -119.1905
4219.482422 73.134 -118.6760
4219.848633 73.146 -119.0159
4220.214844 73.028 -119.8312
4220.581055 72.913 -119.9168
4220.947266 72.922 -120.0548
4221.313477 72.896 -120.4185
4221.679688 72.848 -120.5521
4222.045898 72.775 -121.3668
4222.412109 72.600 -122.5588
4222.778320 72.466 -123.6706
4223.144531 72.329 -125.0756
4223.510742 72.082 -125.5796
4223.876953 71.838 -125.3757
4224.243164 71.418 -125.5479
4224.609375 70.831 -124.4978
4224.975586 70.484 -122.7967
4225.341797 70.225 -121.7871
4225.708008 69.964 -119.3450
4226.074219 69.889 -116.1604
4226.440430 69.738 -113.2977
4226.806641 69.591 -109.7834
4227.172852 69.627 -107.0745
4227.539062 69.737 -104.7696
4227.905273 70.121 -102.3246
4228.271484 70.581 -101.4739
4228.637695 70.755 -100.6882
4229.003906 70.907 -98.5666
4229.370117 71.256 -97.2249
4229.736328 71.574 -97.5147
4230.102539 71.769 -97.6678
4230.468750 72.055 -97.0464
4230.834961 72.427 -97.4966
4231.201172 72.579 -98.9274
4231.567383 72.631 -99.5063
4231.933594 72.819 -100.2076
4232.299805 72.911 -101.4231
4232.666016 72.924 -101.4737
4233.032227 73.040 -101.4030
4233.398438 73.092 -102.0138
4233.764648 73.144 -102.3031
4234.130859 73.300 -102.8203
4234.497070 73.433 -103.2141
4234.863281 73.619 -103.0560
4235.229492 73.803 -103.6044
4235.595703 73.850 -104.3957
4235.961914 73.947 -105.0681
4236.328125 74.112 -106.4756
4236.694336 74.241 -108.0157
4237.060547 74.368 -109.4196
4237.426758 74.425 -110.9615
4237.792969 74.425 -112.3518
4238.159180 74.433 -114.0794
4238.525391 74.374 -116.1840
4238.891602 74.251 -118.1012
4239.257812 74.064 -119.8923
4239.624023 73.810 -121.3332
4239.990234 73.550 -122.8818
4240.356445 73.141 -124.6817
4240.722656 72.617 -125.1053
4241.088867 72.210 -124.8766
4241.455078 71.669 -124.8815
4241.821289 71.009 -122.5010
4242.187500 70.688 -118.4480
4242.553711 70.496 -114.3897
4242.919922 70.480 -108.4332
4243.286133 70.940 -103.0596
4243.652344 71.462 -100.4753
4244.018555 71.895 -99.2863
4244.384766 72.362 -99.3352
4244.750977 72.831 -100.5668
4245.117188 73.245 -102.2940
4245.483398 73.561 -103.9352
4245.849609 73.764 -105.2746
4246.215820 73.855 -106.3505
4246.582031 73.912 -107.1731
4246.948242 74.000 -108.5121
4247.314453 73.998 -110.2770
4247.680664 73.989 -111.2304
4248.046875 74.103 -112.2605
4248.413086 74.109 -113.7778
4248.779297 74.029 -114.3295
4249.145508 74.059 -114.9068
4249.511719 74.020 -116.1511
4249.877930 73.964 -116.7610
4250.244141 74.008 -117.5091
4250.610352 73.945 -118.3548
4250.976562 73.866 -118.2822
4251.342773 73.850 -118.8315
4251.708984 73.683 -120.0568
4252.075195 73.504 -120.4914
4252.441406 73.510 -120.8799
4252.807617 73.554 -121.7207
4253.173828 73.530 -122.3826
4253.540039 73.448 -122.5474
4253.906250 73.406 -122.4898
4254.272461 73.405 -123.1373
4254.638672 73.325 -124.0071
4255.004883 73.262 -124.0970
4255.371094 73.300 -124.0200
4255.737305 73.372 -124.2389
4256.103516 73.459 -125.0194
4256.469727 73.482 -126.3851
4256.835938 73.459 -127.5240
4257.202148 73.476 -128.7749
4257.568359 73.425 -130.5494
4257.934570 73.287 -132.2589
4258.300781 73.127 -133.9761
4258.666992 72.929 -135.5336
4259.033203 72.764 -136.8511
4259.399414 72.590 -138.5768
4259.765625 72.355 -140.4551
4260.131836 72.131 -142.7392
4260.498047 71.814 -145.5422
4260.864258 71.428 -147.7572
4261.230469 71.035 -150.3320
4261.596680 70.326 -153.4636
4261.962891 69.395 -154.9574
4262.329102 68.612 -156.1776
4262.695312 67.662 -158.1245
4263.061523 66.451 -157.9058
4263.427734 65.066 -155.7762
4263.793945 63.144 -150.2279
4264.160156 61.364 -138.5230
4264.526367 60.120 -126.4138
4264.892578 59.324 -112.1795
4265.258789 59.718 -99.7255
4265.625000 60.319 -88.7676
4265.991211 61.876 -76.0129
4266.357422 63.810 -70.3994
4266.723633 64.987 -67.3256
4267.089844 66.030 -63.7563
4267.456055 67.141 -62.5985
4267.822266 68.189 -63.4666
4268.188477 69.188 -65.8788
4268.554688 69.942 -69.0191
4268.920898 70.430 -71.5784
4269.287109 70.714 -73.7719
4269.653320 70.825 -75.5655
4270.019531 70.933 -77.1541
4270.385742 71.000 -79.0951
4270.751953 70.919 -80.1932
4271.118164 70.795 -79.6657
4271.484375 70.708 -78.0337
4271.850586 70.730 -76.0691
4272.216797 70.831 -74.4736
4272.583008 71.032 -72.2542
4272.949219 71.522 -69.9976
4273.315430 72.027 -68.9428
4273.681641 72.434 -67.5561
4274.047852 72.989 -66.8293
4274.414062 73.488 -67.9848
4274.780273 73.924 -69.0090
4275.146484 74.525 -70.2669
4275.512695 75.026 -72.5893
4275.878906 75.316 -74.4058
4276.245117 75.601 -76.0979
4276.611328 75.811 -78.7673
4276.977539 75.911 -81.4421
4277.343750 76.037 -83.7306
4277.709961 76.150 -86.0059
4278.076172 76.176 -87.9683
4278.442383 76.156 -89.5710
4278.808594 76.119 -91.1734
4279.174805 76.050 -92.6867
4279.541016 75.993 -93.5879
4279.907227 76.023 -94.2359
4280.273438 76.015 -95.3516
4280.639648 75.869 -96.0914
4281.005859 75.771 -96.1432
4281.372070 75.767 -96.6239
4281.738281 75.761 -97.4732
4282.104492 75.733 -98.4508
4282.470703 75.581 -99.0707
4282.836914 75.415 -98.2099
4283.203125 75.426 -97.1463
4283.569336 75.420 -96.7910
4283.935547 75.406 -95.9801
4284.301758 75.503 -95.2934
4284.667969 75.570 -94.6609
4285.034180 75.712 -93.2921
4285.400391 75.988 -92.4650
4285.766602 76.245 -92.2740
4286.132812 76.545 -92.3570
4286.499023 76.849 -93.0783
4286.865234 77.113 -93.6685
4287.231445 77.426 -94.3654
4287.597656 77.669 -95.7780
4287.963867 77.818 -97.1593
4288.330078 77.989 -98.6915
4288.696289 78.125 -100.5392
4289.062500 78.234 -102.1076
4289.428711 78.317 -103.6787
4289.794922 78.307 -104.9202
4290.161133 78.357 -105.6855
4290.527344 78.470 -107.1361
4290.893555 78.488 -108.5642
4291.259766 78.547 -109.0834
4291.625977 78.682 -109.9102
4291.992188 78.735 -111.2005
4292.358398 78.764 -112.5077
4292.724609 78.811 -114.1565
4293.090820 78.846 -115.6978
4293.457031 78.913 -116.8086
4293.823242 78.992 -117.8221
4294.189453 79.059 -118.9044
4294.555664 79.113 -120.4598
4294.921875 79.103 -122.3050
4295.288086 79.094 -123.8311
4295.654297 79.135 -125.3894
4296.020508 79.132 -127.1686
4296.386719 79.071 -128.8107
4296.752930 78.999 -130.4341
4297.119141 78.911 -132.0787
4297.485352 78.821 -133.4927
4297.851562 78.754 -134.6689
4298.217773 78.713 -135.9256
4298.583984 78.634 -137.5418
4298.950195 78.474 -138.9940
4299.316406 78.350 -139.9095
4299.682617 78.305 -141.1630
4300.048828 78.189 -142.9616
4300.415039 77.986 -144.4159
4300.781250 77.819 -145.4371
4301.147461 77.699 -146.5007
4301.513672 77.559 -147.5948
4301.879883 77.356 -148.4326
4302.246094 77.112 -148.8323
4302.612305 76.890 -149.1519
4302.978516 76.680 -149.7956
4303.344727 76.474 -150.3587
4303.710938 76.339 -150.4692
4304.077148 76.271 -150.3855
4304.443359 76.191 -150.1407
4304.809570 76.114 -149.6305
4305.175781 76.110 -149.3810
4305.541992 76.166 -149.9208
4305.908203 76.246 -151.0068
4306.274414 76.347 -152.2615
4306.640625 76.432 -153.7168
4307.006836 76.422 -155.3712
4307.373047 76.313 -157.0282
4307.739258 76.185 -158.9294
4308.105469 76.032 -161.4717
4308.471680 75.799 -163.9629
4308.837891 75.584 -165.7598
4309.204102 75.383 -167.7468
4309.570312 74.971 -169.7938
4309.936523 74.421 -170.4971
4310.302734 73.974 -170.6446
4310.668945 73.513 -171.0825
4311.035156 73.040 -170.5018
4311.401367 72.738 -169.2054
4311.767578 72.523 -167.8550
4312.133789 72.425 -166.3781
4312.500000 72.384 -165.9800
4312.866211 72.215 -165.7866
4313.232422 72.163 -165.0454
4313.598633 72.232 -165.7074
4313.964844 72.147 -166.9561
4314.331055 72.090 -167.7677
4314.697266 72.039 -169.7589
4315.063477 71.745 -171.9294
4315.429688 71.458 -172.9422
4315.795898 71.296 -174.6134
4316.162109 70.954 -176.9278
4316.528320 70.442 -177.9867
4316.894531 70.011 -177.9953
4317.260742 69.686 -178.9016
4317.626953 69.199 178.5615
4317.993164 68.421 176.3921
4318.359375 67.646 175.7224
4318.725586 66.893 174.9388
4319.091797 65.920 174.9058
4319.458008 64.954 176.0015
4319.824219 63.728 176.3667
4320.190430 61.915 -178.9488
4320.556641 60.737 -167.9857
4320.922852 60.005 -159.7090
4321.289062 58.996 -147.8549
4321.655273 59.554 -134.7928
4322.021484 60.442 -132.5627
4322.387695 60.392 -131.1616
4322.753906 60.465 -124.8879
4323.120117 60.778 -120.2015
4323.486328 60.409 -114.8612
4323.852539 60.316 -104.1966
4324.218750 61.088 -96.4117
4324.584961 61.713 -90.2682
4324.951172 62.910 -81.4985
4325.317383 64.583 -77.6057
4325.683594 65.573 -76.8205
4326.049805 66.273 -74.7364
4326.416016 67.151 -74.1498
4326.782227 67.935 -75.3810
4327.148438 68.705 -76.4808
4327.514648 69.435 -77.9971
4327.880859 69.953 -79.1835
4328.247070 70.479 -79.9270
4328.613281 71.020 -81.7963
4328.979492 71.442 -83.8004
4329.345703 71.916 -85.2912
4329.711914 72.376 -87.5928
4330.078125 72.638 -90.2441
4330.444336 72.865 -92.5902
4330.810547 73.155 -95.3209
4331.176758 73.420 -98.0903
4331.542969 73.661 -100.3012
4331.909180 73.855 -102.2892
4332.275391 73.982 -104.2543
4332.641602 74.101 -106.6519
4333.007812 74.168 -109.9658
4333.374023 74.096 -113.5206
4333.740234 73.929 -116.4347
4334.106445 73.748 -118.7294
4334.472656 73.533 -120.6760
4334.838867 73.250 -121.9666
4335.205078 72.967 -122.4994
4335.571289 72.706 -123.3300
4335.937500 72.334 -124.7299
4336.303711 71.950 -125.4784
4336.669922 71.787 -125.7474
4337.036133 71.689 -125.8318
4337.402344 71.573 -124.3131
4337.768555 71.595 -122.3050
4338.134766 71.551 -121.8873
4338.500977 71.346 -122.2144
4338.867188 71.186 -122.9519
4339.233398 71.022 -123.8421
4339.599609 70.882 -123.6391
4339.965820 70.796 -123.6755
4340.332031 70.436 -124.3517
4340.698242 69.918 -123.3601
4341.064453 69.667 -121.4921
4341.430664 69.506 -119.9471
4341.796875 69.332 -117.2280
4342.163086 69.253 -113.6741
4342.529297 69.259 -109.7881
4342.895508 69.491 -106.2719
4343.261719 69.822 -104.2252
4343.627930 70.112 -102.5076
4343.994141 70.402 -101.0033
4344.360352 70.583 -99.6476
4344.726562 70.810 -97.7272
4345.092773 71.197 -96.6303
4345.458984 71.551 -96.1094
4345.825195 71.968 -95.3150
4346.191406 72.422 -95.3893
4346.557617 72.774 -95.9382
4346.923828 73.132 -96.7662
4347.290039 73.421 -98.1179
4347.656250 73.662 -98.8314
4348.022461 73.988 -99.9198
4348.388672 74.132 -102.0104
4348.754883 74.132 -103.1266
4349.121094 74.281 -104.0403
4349.487305 74.364 -105.5061
4349.853516 74.402 -105.8407
4350.219727 74.586 -106.3469
4350.585938 74.667 -107.7369
4350.952148 74.711 -108.3850
4351.318359 74.881 -109.0699
4351.684570 74.997 -109.8023
4352.050781 75.156 -109.9796
4352.416992 75.354 -111.1238
4352.783203 75.419 -112.6825
4353.149414 75.538 -113.7734
4353.515625 75.716 -115.3509
4353.881836 75.790 -116.7613
4354.248047 75.869 -117.7638
4354.614258 75.943 -119.3443
4354.980469 75.981 -121.1605
4355.346680 76.062 -123.1764
4355.712891 76.101 -125.3577
4356.079102 76.087 -127.2278
4356.445312 76.023 -129.3088
4356.811523 75.879 -131.3527
4357.177734 75.820 -133.3566
4357.543945 75.752 -136.2905
4357.910156 75.473 -138.7265
4358.276367 75.196 -140.0015
4358.642578 74.895 -141.8897
4359.008789 74.410 -143.2962
4359.375000 74.070 -143.4295
4359.741211 73.849 -144.1534
4360.107422 73.480 -144.2533
4360.473633 73.211 -143.1853
4360.839844 73.011 -143.2297
4361.206055 72.645 -143.7354
4361.572266 72.278 -143.4229
4361.938477 72.031 -142.6827
4362.304688 71.863 -141.9313
4362.670898 71.657 -141.3474
4363.037109 71.379 -140.1475
4363.403320 71.162 -138.6369
4363.769531 70.866 -137.3553
4364.135742 70.513 -134.6704
4364.501953 70.431 -131.3505
4364.868164 70.518 -129.1564
4365.234375 70.674 -127.6054
4365.600586 70.844 -126.5515
4365.966797 70.973 -124.8249
4366.333008 71.262 -122.9303
4366.699219 71.500 -122.6512
4367.065430 71.564 -122.2905
4367.431641 71.777 -122.1486
4367.797852 71.902 -123.5160
4368.164062 71.835 -123.4296
4368.530273 72.050 -122.1547
4368.896484 72.323 -122.7952
4369.262695 72.329 -123.6426
4369.628906 72.337 -123.7497
4369.995117 72.360 -124.3677
4370.361328 72.316 -124.8735
4370.727539 72.280 -125.3575
4371.093750 72.106 -125.6451
4371.459961 71.930 -124.0791
4371.826172 72.047 -122.3556
4372.192383 72.135 -122.2689
4372.558594 72.035 -121.6336
4372.924805 72.111 -120.0158
4373.291016 72.376 -119.6970
4373.657227 72.525 -120.4032
4374.023438 72.603 -120.3687
4374.389648 72.828 -120.0410
4374.755859 73.078 -120.8427
4375.122070 73.113 -121.8334
4375.488281 73.078 -121.4529
4375.854492 73.201 -120.7453
4376.220703 73.358 -120.8867
4376.586914 73.492 -121.1058
4376.953125 73.696 -121.4596
4377.319336 73.879 -122.1092
4377.685547 74.065 -122.4397
4378.051758 74.314 -123.5553
4378.417969 74.401 -125.7422
4378.784180 74.396 -127.3032
4379.150391 74.536 -129.1251
4379.516602 74.530 -132.0470
4379.882812 74.286 -133.5919
4380.249023 74.192 -134.1686
4380.615234 74.065 -136.2639
4380.981445 73.658 -137.8661
4381.347656 73.327 -137.8012
4381.713867 73.068 -137.9448
4382.080078 72.685 -137.1812
4382.446289 72.483 -135.3066
4382.812500 72.398 -134.4490
4383.178711 72.236 -133.1580
4383.544922 72.272 -130.7230
4383.911133 72.468 -128.9636
4384.277344 72.619 -127.6221
4384.643555 72.821 -126.5758
4385.009766 73.064 -126.6533
4385.375977 73.243 -127.3656
4385.742188 73.368 -127.8289
4386.108398 73.458 -128.0073
4386.474609 73.462 -128.1772
4386.840820 73.384 -128.0465
4387.207031 73.372 -127.7123
4387.573242 73.426 -127.7933
4387.939453 73.473 -127.4668
4388.305664 73.662 -126.4513
4388.671875 73.943 -126.2180
4389.038086 74.116 -126.3705
4389.404297 74.326 -126.0971
4389.770508 74.646 -126.5161
4390.136719 74.913 -127.6150
4390.502930 75.159 -128.6408
4390.869141 75.412 -130.1378
4391.235352 75.556 -131.9406
4391.601562 75.652 -133.3382
4391.967773 75.779 -134.8481
4392.333984 75.858 -136.5879
4392.700195 75.932 -137.9081
4393.066406 76.092 -139.1082
4393.432617 76.271 -140.5169
4393.798828 76.431 -141.9458
4394.165039 76.566 -143.6416
4394.531250 76.660 -145.6878
4394.897461 76.757 -148.1472
4395.263672 76.818 -151.1496
4395.629883 76.802 -153.8364
4395.996094 76.835 -156.1127
4396.362305 76.853 -159.0926
4396.728516 76.724 -162.1499
4397.094727 76.620 -164.7301
4397.460938 76.541 -167.9336
4397.827148 76.304 -170.9697
4398.193359 76.088 -173.0981
4398.559570 75.913 -176.0970
4398.925781 75.534 -179.3880
4399.291992 75.174 178.6304
4399.658203 75.000 176.2586
4400.024414 74.713 173.1416
4400.390625 74.330 170.8264
4400.756836 74.010 168.6273
4401.123047 73.632 166.0059
4401.489258 73.164 163.6891
4401.855469 72.660 161.7906
4402.221680 72.166 160.0653
4402.587891 71.665 157.8759
4402.954102 71.035 155.9368
4403.320312 70.463 155.3805
4403.686523 70.022 154.3008
4404.052734 69.369 152.5414
4404.418945 68.658 151.5779
4404.785156 68.043 149.7268
4405.151367 67.257 148.1209
4405.517578 66.624 148.8430
4405.883789 66.208 148.7838
4406.250000 65.591 148.0058
4406.616211 65.091 146.5790
4406.982422 64.586 141.2842
4407.348633 63.653 134.4541
4407.714844 62.558 128.3820
4408.081055 61.312 120.7774
4408.447266 59.723 110.8678
4408.813477 58.024 96.2921
4409.179688 56.006 72.8839
4409.545898 54.010 40.6114
4409.912109 54.257 6.7479
4410.278320 56.660 -16.3620
4410.644531 59.035 -28.6166
4411.010742 61.019 -35.9291
4411.376953 62.555 -44.3512
4411.743164 63.542 -52.9461
4412.109375 64.487 -59.2522
4412.475586 65.468 -64.2858
4412.841797 66.212 -67.2330
4413.208008 66.985 -68.7599
4413.574219 67.691 -72.1445
4413.940430 68.088 -75.9205
4414.306641 68.524 -78.2345
4414.672852 69.130 -80.4153
4415.039062 69.709 -83.0764
4415.405273 70.129 -86.2805
4415.771484 70.379 -88.9824
4416.137695 70.821 -91.1071
4416.503906 71.380 -95.3397
4416.870117 71.573 -100.1814
4417.236328 71.661 -102.9799
4417.602539 71.869 -106.3077
4417.968750 71.782 -110.3435
4418.334961 71.612 -112.5019
4418.701172 71.662 -115.0757
4419.067383 71.517 -118.7518
4419.433594 71.216 -121.0675
4419.799805 70.960 -122.9419
4420.166016 70.577 -124.3873
4420.532227 70.274 -124.8761
4420.898438 70.021 -126.4214
4421.264648 69.609 -127.3530
4421.630859 69.426 -126.8892
4421.997070 69.344 -127.2854
4422.363281 69.111 -127.0237
4422.729492 68.878 -126.5239
4423.095703 68.376 -125.4318
4423.461914 68.156 -120.9403
4423.828125 68.570 -118.9761
4424.194336 68.578 -118.8512
4424.560547 68.677 -114.9664
4424.926758 69.270 -113.4962
4425.292969 69.382 -113.9922
4425.659180 69.563 -111.9493
4426.025391 70.086 -112.8374
4426.391602 70.105 -115.2885
4426.757812 70.167 -115.0709
4427.124023 70.605 -117.2612
4427.490234 70.651 -121.5055
4427.856445 70.560 -123.3526
4428.222656 70.685 -125.1562
4428.588867 70.547 -127.5780
4428.955078 70.255 -128.4343
4429.321289 70.042 -129.5402
4429.687500 69.704 -130.9479
4430.053711 69.441 -131.2449
4430.419922 69.301 -131.9088
4430.786133 68.985 -132.5571
4431.152344 68.561 -132.0813
4431.518555 68.134 -131.1047
4431.884766 67.730 -129.9740
4432.250977 67.308 -128.9094
4432.617188 66.812 -126.6369
4432.983398 66.515 -122.8943
4433.349609 66.373 -119.3912
4433.715820 66.359 -115.3306
4434.082031 66.644 -112.3430
4434.448242 66.805 -110.6307
4434.814453 67.059 -107.1374
4435.180664 67.737 -105.1271
4435.546875 68.207 -105.4112
4435.913086 68.525 -104.6469
4436.279297 68.950 -104.4317
4436.645508 69.175 -105.1444
4437.011719 69.344 -105.2696
4437.377930 69.575 -106.0587
4437.744141 69.724 -106.8183
4438.110352 69.959 -107.3163
4438.476562 70.077 -108.8794
4438.842773 69.936 -109.5462
4439.208984 69.939 -109.3551
4439.575195 70.004 -110.1034
4439.941406 70.061 -110.0490
4440.307617 70.292 -110.0471
4440.673828 70.295 -110.9456
4441.040039 70.108 -110.3567
4441.406250 70.132 -110.2611
4441.772461 70.034 -111.9949
4442.138672 69.840 -112.1070
4442.504883 69.962 -111.0561
4442.871094 70.117 -110.7972
4443.237305 70.096 -110.1733
4443.603516 70.035 -109.0411
4443.969727 70.013 -107.8549
4444.335938 70.073 -106.9804
4444.702148 70.127 -106.4525
4445.068359 70.180 -105.7356
4445.434570 70.273 -105.2880
4445.800781 70.378 -104.9672
4446.166992 70.570 -104.7778
4446.533203 70.702 -104.6950
4446.899414 70.827 -103.0669
4447.265625 71.204 -101.6900
4447.631836 71.445 -102.0746
4447.998047 71.559 -101.2013
4448.364258 72.032 -100.3033
4448.730469 72.490 -101.6183
4449.096680 72.727 -102.5619
4449.462891 73.055 -103.2668
4449.829102 73.344 -105.2913
4450.195312 73.492 -107.3720
4450.561523 73.637 -109.1209
4450.927734 73.746 -110.7722
4451.293945 73.819 -112.3058
4451.660156 73.830 -114.1924
4452.026367 73.785 -116.0626
4452.392578 73.783 -118.1724
4452.758789 73.673 -120.3507
4453.125000 73.531 -120.8551
4453.491211 73.587 -121.1290
4453.857422 73.523 -122.5286
4454.223633 73.299 -123.1153
4454.589844 73.170 -123.4456
4454.956055 73.011 -123.7729
4455.322266 73.027 -123.2512
4455.688477 73.189 -124.3111
4456.054688 73.052 -125.4505
4456.420898 73.018 -124.3751
4456.787109 73.226 -124.7380
4457.153320 73.165 -125.7905
4457.519531 73.208 -125.1900
4457.885742 73.486 -126.0596
4458.251953 73.520 -127.4046
4458.618164 73.582 -126.9912
4458.984375 73.781 -127.4577
4459.350586 73.771 -128.7828
4459.716797 73.734 -129.6922
4460.083008 73.798 -131.4152
4460.449219 73.828 -133.5994
4460.815430 73.850 -135.4841
4461.181641 73.809 -137.2024
4461.547852 73.707 -138.3233
4461.914062 73.689 -139.4947
4462.280273 73.704 -141.5453
4462.646484 73.663 -144.0041
4463.012695 73.517 -146.2665
4463.378906 73.282 -147.7719
4463.745117 73.080 -149.2459
4464.111328 72.799 -151.6891
4464.477539 72.368 -153.5834
4464.843750 72.034 -154.0204
4465.209961 71.791 -154.1525
4465.576172 71.472 -153.7158
4465.942383 71.220 -152.9704
4466.308594 71.026 -153.4713
4466.674805 70.784 -154.5808
4467.041016 70.618 -155.1518
4467.407227 70.545 -155.7867
4467.773438 70.316 -156.9615
4468.139648 69.823 -157.8801
4468.505859 69.295 -158.3851
4468.872070 68.854 -159.8568
4469.238281 68.280 -161.7427
4469.604492 67.558 -161.6942
4469.970703 66.810 -159.7311
4470.336914 65.924 -156.3267
4470.703125 65.093 -150.7203
4471.069336 64.628 -144.7960
4471.435547 64.297 -139.5964
4471.801758 63.994 -133.3319
4472.167969 63.856 -125.5657
4472.534180 64.086 -117.1873
4472.900391 64.842 -111.2118
4473.266602 65.685 -109.2622
4473.632812 66.309 -107.4888
4473.999023 67.127 -103.7774
4474.365234 68.117 -101.7555
4474.731445 68.685 -101.2082
4475.097656 69.152 -99.5162
4475.463867 69.970 -99.9567
4475.830078 70.628 -103.5403
4476.196289 71.046 -106.0748
4476.562500 71.608 -107.6228
4476.928711 72.080 -110.2290
4477.294922 72.338 -112.4983
4477.661133 72.657 -114.9608
4478.027344 72.836 -118.8719
4478.393555 72.734 -121.8663
4478.759766 72.732 -123.2313
4479.125977 72.876 -125.3966
4479.492188 72.901 -128.1436
4479.858398 72.903 -130.1872
4480.224609 72.982 -132.2236
4480.590820 73.008 -134.7081
4480.957031 72.944 -137.1188
4481.323242 72.869 -139.3684
4481.689453 72.793 -141.5370
4482.055664 72.711 -143.4915
4482.421875 72.588 -145.6676
4482.788086 72.317 -148.0092
4483.154297 72.040 -149.7574
4483.520508 71.944 -152.3149
4483.886719 71.675 -156.0776
4484.252930 71.140 -157.7461
4484.619141 70.805 -157.8152
4484.985352 70.435 -159.7082
4485.351562 69.776 -161.0279
4485.717773 69.382 -160.9712
4486.083984 69.119 -162.0728
4486.450195 68.668 -161.8799
4486.816406 68.342 -160.7155
4487.182617 67.809 -160.9005
4487.548828 67.055 -159.5326
4487.915039 66.659 -158.1268
4488.281250 66.160 -158.7695
4488.647461 65.348 -157.6217
4489.013672 64.507 -154.3941
4489.379883 63.640 -148.7584
4489.746094 63.340 -142.0337
4490.112305 63.208 -138.6451
4490.478516 62.961 -133.3966
4490.844727 63.436 -127.4858
4491.210938 63.942 -124.5027
4491.577148 64.355 -119.8797
4491.943359 65.047 -116.0887
4492.309570 65.457 -113.7577
4492.675781 65.825 -110.7787
4493.041992 66.292 -110.1305
4493.408203 66.564 -110.8730
4493.774414 66.931 -111.1033
4494.140625 67.397 -111.5341
4494.506836 67.768 -111.4012
4494.873047 68.056 -111.0554
4495.239258 68.237 -110.9873
4495.605469 68.511 -111.5409
4495.971680 68.822 -113.1400
4496.337891 69.157 -113.2854
4496.704102 69.793 -113.1413
4497.070312 70.228 -115.2105
4497.436523 70.331 -116.6085
4497.802734 70.701 -118.5617
4498.168945 70.958 -123.4307
4498.535156 70.857 -126.3948
4498.901367 71.038 -127.1832
4499.267578 71.199 -130.3419
4499.633789 70.969 -133.3877
4500.000000 70.959 -135.7305
4500.366211 71.019 -140.3643
4500.732422 70.723 -144.1962
4501.098633 70.489 -145.7249
4501.464844 70.302 -148.3436
4501.831055 69.850 -151.1706
4502.197266 69.452 -152.9493
4502.563477 69.113 -155.2411
4502.929688 68.588 -157.0942
4503.295898 68.069 -158.1568
4503.662109 67.616 -159.9149
