* Generated by rew_pipeline.py (source UUID c11b66be-534c-4ea4-ab08-38d8268a4119, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -1.000021 s))
* Measurement: LR.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:47
* Note: ; Vector average of L.nofdw.120.green.multipos.fdw6, R.nofdw.120.green.multipos.fdw6
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
12265.869141 69.600 -172.7530
12266.235352 69.330 -173.2279
12266.601562 69.154 -174.4766
12266.967773 68.821 -176.4002
12267.333984 68.405 -177.4408
12267.700195 68.018 -178.2656
12268.066406 67.523 -178.9640
12268.432617 66.980 -178.9976
12268.798828 66.383 -179.1376
12269.165039 65.592 -178.5719
12269.531250 64.834 -176.1308
12269.897461 64.238 -173.3680
12270.263672 63.513 -169.9063
12270.629883 62.857 -162.9984
12270.996094 62.764 -154.8839
12271.362305 62.818 -148.9174
12271.728516 62.725 -142.4881
12272.094727 63.001 -135.4915
12272.460938 63.479 -131.5510
12272.827148 63.718 -128.3074
12273.193359 64.147 -123.7585
12273.559570 64.808 -120.9309
12273.925781 65.275 -118.9827
12274.291992 65.749 -116.4519
12274.658203 66.235 -114.7557
12275.024414 66.635 -112.5007
12275.390625 67.307 -110.1257
12275.756836 67.984 -110.0673
12276.123047 68.392 -109.7999
12276.489258 68.944 -108.8485
12276.855469 69.493 -109.8480
12277.221680 69.742 -110.6664
12277.587891 70.109 -110.0367
12277.954102 70.636 -110.5737
12278.320312 71.010 -111.6541
12278.686523 71.381 -112.1863
12279.052734 71.766 -113.3207
12279.418945 72.029 -114.4448
12279.785156 72.332 -115.0581
12280.151367 72.689 -116.4462
12280.517578 72.910 -118.4587
12280.883789 73.041 -119.9951
12281.250000 73.256 -121.2327
12281.616211 73.534 -123.1176
12281.982422 73.692 -125.2802
12282.348633 73.767 -126.3285
12282.714844 73.970 -127.0354
12283.081055 74.138 -129.0308
12283.447266 74.092 -131.0198
12283.813477 74.088 -131.9313
12284.179688 74.218 -133.1747
12284.545898 74.257 -134.7350
12284.912109 74.242 -135.6144
12285.278320 74.277 -136.5994
12285.644531 74.262 -138.1131
12286.010742 74.215 -139.4294
12286.376953 74.212 -140.7329
12286.743164 74.147 -142.2195
12287.109375 73.994 -143.0894
12287.475586 73.899 -143.5362
12287.841797 73.819 -144.4175
12288.208008 73.662 -144.9218
12288.574219 73.567 -144.4987
12288.940430 73.546 -144.1857
12289.306641 73.488 -144.1191
12289.672852 73.440 -144.3063
12290.039062 73.353 -144.8971
12290.405273 73.253 -144.4849
12290.771484 73.389 -143.4076
12291.137695 73.574 -143.6012
12291.503906 73.532 -143.9704
12291.870117 73.486 -143.5452
12292.236328 73.576 -143.7505
12292.602539 73.661 -144.7380
12292.968750 73.714 -145.6131
12293.334961 73.744 -145.9978
12293.701172 73.800 -145.8300
12294.067383 73.916 -146.0369
12294.433594 73.943 -147.0030
12294.799805 73.846 -147.5202
12295.166016 73.803 -147.2547
12295.532227 73.829 -147.2202
12295.898438 73.791 -147.4259
12296.264648 73.742 -147.2365
12296.630859 73.788 -147.2714
12296.997070 73.812 -147.9068
12297.363281 73.788 -148.0229
12297.729492 73.867 -147.7265
12298.095703 73.952 -147.8882
12298.461914 73.968 -147.6946
12298.828125 74.080 -147.2754
12299.194336 74.238 -147.7292
12299.560547 74.343 -148.4817
12299.926758 74.466 -149.2121
12300.292969 74.564 -150.0262
12300.659180 74.640 -150.4815
12301.025391 74.744 -151.1297
12301.391602 74.788 -152.2853
12301.757812 74.811 -153.4399
12302.124023 74.875 -154.7836
12302.490234 74.929 -156.0484
12302.856445 75.005 -157.0229
12303.222656 75.024 -158.3221
12303.588867 74.903 -159.4164
12303.955078 74.819 -160.1819
12304.321289 74.796 -161.6766
12304.687500 74.718 -163.2816
12305.053711 74.664 -164.4077
12305.419922 74.570 -165.7039
12305.786133 74.322 -166.6270
12306.152344 74.080 -166.8932
12306.518555 73.910 -167.5483
12306.884766 73.714 -168.4484
12307.250977 73.520 -168.7683
12307.617188 73.379 -168.6671
12307.983398 73.235 -168.5925
12308.349609 73.042 -168.4062
12308.715820 72.868 -168.0763
12309.082031 72.699 -168.0498
12309.448242 72.466 -167.5341
12309.814453 72.382 -166.0549
12310.180664 72.478 -165.5969
12310.546875 72.437 -166.0297
12310.913086 72.352 -165.5276
12311.279297 72.415 -165.0159
12311.645508 72.441 -165.1815
12312.011719 72.386 -165.2179
12312.377930 72.301 -165.3635
12312.744141 72.155 -165.6067
12313.110352 72.009 -165.8442
12313.476562 71.831 -166.1440
12313.842773 71.649 -165.6672
12314.208984 71.594 -164.9461
12314.575195 71.500 -164.7135
12314.941406 71.316 -163.7776
12315.307617 71.219 -162.3495
12315.673828 71.133 -161.2049
12316.040039 71.033 -159.6049
12316.406250 71.022 -157.6752
12316.772461 71.072 -155.6570
12317.138672 71.222 -153.6490
12317.504883 71.404 -152.3150
12317.871094 71.531 -150.9179
12318.237305 71.782 -149.1691
12318.603516 72.170 -148.4270
12318.969727 72.494 -148.6008
12319.335938 72.751 -148.6608
12319.702148 73.037 -148.6956
12320.068359 73.331 -149.3709
12320.434570 73.543 -150.6528
12320.800781 73.683 -151.8890
12321.166992 73.842 -153.0190
12321.533203 74.000 -154.3598
12321.899414 74.108 -155.6409
12322.265625 74.197 -156.7772
12322.631836 74.263 -158.0283
12322.998047 74.298 -159.2832
12323.364258 74.345 -160.5608
12323.730469 74.387 -162.0077
12324.096680 74.400 -163.3842
12324.462891 74.401 -164.5424
12324.829102 74.394 -165.6205
12325.195312 74.356 -166.6770
12325.561523 74.287 -167.6142
12325.927734 74.229 -168.4291
12326.293945 74.215 -169.3820
12326.660156 74.228 -170.6128
12327.026367 74.247 -172.0550
12327.392578 74.228 -173.5814
12327.758789 74.151 -174.8612
12328.125000 74.058 -175.9818
12328.491211 73.928 -177.3660
12328.857422 73.750 -178.7275
12329.223633 73.630 179.8580
12329.589844 73.513 177.7340
12329.956055 73.261 175.7285
12330.322266 72.987 174.7536
12330.688477 72.767 173.8724
12331.054688 72.458 172.8401
12331.420898 72.095 172.4269
12331.787109 71.777 172.2014
12332.153320 71.434 172.0039
12332.519531 71.100 172.2777
12332.885742 70.793 172.5679
12333.251953 70.438 173.1118
12333.618164 70.154 174.1209
12333.984375 69.937 174.4865
12334.350586 69.637 174.6865
12334.716797 69.371 175.4446
12335.083008 69.130 175.9444
12335.449219 68.812 176.9212
12335.815430 68.624 178.2548
12336.181641 68.427 178.1385
12336.547852 67.984 178.4782
12336.914062 67.675 -179.4948
12337.280273 67.470 -178.3125
12337.646484 66.986 -176.3904
12338.012695 66.649 -172.1487
12338.378906 66.564 -169.3867
12338.745117 66.256 -167.2819
12339.111328 66.068 -162.9687
12339.477539 66.249 -158.8171
12339.843750 66.398 -155.1277
12340.209961 66.571 -150.6863
12340.576172 66.801 -147.1744
12340.942383 66.939 -144.2164
12341.308594 67.307 -141.3371
12341.674805 67.909 -140.7911
12342.041016 68.320 -141.2790
12342.407227 68.707 -140.1877
12342.773438 69.278 -139.7280
12343.139648 69.594 -140.9573
12343.505859 69.641 -140.9178
12343.872070 69.916 -139.9247
12344.238281 70.307 -140.5124
12344.604492 70.509 -141.5699
12344.970703 70.615 -141.8448
12345.336914 70.718 -141.5442
12345.703125 70.899 -141.0877
12346.069336 71.126 -141.4790
12346.435547 71.248 -142.1473
12346.801758 71.418 -142.2307
12347.167969 71.682 -142.9867
12347.534180 71.820 -144.1504
12347.900391 71.920 -144.5442
12348.266602 72.100 -145.0399
12348.632812 72.275 -146.0912
12348.999023 72.450 -147.6577
12349.365234 72.545 -149.7724
12349.731445 72.542 -151.1584
12350.097656 72.629 -151.8767
12350.463867 72.691 -153.2140
12350.830078 72.582 -154.2630
12351.196289 72.506 -154.6884
12351.562500 72.471 -155.8121
12351.928711 72.319 -157.0060
12352.294922 72.180 -157.2560
12352.661133 72.156 -157.4541
12353.027344 72.129 -158.0535
12353.393555 72.089 -158.4695
12353.759766 72.097 -158.9409
12354.125977 72.032 -159.5892
12354.492188 71.892 -159.2795
12354.858398 71.898 -158.6921
12355.224609 71.894 -159.5147
12355.590820 71.731 -160.0473
12355.957031 71.760 -159.7666
12356.323242 71.861 -160.7371
12356.689453 71.726 -161.1185
12357.055664 71.705 -160.1830
12357.421875 71.720 -160.8783
12357.788086 71.467 -161.5812
12358.154297 71.395 -161.1215
12358.520508 71.482 -162.2931
12358.886719 71.327 -163.3157
12359.252930 71.234 -162.6468
12359.619141 71.193 -162.7154
12359.985352 70.962 -162.7160
12360.351562 70.822 -162.3811
12360.717773 70.677 -163.1267
12361.083984 70.441 -162.7335
12361.450195 70.462 -161.4748
12361.816406 70.433 -161.4419
12362.182617 70.134 -160.3337
12362.548828 69.999 -158.2290
12362.915039 69.973 -157.7713
12363.281250 69.831 -157.6181
12363.647461 69.759 -156.1836
12364.013672 69.859 -153.9743
12364.379883 70.035 -152.0907
12364.746094 70.075 -151.0014
12365.112305 69.981 -149.6322
12365.478516 70.039 -148.1317
12365.844727 70.248 -147.5561
12366.210938 70.478 -147.3332
12366.577148 70.661 -147.2374
12366.943359 70.681 -146.6781
12367.309570 70.759 -145.0828
12367.675781 71.033 -144.5487
12368.041992 71.201 -145.1105
12368.408203 71.344 -144.6008
12368.774414 71.645 -144.1887
12369.140625 71.821 -144.5103
12369.506836 71.939 -143.9932
12369.873047 72.226 -144.0501
12370.239258 72.395 -145.3230
12370.605469 72.459 -145.5537
12370.971680 72.709 -145.5911
12371.337891 72.915 -146.8938
12371.704102 72.979 -147.7447
12372.070312 73.154 -148.0747
12372.436523 73.375 -149.0548
12372.802734 73.553 -150.2698
12373.168945 73.715 -151.9414
12373.535156 73.776 -153.7971
12373.901367 73.861 -155.0606
12374.267578 74.015 -156.8615
12374.633789 73.995 -159.0042
12375.000000 73.914 -160.2959
12375.366211 73.923 -162.1449
12375.732422 73.832 -164.7024
12376.098633 73.727 -166.4449
12376.464844 73.700 -168.1605
12376.831055 73.523 -169.9161
12377.197266 73.265 -170.8535
12377.563477 73.042 -172.1913
12377.929688 72.751 -173.8977
12378.295898 72.516 -175.1860
12378.662109 72.292 -176.7288
12379.028320 71.906 -177.5145
12379.394531 71.570 -177.3536
12379.760742 71.238 -178.1454
12380.126953 70.736 -178.6711
12380.493164 70.344 -177.9518
12380.859375 70.037 -177.3861
12381.225586 69.646 -176.0138
12381.591797 69.389 -173.9290
12381.958008 69.171 -172.6774
12382.324219 68.896 -171.0785
12382.690430 68.726 -169.1570
12383.056641 68.489 -167.5072
12383.422852 68.178 -164.7606
12383.789062 68.059 -161.8617
12384.155273 67.978 -160.2765
12384.521484 67.813 -158.3624
12384.887695 67.773 -155.2903
12385.253906 67.863 -152.0674
12385.620117 68.001 -148.6870
12385.986328 68.285 -145.8729
12386.352539 68.543 -144.5575
12386.718750 68.691 -142.7923
12387.084961 69.058 -140.4043
12387.451172 69.492 -139.5621
12387.817383 69.745 -138.8333
12388.183594 70.106 -137.9082
12388.549805 70.444 -138.5448
12388.916016 70.570 -138.4946
12389.282227 70.898 -137.2198
12389.648438 71.322 -137.6287
12390.014648 71.497 -138.4911
12390.380859 71.672 -138.6110
12390.747070 71.890 -139.2779
12391.113281 72.048 -139.7274
12391.479492 72.306 -140.0219
12391.845703 72.531 -141.2742
12392.211914 72.619 -142.3554
12392.578125 72.741 -143.0722
12392.944336 72.851 -144.0282
12393.310547 72.927 -144.5600
12393.676758 73.052 -145.1028
12394.042969 73.126 -145.9949
12394.409180 73.197 -146.6018
12394.775391 73.340 -147.5431
12395.141602 73.413 -148.7111
12395.507812 73.476 -149.0722
12395.874023 73.642 -149.4599
12396.240234 73.765 -150.4827
12396.606445 73.832 -151.2588
12396.972656 73.978 -152.0490
12397.338867 74.112 -153.5792
12397.705078 74.127 -155.1118
12398.071289 74.133 -156.1842
12398.437500 74.174 -157.5190
12398.803711 74.183 -159.0828
12399.169922 74.219 -160.5695
12399.536133 74.264 -162.5023
12399.902344 74.186 -164.3935
12400.268555 74.067 -165.4546
12400.634766 73.985 -166.4776
12401.000977 73.842 -167.7820
12401.367188 73.670 -169.0276
12401.733398 73.496 -170.5400
12402.099609 73.286 -171.9347
12402.465820 73.113 -172.9715
12402.832031 72.920 -173.9132
12403.198242 72.692 -173.9641
12403.564453 72.593 -173.7125
12403.930664 72.474 -174.3956
12404.296875 72.214 -174.8528
12404.663086 71.985 -174.7031
12405.029297 71.781 -174.5728
12405.395508 71.616 -174.2023
12405.761719 71.526 -174.3919
12406.127930 71.334 -174.9906
12406.494141 71.106 -174.7006
12406.860352 70.951 -174.1073
12407.226562 70.764 -173.4226
12407.592773 70.594 -172.6867
12407.958984 70.376 -172.6189
12408.325195 70.098 -172.1123
12408.691406 70.001 -171.2994
12409.057617 69.937 -170.9751
12409.423828 69.849 -169.4611
12409.790039 69.946 -167.6348
12410.156250 69.951 -166.8444
12410.522461 69.806 -165.3228
12410.888672 69.794 -163.6527
12411.254883 69.782 -162.9085
12411.621094 69.758 -161.6834
12411.987305 69.925 -160.2621
12412.353516 70.180 -159.6450
12412.719727 70.367 -159.4755
12413.085938 70.458 -159.2402
12413.452148 70.519 -158.9567
12413.818359 70.574 -159.2201
12414.184570 70.617 -159.6756
12414.550781 70.783 -160.3006
12414.916992 70.921 -161.8157
12415.283203 70.829 -162.3391
12415.649414 70.838 -161.2301
12416.015625 70.939 -161.5806
12416.381836 70.748 -162.6760
12416.748047 70.555 -162.2714
12417.114258 70.602 -162.2429
12417.480469 70.566 -162.7869
12417.846680 70.506 -162.2068
12418.212891 70.585 -161.7953
12418.579102 70.614 -162.2905
12418.945312 70.582 -162.6243
12419.311523 70.600 -162.7554
12419.677734 70.625 -163.0915
12420.043945 70.582 -163.5805
12420.410156 70.491 -164.0419
12420.776367 70.426 -164.7740
12421.142578 70.341 -165.8997
12421.508789 70.215 -166.3475
12421.875000 70.179 -166.0617
12422.241211 70.133 -166.2159
12422.607422 69.924 -166.4386
12422.973633 69.667 -166.4017
12423.339844 69.403 -166.6648
12423.706055 69.111 -166.5494
12424.072266 68.920 -165.7471
12424.438477 68.778 -165.0508
12424.804688 68.547 -164.0302
12425.170898 68.315 -162.2244
12425.537109 68.143 -160.2822
12425.903320 67.993 -158.2403
12426.269531 67.935 -155.8177
12426.635742 68.020 -153.6461
12427.001953 68.139 -152.0105
12427.368164 68.252 -150.2594
12427.734375 68.415 -148.2282
12428.100586 68.633 -146.1361
12428.466797 68.925 -144.3505
12428.833008 69.217 -143.6891
12429.199219 69.364 -143.6008
12429.565430 69.499 -142.8990
12429.931641 69.799 -142.2187
12430.297852 70.173 -142.2158
12430.664062 70.538 -142.6080
12431.030273 70.837 -143.2723
12431.396484 71.067 -143.8286
12431.762695 71.306 -144.6569
12432.128906 71.456 -146.1650
12432.495117 71.523 -147.1702
12432.861328 71.734 -148.0269
12433.227539 71.942 -150.1403
12433.593750 71.941 -152.1091
12433.959961 71.952 -153.0623
12434.326172 72.026 -154.5744
12434.692383 71.966 -156.6498
12435.058594 71.818 -158.2588
12435.424805 71.698 -159.4611
12435.791016 71.623 -160.6598
12436.157227 71.504 -162.2165
12436.523438 71.227 -163.4038
12436.889648 70.958 -163.5767
12437.255859 70.777 -164.3031
12437.622070 70.437 -165.4486
12437.988281 70.065 -165.1283
12438.354492 69.886 -164.5185
12438.720703 69.634 -164.4428
12439.086914 69.256 -163.2640
12439.453125 68.973 -161.2031
12439.819336 68.785 -159.3954
12440.185547 68.636 -158.1382
12440.551758 68.437 -157.1151
12440.917969 68.236 -155.1598
12441.284180 68.187 -152.5872
12441.650391 68.196 -149.9699
12442.016602 68.284 -146.9186
12442.382812 68.488 -144.5333
12442.749023 68.634 -142.9207
12443.115234 68.797 -141.2959
12443.481445 69.048 -140.2458
12443.847656 69.323 -139.6508
12444.213867 69.642 -139.4339
12444.580078 69.879 -139.7791
12444.946289 69.995 -139.6603
12445.312500 70.165 -139.2159
12445.678711 70.369 -139.5514
12446.044922 70.505 -140.3347
12446.411133 70.585 -140.8395
12446.777344 70.664 -140.6401
12447.143555 70.825 -140.2655
12447.509766 70.955 -140.7801
12447.875977 70.922 -141.4656
12448.242188 70.900 -141.5038
12448.608398 70.997 -141.7056
12448.974609 71.096 -142.1954
12449.340820 71.174 -142.4325
12449.707031 71.257 -142.7397
12450.073242 71.288 -143.4258
12450.439453 71.270 -143.9955
12450.805664 71.324 -144.3196
12451.171875 71.408 -145.1484
12451.538086 71.329 -145.7775
12451.904297 71.223 -145.1294
12452.270508 71.217 -144.7387
12452.636719 71.102 -144.7136
12453.002930 71.057 -143.6974
12453.369141 71.205 -143.4986
12453.735352 71.194 -143.9876
12454.101562 71.151 -143.2582
12454.467773 71.227 -142.9078
12454.833984 71.169 -142.6490
12455.200195 71.212 -141.1430
12455.566406 71.410 -140.6755
12455.932617 71.417 -140.6688
12456.298828 71.476 -139.6586
12456.665039 71.704 -139.5337
12457.031250 71.885 -139.8141
12457.397461 72.145 -139.6301
12457.763672 72.394 -140.0730
12458.129883 72.448 -140.2775
12458.496094 72.513 -139.9502
12458.862305 72.645 -140.5698
12459.228516 72.725 -141.8339
12459.594727 72.792 -142.5728
12459.960938 72.935 -142.7020
12460.327148 73.108 -143.2362
12460.693359 73.130 -144.4137
12461.059570 73.060 -145.1688
12461.425781 73.106 -145.9007
12461.791992 73.153 -146.9052
12462.158203 73.201 -147.0623
12462.524414 73.321 -147.5023
12462.890625 73.250 -148.7167
12463.256836 73.079 -149.0422
12463.623047 73.079 -149.4704
12463.989258 73.028 -150.5422
12464.355469 72.920 -150.4231
12464.721680 72.943 -149.9719
12465.087891 72.922 -150.2334
12465.454102 72.851 -150.2371
12465.820312 72.873 -150.0308
12466.186523 72.971 -149.8095
12466.552734 73.108 -149.6941
12466.918945 73.183 -149.7904
12467.285156 73.234 -149.6776
12467.651367 73.354 -150.1137
12468.017578 73.405 -151.1829
12468.383789 73.406 -151.7346
12468.750000 73.446 -152.1322
12469.116211 73.457 -152.7366
12469.482422 73.479 -153.5288
12469.848633 73.479 -154.8350
12470.214844 73.432 -155.6164
12470.581055 73.511 -155.9746
12470.947266 73.560 -157.1861
12471.313477 73.420 -157.9843
12471.679688 73.338 -157.9618
12472.045898 73.301 -158.5991
12472.412109 73.146 -159.0431
12472.778320 73.049 -158.7272
12473.144531 73.028 -159.0036
12473.510742 72.930 -159.6154
12473.876953 72.846 -159.6043
12474.243164 72.878 -159.3212
12474.609375 72.925 -159.2761
12474.975586 72.883 -159.1956
12475.341797 72.803 -158.9665
12475.708008 72.731 -159.0813
12476.074219 72.671 -159.2678
12476.440430 72.718 -159.2888
12476.806641 72.809 -159.6786
12477.172852 72.810 -159.8611
12477.539062 72.828 -159.5990
12477.905273 72.891 -159.8109
12478.271484 72.934 -160.3113
12478.637695 72.994 -160.7306
12479.003906 73.062 -161.0267
12479.370117 73.169 -161.4859
12479.736328 73.209 -162.9650
12480.102539 73.058 -164.2886
12480.468750 72.995 -164.5876
12480.834961 73.043 -165.7096
12481.201172 72.912 -166.8564
12481.567383 72.813 -166.9034
12481.933594 72.775 -167.8878
12482.299805 72.546 -168.8998
12482.666016 72.416 -168.8417
12483.032227 72.374 -169.8281
12483.398438 72.123 -170.6301
12483.764648 71.950 -170.1610
12484.130859 71.868 -170.5632
12484.497070 71.651 -171.0272
12484.863281 71.478 -170.9975
12485.229492 71.241 -171.3810
12485.595703 70.890 -170.5668
12485.961914 70.741 -169.1866
12486.328125 70.613 -169.1205
12486.694336 70.342 -168.7988
12487.060547 70.143 -167.4500
12487.426758 70.098 -165.8000
12487.792969 70.147 -164.6194
12488.159180 70.066 -163.7563
12488.525391 69.925 -161.4168
12488.891602 70.046 -158.9969
12489.257812 70.160 -158.3293
12489.624023 70.165 -157.5161
12489.990234 70.306 -156.6157
12490.356445 70.471 -156.3040
12490.722656 70.637 -155.9075
12491.088867 70.776 -156.0232
12491.455078 70.786 -155.9111
12491.821289 70.897 -155.4738
12492.187500 71.015 -156.2163
12492.553711 70.984 -156.3972
12492.919922 71.126 -155.8597
12493.286133 71.262 -156.9456
12493.652344 71.114 -157.8925
12494.018555 71.007 -157.7496
12494.384766 70.962 -158.0067
12494.750977 70.913 -157.6278
12495.117188 71.039 -157.3226
12495.483398 71.044 -158.1238
12495.849609 70.894 -157.8339
12496.215820 70.931 -157.3482
12496.582031 70.912 -157.9636
12496.948242 70.825 -157.4044
12497.314453 70.976 -156.7146
12497.680664 71.053 -157.5452
12498.046875 70.923 -157.9491
12498.413086 70.856 -157.8446
12498.779297 70.830 -158.1776
12499.145508 70.816 -158.4628
12499.511719 70.790 -158.9281
12499.877930 70.625 -158.8976
12500.244141 70.488 -157.7365
12500.610352 70.461 -156.9714
12500.976562 70.397 -156.7016
12501.342773 70.368 -156.4063
12501.708984 70.321 -156.4169
12502.075195 70.206 -155.5311
12502.441406 70.261 -153.9876
12502.807617 70.366 -153.7088
12503.173828 70.301 -153.6469
12503.540039 70.280 -152.9073
12503.906250 70.350 -152.7234
12504.272461 70.337 -152.7234
12504.638672 70.315 -151.9618
12505.004883 70.395 -151.0499
12505.371094 70.520 -150.8715
12505.737305 70.538 -151.4287
12506.103516 70.399 -151.4045
12506.469727 70.341 -150.1785
12506.835938 70.450 -149.5152
12507.202148 70.465 -149.7270
12507.568359 70.409 -149.1910
12507.934570 70.502 -148.3857
12508.300781 70.606 -148.4051
12508.666992 70.584 -148.2687
12509.033203 70.576 -147.6454
12509.399414 70.594 -147.4841
12509.765625 70.549 -147.5145
12510.131836 70.507 -147.0810
12510.498047 70.498 -146.2731
12510.864258 70.504 -144.9956
12511.230469 70.569 -143.6202
12511.596680 70.645 -142.8247
12511.962891 70.694 -142.2364
12512.329102 70.787 -141.5265
12512.695312 70.916 -140.7027
12513.061523 71.065 -139.4915
12513.427734 71.271 -138.3126
12513.793945 71.480 -137.8211
12514.160156 71.635 -137.8470
12514.526367 71.770 -137.7416
12514.892578 71.994 -137.3220
12515.258789 72.289 -137.5143
12515.625000 72.449 -138.3247
12515.991211 72.497 -138.5026
12516.357422 72.634 -138.4241
12516.723633 72.798 -138.9041
12517.089844 72.931 -139.4499
12517.456055 73.044 -140.1128
12517.822266 73.088 -140.6814
12518.188477 73.182 -140.9438
12518.554688 73.319 -141.7946
12518.920898 73.360 -142.4268
12519.287109 73.471 -142.2144
12519.653320 73.622 -142.6787
12520.019531 73.613 -143.1684
12520.385742 73.669 -142.9823
12520.751953 73.825 -143.6275
12521.118164 73.899 -144.3459
12521.484375 74.038 -144.3774
12521.850586 74.212 -144.8398
12522.216797 74.301 -145.2974
12522.583008 74.424 -145.8341
12522.949219 74.504 -147.0326
12523.315430 74.534 -147.7869
12523.681641 74.666 -148.3979
12524.047852 74.758 -149.5452
12524.414062 74.759 -150.2806
12524.780273 74.795 -150.8447
12525.146484 74.827 -151.6515
12525.512695 74.890 -152.4209
12525.878906 74.980 -153.5724
12526.245117 75.008 -154.6400
12526.611328 75.062 -155.3827
12526.977539 75.112 -156.4632
12527.343750 75.120 -157.2962
12527.709961 75.216 -158.1690
12528.076172 75.256 -159.7377
12528.442383 75.176 -160.6170
12528.808594 75.196 -161.0003
12529.174805 75.230 -162.2552
12529.541016 75.175 -163.6359
12529.907227 75.148 -164.9629
12530.273438 75.089 -166.4817
12530.639648 75.002 -167.4867
12531.005859 74.971 -168.5980
12531.372070 74.869 -170.2937
12531.738281 74.703 -171.7185
12532.104492 74.598 -173.0266
12532.470703 74.484 -174.5493
12532.836914 74.298 -175.7777
12533.203125 74.073 -176.5031
12533.569336 73.872 -177.0522
12533.935547 73.683 -178.0939
12534.301758 73.398 -179.2511
12534.667969 73.097 -179.5212
12535.034180 72.881 -179.6497
12535.400391 72.596 179.8915
12535.766602 72.246 179.8949
12536.132812 71.927 -179.8242
12536.499023 71.612 -179.0569
12536.865234 71.390 -177.6065
12537.231445 71.189 -176.3948
12537.597656 70.886 -174.5877
12537.963867 70.731 -172.0691
12538.330078 70.689 -170.6795
12538.696289 70.544 -169.3292
12539.062500 70.520 -166.9796
12539.428711 70.654 -165.3984
12539.794922 70.683 -164.4484
12540.161133 70.683 -162.8437
12540.527344 70.803 -161.1527
12540.893555 70.958 -159.9463
12541.259766 71.097 -158.8545
12541.625977 71.271 -157.9922
12541.992188 71.464 -157.8554
12542.358398 71.615 -158.1839
12542.724609 71.760 -158.2714
12543.090820 71.972 -158.1869
12543.457031 72.193 -158.5665
12543.823242 72.302 -159.3166
12544.189453 72.332 -159.7648
12544.555664 72.419 -160.1047
12544.921875 72.534 -161.0556
12545.288086 72.565 -162.1765
12545.654297 72.577 -162.9593
12546.020508 72.593 -164.0699
12546.386719 72.494 -165.3464
12546.752930 72.356 -165.7063
12547.119141 72.358 -165.7577
12547.485352 72.376 -166.6037
12547.851562 72.264 -167.4807
12548.217773 72.124 -167.7523
12548.583984 72.005 -168.0392
12548.950195 71.835 -168.3914
12549.316406 71.647 -168.5342
12549.682617 71.462 -168.6980
12550.048828 71.254 -168.5027
12550.415039 71.095 -167.5061
12550.781250 70.997 -166.1119
12551.147461 70.878 -164.5547
12551.513672 70.728 -162.8954
12551.879883 70.614 -161.2645
12552.246094 70.643 -160.0185
12552.612305 70.760 -159.3374
12552.978516 70.905 -157.9855
12553.344727 71.216 -156.1575
12553.710938 71.500 -155.6075
12554.077148 71.541 -155.1060
12554.443359 71.670 -153.8650
12554.809570 71.966 -153.8566
12555.175781 72.178 -154.5277
12555.541992 72.387 -154.8475
12555.908203 72.573 -155.6720
12556.274414 72.647 -156.4285
12556.640625 72.795 -156.9394
12557.006836 72.988 -158.1404
12557.373047 73.109 -159.2305
12557.739258 73.254 -160.0249
12558.105469 73.367 -161.3559
12558.471680 73.392 -162.8779
12558.837891 73.409 -164.5830
12559.204102 73.381 -166.4911
12559.570312 73.332 -168.0128
12559.936523 73.306 -169.6389
12560.302734 73.187 -171.6492
12560.668945 72.964 -173.3210
12561.035156 72.740 -174.5971
12561.401367 72.520 -175.8451
12561.767578 72.241 -177.0967
12562.133789 71.869 -177.8397
12562.500000 71.508 -177.8295
12562.866211 71.173 -177.8643
12563.232422 70.767 -177.6686
12563.598633 70.397 -176.9517
12563.964844 70.006 -176.3542
12564.331055 69.571 -174.2551
12564.697266 69.463 -171.1053
12565.063477 69.423 -169.3038
12565.429688 69.224 -166.6106
12565.795898 69.238 -163.5349
12566.162109 69.195 -161.9527
12566.528320 69.122 -158.9619
12566.894531 69.483 -156.3251
12567.260742 69.757 -155.7985
12567.626953 69.855 -153.8904
12567.993164 70.188 -152.0319
12568.359375 70.415 -152.1773
12568.725586 70.478 -152.0087
12569.091797 70.668 -151.7525
12569.458008 70.837 -152.0560
12569.824219 70.953 -151.6901
12570.190430 71.139 -151.0552
12570.556641 71.324 -150.9280
12570.922852 71.438 -151.1843
12571.289062 71.474 -151.3842
12571.655273 71.522 -151.2453
12572.021484 71.632 -151.3175
12572.387695 71.750 -151.6050
12572.753906 71.891 -151.8865
12573.120117 71.983 -152.2352
12573.486328 71.996 -151.9480
12573.852539 72.059 -151.5414
12574.218750 72.073 -151.9787
12574.584961 72.006 -152.1088
12574.951172 72.083 -151.6212
12575.317383 72.279 -151.3593
12575.683594 72.469 -151.2056
12576.049805 72.594 -151.2544
12576.416016 72.628 -151.1540
12576.782227 72.750 -150.7833
12577.148438 72.978 -151.1901
12577.514648 73.149 -151.7252
12577.880859 73.351 -151.6767
12578.247070 73.567 -152.2017
12578.613281 73.623 -153.1014
12578.979492 73.641 -153.4925
12579.345703 73.768 -154.1706
12579.711914 73.886 -155.6491
12580.078125 73.902 -157.0646
12580.444336 73.906 -157.7296
