* Generated by rew_pipeline.py (source UUID 9e8dedfa-8b56-4da9-abd5-de1186520615, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -0.999958 s))
* Measurement: L.filtered.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:46
* Note: ; Trace Arithmetic A times B A = L.nofdw.120.green.multipos.fdw6 B = FLX-trimmed.120.green.multipos.fdw6
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
21336.181641 67.279 -64.9461
21336.364746 67.452 -64.7500
21336.547852 67.642 -65.4818
21336.730957 67.743 -66.8887
21336.914062 67.726 -68.1928
21337.097168 67.653 -68.7054
21337.280273 67.630 -68.3235
21337.463379 67.711 -67.5310
21337.646484 67.860 -66.8647
21337.829590 68.010 -66.4892
21338.012695 68.129 -66.3319
21338.195801 68.220 -66.4174
21338.378906 68.279 -66.9008
21338.562012 68.282 -67.7884
21338.745117 68.218 -68.7551
21338.928223 68.137 -69.3553
21339.111328 68.135 -69.4940
21339.294434 68.266 -69.6436
21339.477539 68.472 -70.3776
21339.660645 68.624 -71.6985
21339.843750 68.634 -72.9649
21340.026855 68.527 -73.4101
21340.209961 68.424 -72.8354
21340.393066 68.433 -71.9446
21340.576172 68.526 -71.7480
21340.759277 68.583 -72.5774
21340.942383 68.518 -73.9040
21341.125488 68.363 -74.9464
21341.308594 68.229 -75.3862
21341.491699 68.201 -75.6167
21341.674805 68.244 -76.1930
21341.857910 68.254 -77.0867
21342.041016 68.179 -77.6646
21342.224121 68.079 -77.3559
21342.407227 68.071 -76.3702
21342.590332 68.187 -75.6647
21342.773438 68.315 -75.9680
21342.956543 68.310 -77.0494
21343.139648 68.128 -77.9784
21343.322754 67.867 -77.9006
21343.505859 67.710 -76.8306
21343.688965 67.756 -75.8005
21343.872070 67.923 -75.8628
21344.055176 68.042 -77.0984
21344.238281 68.008 -78.7477
21344.421387 67.832 -79.8987
21344.604492 67.614 -80.0624
21344.787598 67.461 -79.4240
21344.970703 67.411 -78.5921
21345.153809 67.424 -78.0392
21345.336914 67.443 -77.8285
21345.520020 67.446 -77.7967
21345.703125 67.443 -77.8409
21345.886230 67.449 -78.0249
21346.069336 67.458 -78.4807
21346.252441 67.441 -79.2444
21346.435547 67.365 -80.1582
21346.618652 67.217 -80.8811
21346.801758 67.022 -81.0181
21346.984863 66.851 -80.3692
21347.167969 66.780 -79.1868
21347.351074 66.828 -78.1108
21347.534180 66.920 -77.6437
21347.717285 66.948 -77.6747
21347.900391 66.866 -77.5483
21348.083496 66.734 -76.5979
21348.266602 66.689 -74.8193
21348.449707 66.806 -73.0713
21348.632812 67.008 -72.2831
21348.815918 67.135 -72.5135
21348.999023 67.096 -72.9641
21349.182129 66.938 -72.6917
21349.365234 66.820 -71.4471
21349.548340 66.868 -70.0595
21349.731445 67.037 -69.6721
21349.914551 67.164 -70.5579
21350.097656 67.134 -71.9522
21350.280762 66.968 -72.7382
21350.463867 66.812 -72.2864
21350.646973 66.822 -71.0239
21350.830078 67.011 -70.0511
21351.013184 67.236 -69.9900
21351.196289 67.350 -70.4986
21351.379395 67.312 -70.7656
21351.562500 67.192 -70.2211
21351.745605 67.110 -68.9936
21351.928711 67.126 -67.8017
21352.111816 67.203 -67.2992
21352.294922 67.268 -67.5784
21352.478027 67.291 -68.2835
21352.661133 67.295 -69.0103
21352.844238 67.325 -69.5782
21353.027344 67.402 -70.0263
21353.210449 67.509 -70.4177
21353.393555 67.611 -70.6904
21353.576660 67.689 -70.6971
21353.759766 67.747 -70.3591
21353.942871 67.806 -69.7785
21354.125977 67.875 -69.2029
21354.309082 67.942 -68.8684
21354.492188 67.989 -68.8591
21354.675293 68.006 -69.0904
21354.858398 68.003 -69.4058
21355.041504 68.004 -69.6989
21355.224609 68.030 -69.9712
21355.407715 68.084 -70.2891
21355.590820 68.147 -70.6879
21355.773926 68.198 -71.1222
21355.957031 68.225 -71.4994
21356.140137 68.230 -71.7492
21356.323242 68.222 -71.8485
21356.506348 68.212 -71.7892
21356.689453 68.216 -71.5539
21356.872559 68.260 -71.1717
21357.055664 68.364 -70.8137
21357.238770 68.523 -70.7782
21357.421875 68.682 -71.2926
21357.604980 68.769 -72.2982
21357.788086 68.728 -73.4161
21357.971191 68.563 -74.1221
21358.154297 68.342 -74.0476
21358.337402 68.166 -73.2710
21358.520508 68.106 -72.3470
21358.703613 68.152 -71.9143
21358.886719 68.242 -72.2376
21359.069824 68.317 -73.1424
21359.252930 68.355 -74.2677
21359.436035 68.362 -75.3057
21359.619141 68.348 -76.0680
21359.802246 68.320 -76.4302
21359.985352 68.294 -76.3083
21360.168457 68.295 -75.7463
21360.351562 68.348 -75.0089
21360.534668 68.444 -74.4894
21360.717773 68.535 -74.4383
21360.900879 68.568 -74.7811
21361.083984 68.528 -75.2029
21361.267090 68.447 -75.4165
21361.450195 68.383 -75.4094
21361.633301 68.366 -75.4594
21361.816406 68.376 -75.8679
21361.999512 68.358 -76.6612
21362.182617 68.270 -77.5399
21362.365723 68.116 -78.0714
21362.548828 67.946 -77.9606
21362.731934 67.825 -77.2420
21362.915039 67.795 -76.2587
21363.098145 67.844 -75.4152
21363.281250 67.930 -74.9242
21363.464355 68.009 -74.7641
21363.647461 68.063 -74.8147
21363.830566 68.090 -75.0012
21364.013672 68.089 -75.3259
21364.196777 68.049 -75.7813
21364.379883 67.957 -76.2406
21364.562988 67.819 -76.4557
21364.746094 67.679 -76.2160
21364.929199 67.595 -75.5750
21365.112305 67.602 -74.9062
21365.295410 67.669 -74.6169
21365.478516 67.724 -74.7678
21365.661621 67.718 -75.0126
21365.844727 67.670 -74.9138
21366.027832 67.649 -74.3729
21366.210938 67.704 -73.7836
21366.394043 67.807 -73.6524
21366.577148 67.874 -74.0513
21366.760254 67.854 -74.5340
21366.943359 67.779 -74.5678
21367.126465 67.741 -74.0884
21367.309570 67.786 -73.6363
21367.492676 67.855 -73.7770
21367.675781 67.834 -74.4148
21367.858887 67.674 -74.7851
21368.041992 67.458 -74.0883
21368.225098 67.359 -72.3456
21368.408203 67.475 -70.6537
21368.591309 67.708 -70.1230
21368.774414 67.870 -70.7366
21368.957520 67.867 -71.5124
21369.140625 67.762 -71.4133
21369.323730 67.721 -70.2547
21369.506836 67.851 -68.9634
21369.689941 68.074 -68.6155
21369.873047 68.220 -69.3167
21370.056152 68.191 -70.2448
21370.239258 68.037 -70.4327
21370.422363 67.912 -69.5724
21370.605469 67.941 -68.3457
21370.788574 68.099 -67.7589
21370.971680 68.251 -68.1240
21371.154785 68.289 -68.8988
21371.337891 68.213 -69.2610
21371.520996 68.119 -68.7425
21371.704102 68.118 -67.5883
21371.887207 68.251 -66.5722
21372.070312 68.456 -66.3621
21372.253418 68.625 -67.0703
21372.436523 68.681 -68.2918
21372.619629 68.605 -69.3596
21372.802734 68.452 -69.6295
21372.985840 68.334 -68.8398
21373.168945 68.364 -67.4332
21373.352051 68.551 -66.3617
21373.535156 68.779 -66.2938
21373.718262 68.900 -67.0778
21373.901367 68.849 -67.9420
21374.084473 68.683 -68.0808
21374.267578 68.550 -67.2961
21374.450684 68.572 -66.2799
21374.633789 68.729 -65.9948
21374.816895 68.896 -66.7014
21375.000000 68.974 -67.8026
21375.183105 68.971 -68.4526
21375.366211 68.972 -68.2465
21375.549316 69.056 -67.5062
21375.732422 69.204 -66.8708
21375.915527 69.332 -66.6236
21376.098633 69.378 -66.5593
21376.281738 69.358 -66.4053
21376.464844 69.327 -66.2309
21376.647949 69.308 -66.3976
21376.831055 69.272 -67.1056
21377.014160 69.186 -68.0878
21377.197266 69.070 -68.8043
21377.380371 69.001 -68.9397
21377.563477 69.047 -68.7187
21377.746582 69.185 -68.6330
21377.929688 69.324 -68.8505
21378.112793 69.391 -69.0416
21378.295898 69.391 -68.7582
21378.479004 69.396 -67.9343
21378.662109 69.463 -67.0207
21378.845215 69.579 -66.5655
21379.028320 69.688 -66.7158
21379.211426 69.763 -67.2178
21379.394531 69.827 -67.8039
21379.577637 69.909 -68.4712
21379.760742 69.994 -69.3541
21379.943848 70.025 -70.3663
21380.126953 69.961 -71.0617
21380.310059 69.836 -70.9097
21380.493164 69.756 -69.8136
21380.676270 69.814 -68.4133
21380.859375 69.993 -67.6547
21381.042480 70.185 -67.9817
21381.225586 70.290 -69.0944
21381.408691 70.288 -70.3352
21381.591797 70.231 -71.1726
21381.774902 70.193 -71.4763
21381.958008 70.218 -71.4720
21382.141113 70.297 -71.4586
21382.324219 70.391 -71.5864
21382.507324 70.463 -71.8598
21382.690430 70.492 -72.2257
21382.873535 70.469 -72.5945
21383.056641 70.404 -72.8249
21383.239746 70.335 -72.7975
21383.422852 70.319 -72.5811
21383.605957 70.393 -72.4952
21383.789062 70.534 -72.8878
21383.972168 70.677 -73.8050
21384.155273 70.763 -74.9123
21384.338379 70.786 -75.7403
21384.521484 70.787 -76.0408
21384.704590 70.813 -75.9777
21384.887695 70.863 -75.9513
21385.070801 70.892 -76.1974
21385.253906 70.857 -76.5868
21385.437012 70.765 -76.8055
21385.620117 70.676 -76.7071
21385.803223 70.648 -76.5075
21385.986328 70.684 -76.6001
21386.169434 70.736 -77.1698
21386.352539 70.750 -78.0346
21386.535645 70.709 -78.8345
21386.718750 70.639 -79.3246
21386.901855 70.571 -79.5188
21387.084961 70.518 -79.5912
21387.268066 70.471 -79.6708
21387.451172 70.427 -79.7667
21387.634277 70.398 -79.8771
21387.817383 70.400 -80.0984
21388.000488 70.426 -80.5615
21388.183594 70.447 -81.2496
21388.366699 70.435 -81.9225
21388.549805 70.399 -82.2631
21388.732910 70.375 -82.1366
21388.916016 70.396 -81.7328
21389.099121 70.452 -81.4153
21389.282227 70.493 -81.3995
21389.465332 70.469 -81.5989
21389.648438 70.376 -81.7633
21389.831543 70.251 -81.7450
21390.014648 70.141 -81.6506
21390.197754 70.064 -81.7296
21390.380859 70.004 -82.0978
21390.563965 69.939 -82.5938
21390.747070 69.877 -82.9157
21390.930176 69.854 -82.9012
21391.113281 69.900 -82.6846
21391.296387 69.999 -82.5566
21391.479492 70.096 -82.6633
21391.662598 70.138 -82.8764
21391.845703 70.114 -82.9405
21392.028809 70.054 -82.7290
21392.211914 69.994 -82.3700
21392.395020 69.943 -82.1106
21392.578125 69.883 -82.0465
21392.761230 69.804 -82.0166
21392.944336 69.735 -81.7881
21393.127441 69.724 -81.3494
21393.310547 69.794 -80.9898
21393.493652 69.906 -81.0144
21393.676758 69.981 -81.3933
21393.859863 69.972 -81.7355
21394.042969 69.897 -81.6011
21394.226074 69.827 -80.9012
21394.409180 69.821 -80.0488
21394.592285 69.866 -79.6222
21394.775391 69.895 -79.8364
21394.958496 69.857 -80.3963
21395.141602 69.769 -80.8114
21395.324707 69.701 -80.8367
21395.507812 69.714 -80.6731
21395.690918 69.802 -80.7073
21395.874023 69.896 -81.0543
21396.057129 69.942 -81.4301
21396.240234 69.941 -81.4474
21396.423340 69.942 -81.0080
21396.606445 69.983 -80.4239
21396.789551 70.048 -80.1140
21396.972656 70.085 -80.1937
21397.155762 70.066 -80.4143
21397.338867 70.022 -80.4703
21397.521973 70.015 -80.3490
21397.705078 70.075 -80.3665
21397.888184 70.165 -80.8134
21398.071289 70.216 -81.5971
21398.254395 70.192 -82.2665
21398.437500 70.124 -82.3667
21398.620605 70.090 -81.8457
21398.803711 70.146 -81.1819
21398.986816 70.268 -81.0171
21399.169922 70.371 -81.6251
21399.353027 70.376 -82.7476
21399.536133 70.265 -83.8208
21399.719238 70.086 -84.3162
21399.902344 69.930 -84.0378
21400.085449 69.878 -83.2517
21400.268555 69.950 -82.5079
21400.451660 70.093 -82.2440
21400.634766 70.226 -82.5249
21400.817871 70.292 -83.0843
21401.000977 70.278 -83.5380
21401.184082 70.221 -83.6179
21401.367188 70.175 -83.3420
21401.550293 70.178 -83.0117
21401.733398 70.218 -82.9823
21401.916504 70.248 -83.3748
21402.099609 70.229 -83.9898
21402.282715 70.159 -84.4733
21402.465820 70.080 -84.5950
21402.648926 70.047 -84.4471
21402.832031 70.076 -84.3813
21403.015137 70.133 -84.6980
21403.198242 70.160 -85.3841
21403.381348 70.127 -86.1341
21403.564453 70.050 -86.5908
21403.747559 69.982 -86.6164
21403.930664 69.968 -86.4010
21404.113770 70.007 -86.2918
21404.296875 70.054 -86.4801
21404.479980 70.057 -86.8497
21404.663086 70.000 -87.0959
21404.846191 69.911 -86.9798
21405.029297 69.837 -86.5245
21405.212402 69.806 -86.0014
21405.395508 69.804 -85.6976
21405.578613 69.796 -85.6829
21405.761719 69.760 -85.7936
21405.944824 69.705 -85.8129
21406.127930 69.663 -85.6708
21406.311035 69.657 -85.4984
21406.494141 69.680 -85.4942
21406.677246 69.704 -85.7410
21406.860352 69.700 -86.1494
21407.043457 69.666 -86.5486
21407.226562 69.616 -86.8121
21407.409668 69.576 -86.9171
21407.592773 69.563 -86.9213
21407.775879 69.583 -86.9098
21407.958984 69.630 -86.9622
21408.142090 69.685 -87.1230
21408.325195 69.719 -87.3520
21408.508301 69.713 -87.4933
21408.691406 69.670 -87.3432
21408.874512 69.626 -86.8301
21409.057617 69.621 -86.1717
21409.240723 69.659 -85.7846
21409.423828 69.693 -85.9378
21409.606934 69.664 -86.4848
21409.790039 69.562 -86.9539
21409.973145 69.443 -86.9329
21410.156250 69.394 -86.4693
21410.339355 69.447 -86.0780
21410.522461 69.542 -86.2151
21410.705566 69.579 -86.7923
21410.888672 69.515 -87.2627
21411.071777 69.397 -87.1285
21411.254883 69.321 -86.4403
21411.437988 69.334 -85.8064
21411.621094 69.388 -85.7702
21411.804199 69.398 -86.2536
21411.987305 69.338 -86.6908
21412.170410 69.270 -86.6199
21412.353516 69.278 -86.1569
21412.536621 69.367 -85.8433
21412.719727 69.454 -85.9719
21412.902832 69.453 -86.2276
21413.085938 69.364 -86.0320
21413.269043 69.272 -85.1992
21413.452148 69.255 -84.2652
21413.635254 69.282 -83.9990
21413.818359 69.245 -84.5771
21414.001465 69.079 -85.4099
21414.184570 68.832 -85.6940
21414.367676 68.645 -85.1639
21414.550781 68.619 -84.4005
21414.733887 68.711 -84.1672
21414.916992 68.793 -84.4990
21415.100098 68.792 -84.7068
21415.283203 68.760 -84.1410
21415.466309 68.806 -82.9227
21415.649414 68.961 -81.8911
21415.832520 69.128 -81.6857
21416.015625 69.184 -82.1062
21416.198730 69.101 -82.4115
21416.381836 68.960 -82.0419
21416.564941 68.879 -81.1281
21416.748047 68.891 -80.2968
21416.931152 68.937 -79.9128
21417.114258 68.953 -79.7190
21417.297363 68.952 -79.2557
21417.480469 69.004 -78.4784
21417.663574 69.138 -77.8522
21417.846680 69.291 -77.7769
21418.029785 69.379 -78.0829
21418.212891 69.381 -78.2017
21418.395996 69.363 -77.7561
21418.579102 69.407 -76.9803
21418.762207 69.516 -76.4753
21418.945312 69.606 -76.5121
21419.128418 69.610 -76.7426
21419.311523 69.542 -76.5924
21419.494629 69.497 -75.8772
21419.677734 69.548 -75.0531
21419.860840 69.678 -74.7525
21420.043945 69.801 -75.1239
21420.227051 69.864 -75.7717
21420.410156 69.888 -76.2297
21420.593262 69.932 -76.3974
21420.776367 70.021 -76.5305
21420.959473 70.118 -76.8284
21421.142578 70.180 -77.1421
21421.325684 70.208 -77.1497
21421.508789 70.253 -76.7666
21421.691895 70.354 -76.3134
21421.875000 70.488 -76.2043
21422.058105 70.596 -76.5177
21422.241211 70.647 -76.9713
21422.424316 70.664 -77.2743
21422.607422 70.695 -77.4413
21422.790527 70.750 -77.7231
21422.973633 70.791 -78.2303
21423.156738 70.782 -78.7217
21423.339844 70.744 -78.8283
21423.522949 70.744 -78.4904
21423.706055 70.826 -78.1260
21423.889160 70.956 -78.2409
21424.072266 71.050 -78.8970
21424.255371 71.061 -79.6691
21424.438477 71.018 -80.0730
21424.621582 71.000 -80.0387
21424.804688 71.051 -79.9783
21424.987793 71.136 -80.3170
21425.170898 71.181 -81.0161
21425.354004 71.158 -81.6327
21425.537109 71.114 -81.7904
21425.720215 71.124 -81.5895
21425.903320 71.208 -81.5293
21426.086426 71.310 -81.9730
21426.269531 71.359 -82.7851
21426.452637 71.333 -83.5097
21426.635742 71.280 -83.8190
21426.818848 71.261 -83.8044
21427.001953 71.293 -83.8364
21427.185059 71.335 -84.1372
21427.368164 71.348 -84.5709
21427.551270 71.334 -84.8533
21427.734375 71.335 -84.8980
21427.917480 71.379 -84.9281
21428.100586 71.447 -85.2304
21428.283691 71.489 -85.8470
21428.466797 71.474 -86.5506
21428.649902 71.411 -87.0768
21428.833008 71.332 -87.3471
21429.016113 71.263 -87.4771
21429.199219 71.205 -87.5986
21429.382324 71.157 -87.7313
21429.565430 71.128 -87.8544
21429.748535 71.137 -88.0517
21429.931641 71.176 -88.4914
21430.114746 71.208 -89.2208
21430.297852 71.192 -90.0161
21430.480957 71.124 -90.4865
21430.664062 71.051 -90.3755
21430.847168 71.032 -89.8231
21431.030273 71.085 -89.3046
21431.213379 71.165 -89.2352
21431.396484 71.204 -89.6492
21431.579590 71.165 -90.2461
21431.762695 71.068 -90.6697
21431.945801 70.968 -90.7684
21432.128906 70.917 -90.6716
21432.312012 70.931 -90.6489
21432.495117 70.987 -90.8868
21432.678223 71.048 -91.3817
21432.861328 71.085 -91.9848
21433.044434 71.086 -92.5069
21433.227539 71.057 -92.8072
21433.410645 71.016 -92.8504
21433.593750 70.978 -92.7160
21433.776855 70.947 -92.5407
21433.959961 70.917 -92.4218
21434.143066 70.880 -92.3645
21434.326172 70.838 -92.3283
21434.509277 70.801 -92.3168
21434.692383 70.772 -92.3931
21434.875488 70.737 -92.5857
21435.058594 70.682 -92.7976
21435.241699 70.616 -92.8648
21435.424805 70.575 -92.7569
21435.607910 70.585 -92.7099
21435.791016 70.626 -93.0632
21435.974121 70.634 -93.8969
21436.157227 70.549 -94.8455
21436.340332 70.374 -95.2840
21436.523438 70.195 -94.7882
21436.706543 70.120 -93.5870
21436.889648 70.185 -92.4935
21437.072754 70.303 -92.1790
21437.255859 70.351 -92.6070
21437.438965 70.269 -93.1903
21437.622070 70.096 -93.3241
21437.805176 69.927 -92.8474
21437.988281 69.838 -92.1331
21438.171387 69.826 -91.6846
21438.354492 69.839 -91.6585
21438.537598 69.839 -91.8301
21438.720703 69.828 -91.9118
21438.903809 69.831 -91.8128
21439.086914 69.853 -91.6163
21439.270020 69.880 -91.3865
21439.453125 69.898 -91.0819
21439.636230 69.914 -90.6606
21439.819336 69.941 -90.1952
21440.002441 69.979 -89.8189
21440.185547 70.017 -89.5725
21440.368652 70.057 -89.3818
21440.551758 70.116 -89.2213
21440.734863 70.208 -89.2415
21440.917969 70.308 -89.6332
21441.101074 70.359 -90.3378
21441.284180 70.326 -90.9498
21441.467285 70.240 -90.9758
21441.650391 70.191 -90.2964
21441.833496 70.250 -89.4128
21442.016602 70.389 -89.0398
21442.199707 70.500 -89.3884
21442.382812 70.502 -89.9710
21442.565918 70.413 -90.0485
21442.749023 70.342 -89.2990
21442.932129 70.397 -88.2079
21443.115234 70.567 -87.6565
21443.298340 70.737 -88.0430
21443.481445 70.804 -88.9922
21443.664551 70.756 -89.7932
21443.847656 70.671 -90.0041
21444.030762 70.642 -89.7919
21444.213867 70.695 -89.7197
21444.396973 70.771 -90.1500
21444.580078 70.797 -90.9322
21444.763184 70.753 -91.6214
21444.946289 70.674 -91.8805
21445.129395 70.617 -91.7145
21445.312500 70.610 -91.3963
21445.495605 70.645 -91.2136
21445.678711 70.697 -91.3159
21445.861816 70.738 -91.7376
21446.044922 70.745 -92.4294
21446.228027 70.693 -93.2083
21446.411133 70.581 -93.7349
21446.594238 70.452 -93.6722
21446.777344 70.384 -93.0018
21446.960449 70.431 -92.1927
21447.143555 70.562 -91.8775
21447.326660 70.679 -92.2857
21447.509766 70.697 -93.0681
21447.692871 70.613 -93.6235
21447.875977 70.498 -93.5935
21448.059082 70.439 -93.1745
21448.242188 70.460 -92.9229
21448.425293 70.503 -93.1792
21448.608398 70.506 -93.7611
21448.791504 70.460 -94.2113
21448.974609 70.421 -94.2679
21449.157715 70.440 -94.1130
21449.340820 70.514 -94.1474
21449.523926 70.582 -94.5328
21449.707031 70.592 -95.0323
21449.890137 70.548 -95.2706
21450.073242 70.498 -95.1034
21450.256348 70.484 -94.7488
21450.439453 70.499 -94.5443
21450.622559 70.503 -94.6007
21450.805664 70.469 -94.7462
21450.988770 70.411 -94.7729
21451.171875 70.367 -94.6861
21451.354980 70.349 -94.6900
21451.538086 70.336 -94.9311
21451.721191 70.298 -95.3065
21451.904297 70.232 -95.5515
21452.087402 70.173 -95.5006
21452.270508 70.156 -95.2539
21452.453613 70.184 -95.0686
21452.636719 70.225 -95.0937
21452.819824 70.246 -95.2542
21453.002930 70.244 -95.3911
21453.186035 70.240 -95.4697
21453.369141 70.246 -95.6232
21453.552246 70.247 -95.9820
21453.735352 70.216 -96.4811
21453.918457 70.148 -96.8638
21454.101562 70.075 -96.8911
21454.284668 70.046 -96.5802
21454.467773 70.085 -96.2366
21454.650879 70.161 -96.2007
21454.833984 70.207 -96.5435
21455.017090 70.168 -96.9987
21455.200195 70.041 -97.1410
21455.383301 69.875 -96.6650
21455.566406 69.749 -95.6239
21455.749512 69.715 -94.4538
21455.932617 69.761 -93.6799
21456.115723 69.825 -93.5347
21456.298828 69.843 -93.8362
21456.481934 69.796 -94.1687
21456.665039 69.711 -94.1778
21456.848145 69.641 -93.7982
21457.031250 69.618 -93.2655
21457.214355 69.632 -92.8787
21457.397461 69.646 -92.7338
21457.580566 69.641 -92.6953
21457.763672 69.630 -92.5947
21457.946777 69.645 -92.4301
21458.129883 69.699 -92.3521
21458.312988 69.772 -92.4469
21458.496094 69.833 -92.5806
21458.679199 69.883 -92.5062
21458.862305 69.950 -92.1421
21459.045410 70.056 -91.7243
21459.228516 70.174 -91.6097
21459.411621 70.236 -91.8987
21459.594727 70.193 -92.2883
21459.777832 70.061 -92.2950
21459.960938 69.927 -91.6810
21460.144043 69.886 -90.7551
21460.327148 69.954 -90.1652
21460.510254 70.065 -90.2885
21460.693359 70.137 -90.9158
21460.876465 70.147 -91.5079
21461.059570 70.140 -91.6798
21461.242676 70.176 -91.5063
21461.425781 70.268 -91.3934
21461.608887 70.365 -91.6351
21461.791992 70.409 -92.1412
21461.975098 70.381 -92.5686
21462.158203 70.314 -92.6373
21462.341309 70.261 -92.3362
21462.524414 70.254 -91.8711
21462.707520 70.295 -91.4573
21462.890625 70.371 -91.2113
21463.073730 70.475 -91.2213
21463.256836 70.588 -91.6059
21463.439941 70.672 -92.4135
21463.623047 70.685 -93.4712
21463.806152 70.615 -94.3859
21463.989258 70.499 -94.7593
21464.172363 70.416 -94.4972
21464.355469 70.425 -93.9409
21464.538574 70.518 -93.5997
21464.721680 70.628 -93.7145
21464.904785 70.693 -94.1303
21465.087891 70.695 -94.5320
21465.270996 70.655 -94.7291
21465.454102 70.595 -94.7374
21465.637207 70.525 -94.6335
21465.820312 70.448 -94.3951
21466.003418 70.386 -93.9472
21466.186523 70.380 -93.3671
21466.369629 70.450 -92.9620
21466.552734 70.563 -93.0412
21466.735840 70.654 -93.6171
21466.918945 70.677 -94.3774
21467.102051 70.636 -94.9373
21467.285156 70.574 -95.1333
21467.468262 70.529 -95.1121
21467.651367 70.504 -95.1293
21467.834473 70.474 -95.2703
21468.017578 70.425 -95.4023
21468.200684 70.375 -95.3703
21468.383789 70.350 -95.1843
21468.566895 70.357 -94.9793
21468.750000 70.375 -94.8159
21468.933105 70.387 -94.5973
21469.116211 70.403 -94.2264
21469.299316 70.444 -93.8055
21469.482422 70.508 -93.6021
21469.665527 70.560 -93.7765
21469.848633 70.562 -94.1914
21470.031738 70.517 -94.5351
21470.214844 70.473 -94.6332
21470.397949 70.472 -94.6292
21470.581055 70.509 -94.7991
21470.764160 70.534 -95.1835
21470.947266 70.516 -95.4899
21471.130371 70.480 -95.3983
21471.313477 70.488 -94.9656
21471.496582 70.561 -94.6604
21471.679688 70.647 -94.8830
21471.862793 70.666 -95.5059
21472.045898 70.595 -95.9577
21472.229004 70.503 -95.7495
21472.412109 70.494 -95.0027
21472.595215 70.602 -94.4066
21472.778320 70.744 -94.4984
21472.961426 70.809 -95.1205
21473.144531 70.761 -95.6428
21473.327637 70.662 -95.5908
21473.510742 70.609 -95.1204
21473.693848 70.631 -94.8571
21473.876953 70.664 -95.1769
21474.060059 70.640 -95.7864
21474.243164 70.570 -96.0550
21474.426270 70.547 -95.7030
21474.609375 70.644 -95.1712
21474.792480 70.820 -95.1607
21474.975586 70.944 -95.8262
21475.158691 70.925 -96.6144
21475.341797 70.782 -96.7874
21475.524902 70.630 -96.1098
21475.708008 70.578 -95.1613
21475.891113 70.617 -94.8004
21476.074219 70.652 -95.2838
21476.257324 70.622 -96.1093
21476.440430 70.566 -96.5999
21476.623535 70.579 -96.5653
21476.806641 70.707 -96.4351
21476.989746 70.889 -96.6881
21477.172852 71.018 -97.2733
21477.355957 71.040 -97.6983
21477.539062 70.994 -97.5641
21477.722168 70.958 -97.0034
21477.905273 70.968 -96.5907
21478.088379 70.981 -96.7596
21478.271484 70.944 -97.4024
21478.454590 70.857 -98.0574
21478.637695 70.782 -98.3891
21478.820801 70.778 -98.4713
21479.003906 70.842 -98.5880
21479.187012 70.917 -98.8077
21479.370117 70.961 -98.8852
21479.553223 70.986 -98.5972
21479.736328 71.032 -98.0996
21479.919434 71.104 -97.8641
21480.102539 71.146 -98.2072
21480.285645 71.099 -98.9617
21480.468750 70.964 -99.6316
21480.651855 70.811 -99.8411
21480.834961 70.723 -99.6747
21481.018066 70.724 -99.5437
21481.201172 70.758 -99.6723
21481.384277 70.767 -99.8394
21481.567383 70.754 -99.6696
21481.750488 70.771 -99.1248
21481.933594 70.855 -98.6527
21482.116699 70.964 -98.7629
21482.299805 71.016 -99.5065
21482.482910 70.967 -100.4479
21482.666016 70.849 -101.0662
21482.849121 70.739 -101.1860
21483.032227 70.688 -101.0661
21483.215332 70.680 -101.0327
21483.398438 70.667 -101.0863
21483.581543 70.637 -100.9753
21483.764648 70.630 -100.6232
21483.947754 70.687 -100.3869
21484.130859 70.777 -100.7646
21484.313965 70.819 -101.8460
21484.497070 70.753 -103.1479
21484.680176 70.604 -103.9596
21484.863281 70.473 -103.9032
21485.046387 70.457 -103.2906
21485.229492 70.554 -102.8219
21485.412598 70.666 -102.8494
21485.595703 70.701 -103.0953
21485.778809 70.649 -103.0341
21485.961914 70.578 -102.4489
21486.145020 70.559 -101.6680
21486.328125 70.593 -101.2368
21486.511230 70.629 -101.3756
21486.694336 70.630 -101.8577
21486.877441 70.608 -102.3483
21487.060547 70.602 -102.7548
21487.243652 70.614 -103.2134
21487.426758 70.600 -103.7494
21487.609863 70.515 -104.0488
21487.792969 70.381 -103.6546
21487.976074 70.285 -102.4723
21488.159180 70.311 -101.0973
21488.342285 70.436 -100.4152
21488.525391 70.544 -100.7887
21488.708496 70.541 -101.7929
21488.891602 70.427 -102.6362
21489.074707 70.299 -102.7943
21489.257812 70.268 -102.4466
21489.440918 70.357 -102.2845
21489.624023 70.476 -102.7647
21489.807129 70.513 -103.6647
21489.990234 70.428 -104.3265
21490.173340 70.277 -104.2031
21490.356445 70.167 -103.3123
21490.539551 70.165 -102.2553
21490.722656 70.244 -101.6905
21490.905762 70.326 -101.8060
21491.088867 70.355 -102.3229
21491.271973 70.330 -102.8370
21491.455078 70.282 -103.0996
21491.638184 70.242 -103.0743
21491.821289 70.226 -102.8315
21492.004395 70.238 -102.4543
21492.187500 70.283 -102.0533
21492.370605 70.356 -101.7999
21492.553711 70.434 -101.8528
21492.736816 70.482 -102.2148
21492.919922 70.473 -102.6780
21493.103027 70.416 -102.9378
