* Generated by rew_pipeline.py (source UUID 9e8dedfa-8b56-4da9-abd5-de1186520615, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -0.999958 s))
* Measurement: L.filtered.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:46
* Note: ; Trace Arithmetic A times B A = L.nofdw.120.green.multipos.fdw6 B = FLX-trimmed.120.green.multipos.fdw6
* Smoothing: None
* Frequency Step: 0.1831055 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
405.029297 69.561 50.0488
405.212402 69.270 50.2110
405.395508 68.912 50.7927
405.578613 68.538 52.0597
405.761719 68.229 53.9294
405.944824 68.029 55.9855
406.127930 67.911 57.9003
406.311035 67.825 59.7728
406.494141 67.762 61.9732
406.677246 67.765 64.7030
406.860352 67.871 67.7576
407.043457 68.072 70.7498
407.226562 68.320 73.4881
407.409668 68.586 76.0219
407.592773 68.876 78.3858
407.775879 69.201 80.4462
407.958984 69.546 82.0523
408.142090 69.885 83.2620
408.325195 70.212 84.3275
408.508301 70.561 85.4421
408.691406 70.970 86.5216
408.874512 71.440 87.2772
409.057617 71.929 87.5124
409.240723 72.385 87.3037
409.423828 72.786 86.8968
409.606934 73.147 86.4752
409.790039 73.495 86.0250
409.973145 73.840 85.4029
410.156250 74.170 84.5205
410.339355 74.470 83.4472
410.522461 74.741 82.3425
410.705566 75.004 81.3032
410.888672 75.280 80.2810
411.071777 75.568 79.1472
411.254883 75.850 77.8347
411.437988 76.103 76.4081
411.621094 76.324 75.0050
411.804199 76.525 73.7160
411.987305 76.726 72.5141
412.170410 76.932 71.2929
412.353516 77.134 69.9690
412.536621 77.320 68.5484
412.719727 77.483 67.1040
412.902832 77.628 65.6997
413.085938 77.766 64.3396
413.269043 77.900 62.9806
413.452148 78.027 61.5872
413.635254 78.144 60.1684
413.818359 78.251 58.7637
414.001465 78.355 57.3972
414.184570 78.465 56.0470
414.367676 78.582 54.6569
414.550781 78.701 53.1782
414.733887 78.813 51.6014
414.916992 78.912 49.9545
415.100098 78.994 48.2772
415.283203 79.062 46.5948
415.466309 79.118 44.9114
415.649414 79.165 43.2198
415.832520 79.200 41.5186
416.015625 79.222 39.8222
416.198730 79.231 38.1585
416.381836 79.229 36.5547
416.564941 79.222 35.0157
416.748047 79.215 33.5101
416.931152 79.204 31.9796
417.114258 79.181 30.3784
417.297363 79.132 28.7211
417.480469 79.048 27.1008
417.663574 78.931 25.6517
417.846680 78.804 24.4645
418.029785 78.690 23.5094
418.212891 78.605 22.6373
418.395996 78.537 21.6871
418.579102 78.461 20.6184
418.762207 78.354 19.5517
418.945312 78.218 18.6787
419.128418 78.077 18.1074
419.311523 77.962 17.7637
419.494629 77.882 17.4419
419.677734 77.818 16.9776
419.860840 77.743 16.3781
420.043945 77.645 15.7930
420.227051 77.536 15.3651
420.410156 77.443 15.1002
420.593262 77.379 14.8684
420.776367 77.337 14.5347
420.959473 77.294 14.0832
421.142578 77.238 13.6175
421.325684 77.173 13.2574
421.508789 77.115 13.0426
421.691895 77.073 12.9282
421.875000 77.048 12.8540
422.058105 77.035 12.7974
422.241211 77.033 12.7553
422.424316 77.046 12.6974
422.607422 77.071 12.5670
422.790527 77.100 12.3374
422.973633 77.125 12.0488
423.156738 77.150 11.7676
423.339844 77.186 11.5037
423.522949 77.240 11.1839
423.706055 77.301 10.7291
423.889160 77.350 10.1579
424.072266 77.377 9.5965
424.255371 77.395 9.1660
424.438477 77.426 8.8492
424.621582 77.484 8.4781
424.804688 77.553 7.8802
424.987793 77.603 7.0455
425.170898 77.618 6.1455
425.354004 77.609 5.3910
425.537109 77.610 4.8563
425.720215 77.648 4.4222
425.903320 77.722 3.8948
426.086426 77.808 3.1810
426.269531 77.881 2.3434
426.452637 77.937 1.5055
426.635742 77.986 0.7274
426.818848 78.040 -0.0326
427.001953 78.101 -0.8530
427.185059 78.162 -1.7686
427.368164 78.221 -2.7610
427.551270 78.282 -3.8095
427.734375 78.350 -4.9255
427.917480 78.421 -6.1300
428.100586 78.491 -7.4113
428.283691 78.555 -8.7293
428.466797 78.620 -10.0705
428.649902 78.687 -11.4879
428.833008 78.751 -13.0657
429.016113 78.796 -14.8343
429.199219 78.811 -16.7254
429.382324 78.798 -18.6229
429.565430 78.776 -20.4673
429.748535 78.764 -22.3167
429.931641 78.763 -24.2939
430.114746 78.756 -26.4660
430.297852 78.723 -28.7751
430.480957 78.657 -31.0874
430.664062 78.567 -33.3079
430.847168 78.467 -35.4537
431.030273 78.361 -37.6202
431.213379 78.240 -39.8778
431.396484 78.092 -42.2101
431.579590 77.917 -44.5522
431.762695 77.728 -46.8808
431.945801 77.530 -49.2500
432.128906 77.320 -51.7284
432.312012 77.079 -54.2988
432.495117 76.796 -56.8372
432.678223 76.479 -59.2027
432.861328 76.149 -61.3660
433.044434 75.816 -63.4469
433.227539 75.469 -65.6054
433.410645 75.076 -67.8804
433.593750 74.615 -70.1379
433.776855 74.086 -72.1782
433.959961 73.518 -73.9061
434.143066 72.935 -75.4108
434.326172 72.339 -76.8606
434.509277 71.705 -78.2988
434.692383 71.015 -79.5452
434.875488 70.276 -80.3029
435.058594 69.531 -80.3726
435.241699 68.824 -79.7832
435.424805 68.177 -78.7102
435.607910 67.583 -77.2829
435.791016 67.039 -75.5335
435.974121 66.549 -73.5309
436.157227 66.107 -71.4506
436.340332 65.685 -69.4188
436.523438 65.251 -67.3334
436.706543 64.815 -64.9538
436.889648 64.425 -62.2276
437.072754 64.122 -59.4710
437.255859 63.883 -57.0925
437.438965 63.646 -55.1557
437.622070 63.377 -53.3505
437.805176 63.102 -51.3975
437.988281 62.866 -49.4145
438.171387 62.660 -47.7928
438.354492 62.414 -46.6917
438.537598 62.065 -45.7726
438.720703 61.621 -44.4558
438.903809 61.163 -42.4312
439.086914 60.774 -39.9518
439.270020 60.460 -37.5328
439.453125 60.161 -35.3586
439.636230 59.834 -33.1598
439.819336 59.492 -30.6425
440.002441 59.163 -27.8614
440.185547 58.819 -25.0276
440.368652 58.390 -21.9625
440.551758 57.854 -17.9195
440.734863 57.326 -12.1190
440.917969 57.021 -4.7207
441.101074 57.055 2.9203
441.284180 57.330 9.5695
441.467285 57.686 15.1982
441.650391 58.067 20.4556
441.833496 58.519 25.7448
442.016602 59.092 30.9274
442.199707 59.784 35.6211
442.382812 60.550 39.5543
442.565918 61.339 42.6422
442.749023 62.110 44.9254
442.932129 62.839 46.5168
443.115234 63.526 47.5251
443.298340 64.181 47.9587
443.481445 64.804 47.7293
443.664551 65.369 46.8083
443.847656 65.837 45.4067
444.030762 66.192 43.9857
444.213867 66.473 43.0427
444.396973 66.763 42.7673
444.580078 67.141 42.8184
444.763184 67.609 42.5454
444.946289 68.088 41.5377
445.129395 68.491 39.9207
445.312500 68.778 38.1812
445.495605 68.980 36.7911
445.678711 69.165 35.8973
445.861816 69.389 35.2515
446.044922 69.653 34.4485
446.228027 69.910 33.2630
446.411133 70.111 31.7719
446.594238 70.234 30.2333
446.777344 70.295 28.9009
446.960449 70.332 27.9003
447.143555 70.394 27.1865
447.326660 70.515 26.5641
447.509766 70.705 25.7671
447.692871 70.944 24.5877
447.875977 71.191 22.9965
448.059082 71.406 21.1653
448.242188 71.577 19.3637
448.425293 71.719 17.7824
448.608398 71.860 16.3971
448.791504 72.014 14.9871
448.974609 72.165 13.3173
449.157715 72.281 11.3262
449.340820 72.344 9.1518
449.523926 72.363 7.0017
449.707031 72.372 4.9930
449.890137 72.399 3.0883
450.073242 72.453 1.1697
450.256348 72.521 -0.8417
450.439453 72.588 -2.9502
450.622559 72.647 -5.1525
450.805664 72.695 -7.5060
450.988770 72.723 -10.1090
451.171875 72.715 -13.0129
451.354980 72.660 -16.1666
451.538086 72.560 -19.4526
451.721191 72.432 -22.7802
451.904297 72.292 -26.1460
452.087402 72.141 -29.6034
452.270508 71.964 -33.1746
452.453613 71.743 -36.8058
452.636719 71.472 -40.4164
452.819824 71.159 -43.9974
453.002930 70.814 -47.6558
453.186035 70.438 -51.5484
453.369141 70.018 -55.7606
453.552246 69.548 -60.2519
453.735352 69.034 -64.9276
453.918457 68.498 -69.7737
454.101562 67.948 -74.9229
454.284668 67.365 -80.5717
454.467773 66.709 -86.8205
454.650879 65.944 -93.6008
454.833984 65.077 -100.7649
455.017090 64.162 -108.2862
455.200195 63.286 -116.4320
455.383301 62.522 -125.7195
455.566406 61.901 -136.5968
455.749512 61.426 -149.0868
455.932617 61.108 -162.6863
456.115723 60.984 -176.5312
456.298828 61.104 170.3024
456.481934 61.492 158.4822
456.665039 62.115 148.2432
456.848145 62.883 139.4802
457.031250 63.683 131.9908
457.214355 64.426 125.6271
457.397461 65.068 120.2826
457.580566 65.607 115.8063
457.763672 66.069 111.9580
457.946777 66.482 108.4453
458.129883 66.867 105.0121
458.312988 67.235 101.5090
458.496094 67.595 97.9099
458.679199 67.944 94.2852
458.862305 68.277 90.7591
459.045410 68.586 87.4656
459.228516 68.863 84.5031
459.411621 69.102 81.9018
459.594727 69.298 79.6249
459.777832 69.445 77.6095
459.960938 69.538 75.8284
460.144043 69.581 74.3207
460.327148 69.595 73.1636
460.510254 69.614 72.3868
460.693359 69.677 71.8859
460.876465 69.804 71.4199
461.059570 69.977 70.7337
461.242676 70.152 69.7274
461.425781 70.286 68.5354
461.608887 70.362 67.4574
461.791992 70.407 66.7704
461.975098 70.478 66.5149
462.158203 70.620 66.4146
462.341309 70.827 66.0769
462.524414 71.043 65.3456
462.707520 71.217 64.4557
462.890625 71.342 63.8505
463.073730 71.469 63.8077
463.256836 71.662 64.1511
463.439941 71.934 64.3579
463.623047 72.226 64.0334
463.806152 72.463 63.2487
463.989258 72.623 62.4121
464.172363 72.754 61.8606
464.355469 72.929 61.5228
464.538574 73.180 60.9681
464.721680 73.467 59.8459
464.904785 73.720 58.2358
465.087891 73.908 56.5515
465.270996 74.058 55.1624
465.454102 74.219 54.0774
465.637207 74.415 52.9657
465.820312 74.607 51.5168
466.003418 74.742 49.7547
466.186523 74.798 47.9934
466.369629 74.811 46.5227
466.552734 74.844 45.3190
466.735840 74.927 44.0572
466.918945 75.033 42.4465
467.102051 75.111 40.5333
467.285156 75.134 38.6530
467.468262 75.126 37.1212
467.651367 75.134 35.9543
467.834473 75.178 34.8753
468.017578 75.232 33.6126
468.200684 75.249 32.1690
468.383789 75.214 30.7790
468.566895 75.155 29.6377
468.750000 75.116 28.6801
468.933105 75.111 27.6359
469.116211 75.113 26.3174
469.299316 75.084 24.8203
469.482422 75.012 23.4354
469.665527 74.925 22.3860
469.848633 74.860 21.6427
470.031738 74.827 20.9915
470.214844 74.804 20.2783
470.397949 74.764 19.5517
470.581055 74.707 18.9582
470.764160 74.658 18.5280
470.947266 74.639 18.0939
471.130371 74.640 17.4394
471.313477 74.632 16.5129
471.496582 74.594 15.4701
471.679688 74.536 14.5180
471.862793 74.487 13.7238
472.045898 74.468 12.9684
472.229004 74.469 12.0823
472.412109 74.463 11.0197
472.595215 74.424 9.8995
472.778320 74.352 8.9023
472.961426 74.264 8.1354
473.144531 74.186 7.5703
473.327637 74.130 7.0840
473.510742 74.091 6.5598
473.693848 74.058 5.9672
473.876953 74.022 5.3700
474.060059 73.987 4.8637
474.243164 73.973 4.4742
474.426270 73.996 4.0872
474.609375 74.053 3.4933
474.792480 74.112 2.5493
474.975586 74.134 1.3229
475.158691 74.104 0.0745
475.341797 74.049 -0.9373
475.524902 74.022 -1.7013
475.708008 74.058 -2.5227
475.891113 74.134 -3.7753
476.074219 74.189 -5.5493
476.257324 74.172 -7.5628
476.440430 74.086 -9.3985
476.623535 73.984 -10.8613
476.806641 73.919 -12.1703
476.989746 73.891 -13.7666
477.172852 73.842 -15.8775
477.355957 73.714 -18.2953
477.539062 73.501 -20.5600
477.722168 73.258 -22.3496
477.905273 73.058 -23.7736
478.088379 72.921 -25.2790
478.271484 72.797 -27.2042
478.454590 72.616 -29.4643
478.637695 72.353 -31.6780
478.820801 72.044 -33.5496
479.003906 71.745 -35.1605
479.187012 71.477 -36.8949
479.370117 71.203 -39.0454
479.553223 70.870 -41.5201
479.736328 70.459 -43.9405
479.919434 70.003 -45.9816
480.102539 69.552 -47.6439
480.285645 69.119 -49.2099
480.468750 68.667 -50.9273
480.651855 68.142 -52.7771
480.834961 67.523 -54.5620
481.018066 66.822 -56.1557
481.201172 66.062 -57.6137
481.384277 65.244 -59.0203
481.567383 64.365 -60.2648
481.750488 63.453 -61.0876
481.933594 62.571 -61.4435
482.116699 61.747 -61.7620
482.299805 60.893 -62.5832
482.482910 59.829 -63.8525
482.666016 58.391 -64.6718
482.849121 56.529 -63.6626
483.032227 54.333 -59.7656
483.215332 51.886 -52.9983
483.398438 48.942 -42.9220
483.581543 45.182 -22.0364
483.764648 43.762 22.2672
483.947754 47.174 51.2890
484.130859 50.185 58.8441
484.313965 52.142 60.0918
484.497070 53.559 60.1062
484.680176 54.783 59.6738
484.863281 55.849 58.4132
485.046387 56.614 56.6657
485.229492 57.002 55.7455
485.412598 57.145 56.9782
485.595703 57.340 60.2002
485.778809 57.732 63.2502
485.961914 58.097 64.2993
486.145020 58.119 63.9151
486.328125 57.719 64.4182
486.511230 57.198 68.1442
486.694336 57.133 74.6913
486.877441 57.705 80.1921
487.060547 58.441 82.5515
487.243652 58.928 83.4999
487.426758 59.174 85.6730
487.609863 59.492 90.0623
487.792969 60.130 95.0250
487.976074 60.947 98.4900
488.159180 61.658 100.5109
488.342285 62.195 102.5052
488.525391 62.725 105.3126
488.708496 63.435 108.1992
488.891602 64.287 109.8080
489.074707 65.087 109.8536
489.257812 65.707 109.2334
489.440918 66.183 109.0059
489.624023 66.648 109.4837
489.807129 67.199 110.0318
489.990234 67.791 109.8257
490.173340 68.306 108.7268
490.356445 68.674 107.3017
490.539551 68.928 106.2453
490.722656 69.171 105.8190
490.905762 69.490 105.6787
491.088867 69.882 105.2710
491.271973 70.279 104.3910
491.455078 70.625 103.2870
491.638184 70.917 102.3336
491.821289 71.194 101.6814
492.004395 71.493 101.1685
492.187500 71.811 100.5263
492.370605 72.119 99.6439
492.553711 72.395 98.6311
492.736816 72.643 97.6763
492.919922 72.888 96.8709
493.103027 73.151 96.1509
493.286133 73.430 95.3802
493.469238 73.707 94.4836
493.652344 73.959 93.5079
493.835449 74.177 92.5762
494.018555 74.375 91.7875
494.201660 74.575 91.1335
494.384766 74.793 90.4936
494.567871 75.028 89.7209
494.750977 75.263 88.7555
494.934082 75.481 87.6678
495.117188 75.677 86.5967
495.300293 75.862 85.6372
495.483398 76.050 84.7744
495.666504 76.240 83.9246
495.849609 76.423 83.0391
496.032715 76.590 82.1561
496.215820 76.751 81.3376
496.398926 76.925 80.5567
496.582031 77.123 79.6681
496.765137 77.334 78.5249
496.948242 77.527 77.1319
497.131348 77.684 75.6723
497.314453 77.813 74.3701
497.497559 77.945 73.3000
497.680664 78.106 72.3131
497.863770 78.290 71.1658
498.046875 78.465 69.7383
498.229980 78.599 68.1247
498.413086 78.689 66.5301
498.596191 78.755 65.0943
498.779297 78.824 63.7993
498.962402 78.903 62.5357
499.145508 78.982 61.2445
499.328613 79.049 59.9782
499.511719 79.107 58.8214
499.694824 79.173 57.7702
499.877930 79.253 56.7082
500.061035 79.338 55.5102
500.244141 79.410 54.1585
500.427246 79.459 52.7460
500.610352 79.492 51.3752
500.793457 79.523 50.0654
500.976562 79.559 48.7655
501.159668 79.589 47.4464
501.342773 79.605 46.1586
501.525879 79.608 44.9806
501.708984 79.610 43.9134
501.892090 79.621 42.8469
502.075195 79.629 41.6518
502.258301 79.614 40.3086
502.441406 79.565 38.9321
502.624512 79.493 37.6650
502.807617 79.424 36.5444
502.990723 79.372 35.4767
503.173828 79.330 34.3541
503.356934 79.276 33.1894
503.540039 79.199 32.1204
503.723145 79.108 31.2788
503.906250 79.023 30.6589
504.089355 78.953 30.1211
504.272461 78.883 29.5366
504.455566 78.793 28.9161
504.638672 78.677 28.3896
504.821777 78.551 28.0669
505.004883 78.442 27.9250
505.187988 78.361 27.8349
505.371094 78.303 27.6906
505.554199 78.255 27.4915
505.737305 78.215 27.2956
505.920410 78.188 27.1243
506.103516 78.175 26.9421
506.286621 78.169 26.7281
506.469727 78.159 26.5369
506.652832 78.146 26.4579
506.835938 78.145 26.5096
507.019043 78.164 26.5957
507.202148 78.195 26.5903
507.385254 78.218 26.4663
507.568359 78.221 26.3206
507.751465 78.215 26.2648
507.934570 78.224 26.2931
508.117676 78.262 26.2676
508.300781 78.320 26.0468
508.483887 78.375 25.6231
508.666992 78.411 25.1302
508.850098 78.433 24.7280
509.033203 78.458 24.4811
509.216309 78.502 24.3307
509.399414 78.567 24.1629
509.582520 78.642 23.8919
509.765625 78.718 23.4849
509.948730 78.788 22.9402
510.131836 78.848 22.2723
510.314941 78.896 21.5186
510.498047 78.933 20.7400
510.681152 78.968 19.9904
510.864258 79.007 19.2779
511.047363 79.056 18.5619
511.230469 79.107 17.7947
511.413574 79.150 16.9615
511.596680 79.178 16.0773
511.779785 79.189 15.1517
511.962891 79.182 14.1751
512.145996 79.154 13.1473
512.329102 79.106 12.1101
512.512207 79.042 11.1289
512.695312 78.978 10.2267
512.878418 78.922 9.3453
513.061523 78.865 8.4043
513.244629 78.786 7.4172
513.427734 78.669 6.5383
513.610840 78.526 5.9599
513.793945 78.392 5.7225
513.977051 78.298 5.6194
514.160156 78.236 5.3462
514.343262 78.160 4.7911
514.526367 78.034 4.1670
514.709473 77.862 3.8523
514.892578 77.699 4.0687
515.075684 77.606 4.6545
515.258789 77.597 5.1837
515.441895 77.626 5.3552
515.625000 77.638 5.2247
515.808105 77.615 5.0651
515.991211 77.581 5.0633
516.174316 77.567 5.1597
516.357422 77.577 5.1671
516.540527 77.589 5.0186
516.723633 77.586 4.8520
516.906738 77.582 4.8433
517.089844 77.608 4.9829
517.272949 77.680 5.0456
517.456055 77.771 4.8093
517.639160 77.839 4.2754
517.822266 77.864 3.6530
518.005371 77.864 3.1424
518.188477 77.875 2.7331
518.371582 77.914 2.2110
518.554688 77.961 1.3771
518.737793 77.977 0.2539
518.920898 77.937 -0.9180
519.104004 77.854 -1.8628
519.287109 77.763 -2.4696
519.470215 77.699 -2.8663
519.653320 77.667 -3.3096
519.836426 77.644 -3.9933
520.019531 77.597 -4.9415
520.202637 77.504 -6.0321
520.385742 77.363 -7.0819
520.568848 77.186 -7.9200
520.751953 76.998 -8.4432
520.935059 76.825 -8.6609
521.118164 76.685 -8.7072
521.301270 76.569 -8.7728
521.484375 76.446 -8.9689
521.667480 76.281 -9.2244
521.850586 76.059 -9.3066
522.033691 75.801 -8.9654
522.216797 75.555 -8.1168
522.399902 75.371 -6.9314
522.583008 75.261 -5.7205
522.766113 75.202 -4.6974
522.949219 75.158 -3.8442
523.132324 75.114 -2.9879
523.315430 75.077 -1.9736
523.498535 75.066 -0.7855
523.681641 75.093 0.4606
523.864746 75.154 1.6110
524.047852 75.238 2.5605
524.230957 75.330 3.2741
524.414062 75.426 3.7650
524.597168 75.523 4.0682
524.780273 75.625 4.2229
524.963379 75.735 4.2558
525.146484 75.853 4.1713
525.329590 75.971 3.9627
525.512695 76.077 3.6432
525.695801 76.155 3.2697
525.878906 76.201 2.9308
526.062012 76.221 2.6973
526.245117 76.231 2.5712
526.428223 76.244 2.4744
526.611328 76.263 2.3005
526.794434 76.279 1.9929
526.977539 76.280 1.5918
527.160645 76.259 1.2135
527.343750 76.225 0.9846
527.526855 76.189 0.9722
527.709961 76.169 1.1539
527.893066 76.171 1.4392
528.076172 76.194 1.7226
528.259277 76.227 1.9325
528.442383 76.262 2.0500
528.625488 76.295 2.0997
528.808594 76.328 2.1240
528.991699 76.367 2.1543
529.174805 76.419 2.1900
529.357910 76.487 2.1987
529.541016 76.564 2.1440
529.724121 76.641 2.0225
529.907227 76.708 1.8740
530.090332 76.767 1.7463
530.273438 76.826 1.6377
530.456543 76.891 1.4742
530.639648 76.955 1.1649
530.822754 77.003 0.6983
531.005859 77.020 0.1904
531.188965 77.014 -0.1783
531.372070 77.010 -0.3063
531.555176 77.041 -0.2806
531.738281 77.114 -0.3316
531.921387 77.203 -0.6431
532.104492 77.274 -1.1994
532.287598 77.310 -1.8163
532.470703 77.325 -2.3167
532.653809 77.351 -2.6892
532.836914 77.401 -3.0808
533.020020 77.462 -3.6235
533.203125 77.510 -4.2787
533.386230 77.538 -4.8712
533.569336 77.567 -5.2774
533.752441 77.622 -5.5783
533.935547 77.705 -6.0018
534.118652 77.783 -6.6927
534.301758 77.822 -7.5586
534.484863 77.815 -8.3519
534.667969 77.793 -8.9081
534.851074 77.796 -9.3186
535.034180 77.831 -9.8525
535.217285 77.868 -10.6800
535.400391 77.867 -11.6915
535.583496 77.820 -12.5954
535.766602 77.763 -13.1928
535.949707 77.742 -13.5818
536.132812 77.769 -14.0842
536.315918 77.811 -14.9446
536.499023 77.820 -16.1179
536.682129 77.776 -17.3464
536.865234 77.700 -18.4035
537.048340 77.624 -19.2737
537.231445 77.563 -20.1179
537.414551 77.502 -21.0745
537.597656 77.418 -22.1184
537.780762 77.306 -23.1201
537.963867 77.180 -24.0134
538.146973 77.057 -24.8788
538.330078 76.930 -25.8468
538.513184 76.774 -26.9266
538.696289 76.574 -27.9543
538.879395 76.340 -28.7171
539.062500 76.105 -29.1328
539.245605 75.894 -29.3124
539.428711 75.705 -29.4367
539.611816 75.516 -29.5812
539.794922 75.310 -29.6808
539.978027 75.087 -29.6419
540.161133 74.857 -29.4461
540.344238 74.622 -29.1230
540.527344 74.379 -28.6466
540.710449 74.133 -27.9180
540.893555 73.911 -26.8933
541.076660 73.737 -25.7074
541.259766 73.605 -24.5945
541.442871 73.479 -23.6466
541.625977 73.331 -22.6955
541.809082 73.171 -21.4814
541.992188 73.047 -19.9584
542.175293 72.995 -18.4127
542.358398 72.996 -17.2113
542.541504 72.995 -16.4399
542.724609 72.956 -15.8431
542.907715 72.886 -15.0857
543.090820 72.825 -14.0432
543.273926 72.801 -12.8505
543.457031 72.804 -11.6856
543.640137 72.810 -10.5628
543.823242 72.813 -9.3831
544.006348 72.830 -8.1413
544.189453 72.869 -7.0043
544.372559 72.909 -6.1383
544.555664 72.917 -5.4872
544.738770 72.880 -4.7728
544.921875 72.832 -3.7214
545.104980 72.824 -2.3037
545.288086 72.888 -0.7517
545.471191 73.013 0.6745
545.654297 73.163 1.9017
545.837402 73.313 3.0190
546.020508 73.459 4.1155
546.203613 73.603 5.2010
546.386719 73.745 6.2654
546.569824 73.887 7.3446
546.752930 74.046 8.4708
546.936035 74.249 9.5614
547.119141 74.503 10.4190
547.302246 74.787 10.8949
547.485352 75.066 11.0406
547.668457 75.322 11.0747
547.851562 75.565 11.1961
548.034668 75.819 11.4263
548.217773 76.090 11.6243
548.400879 76.361 11.6546
548.583984 76.608 11.5214
548.767090 76.823 11.3390
548.950195 77.021 11.1950
549.133301 77.224 11.0543
549.316406 77.443 10.7974
549.499512 77.671 10.3413
549.682617 77.898 9.7082
549.865723 78.118 8.9818
550.048828 78.339 8.2172
550.231934 78.564 7.4040
550.415039 78.786 6.5091
550.598145 78.996 5.5362
550.781250 79.189 4.5304
550.964355 79.367 3.5266
551.147461 79.542 2.5024
551.330566 79.717 1.3880
551.513672 79.888 0.1240
551.696777 80.049 -1.2921
551.879883 80.194 -2.8102
552.062988 80.324 -4.3681
552.246094 80.443 -5.9246
552.429199 80.553 -7.4612
552.612305 80.653 -8.9664
552.795410 80.743 -10.4287
552.978516 80.824 -11.8466
553.161621 80.896 -13.2397
553.344727 80.961 -14.6403
553.527832 81.015 -16.0718
553.710938 81.057 -17.5354
553.894043 81.087 -19.0179
554.077148 81.108 -20.5084
554.260254 81.123 -22.0064
554.443359 81.131 -23.5127
554.626465 81.131 -25.0202
554.809570 81.123 -26.5170
554.992676 81.105 -27.9991
555.175781 81.077 -29.4754
555.358887 81.038 -30.9553
555.541992 80.984 -32.4326
555.725098 80.916 -33.8820
555.908203 80.835 -35.2726
556.091309 80.747 -36.5824
556.274414 80.656 -37.7986
556.457520 80.567 -38.9117
556.640625 80.482 -39.9218
556.823730 80.409 -40.8591
557.006836 80.346 -41.7929
557.189941 80.286 -42.7988
557.373047 80.215 -43.9011
557.556152 80.120 -45.0405
557.739258 80.004 -46.1088
557.922363 79.883 -47.0287
558.105469 79.778 -47.8158
558.288574 79.701 -48.5631
558.471680 79.648 -49.3620
558.654785 79.606 -50.2362
558.837891 79.564 -51.1526
559.020996 79.518 -52.0787
559.204102 79.461 -53.0145
559.387207 79.386 -53.9648
559.570312 79.285 -54.8954
559.753418 79.159 -55.7372
559.936523 79.021 -56.4465
560.119629 78.888 -57.0598
560.302734 78.770 -57.6716
560.485840 78.661 -58.3487
560.668945 78.554 -59.0728
560.852051 78.445 -59.7776
561.035156 78.343 -60.4335
561.218262 78.248 -61.0736
561.401367 78.151 -61.7213
561.584473 78.040 -62.3083
561.767578 77.922 -62.7033
561.950684 77.824 -62.8570
562.133789 77.775 -62.9206
562.316895 77.776 -63.1673
562.500000 77.789 -63.7535
562.683105 77.775 -64.5692
562.866211 77.722 -65.3358
563.049316 77.658 -65.8559
563.232422 77.618 -66.1910
563.415527 77.610 -66.5915
563.598633 77.608 -67.2351
563.781738 77.576 -68.0583
563.964844 77.512 -68.8474
564.147949 77.443 -69.4727
564.331055 77.405 -70.0268
564.514160 77.403 -70.7234
564.697266 77.416 -71.6715
564.880371 77.421 -72.7870
565.063477 77.420 -73.9243
565.246582 77.431 -75.0598
565.429688 77.459 -76.3184
565.612793 77.484 -77.8137
565.795898 77.480 -79.4951
565.979004 77.438 -81.1822
566.162109 77.380 -82.7489
566.345215 77.334 -84.2646
566.528320 77.302 -85.9258
566.711426 77.256 -87.8332
566.894531 77.169 -89.8622
567.077637 77.042 -91.7715
567.260742 76.912 -93.4499
567.443848 76.816 -95.0633
567.626953 76.754 -96.9247
567.810059 76.686 -99.1991
567.993164 76.575 -101.7610
568.176270 76.418 -104.3380
568.359375 76.245 -106.7757
568.542480 76.087 -109.1747
568.725586 75.938 -111.7565
568.908691 75.760 -114.5944
569.091797 75.521 -117.5090
569.274902 75.226 -120.2373
569.458008 74.919 -122.7140
569.641113 74.635 -125.1915
569.824219 74.362 -128.0293
570.007324 74.050 -131.3392
570.190430 73.661 -134.8640
570.373535 73.212 -138.2010
570.556641 72.766 -141.1735
570.739746 72.378 -144.0352
570.922852 72.038 -147.2446
571.105957 71.676 -150.9912
571.289062 71.223 -154.9942
571.472168 70.680 -158.7491
571.655273 70.121 -161.9991
571.838379 69.632 -165.0749
572.021484 69.226 -168.7054
572.204590 68.824 -173.3746
572.387695 68.329 -178.9221
572.570801 67.707 175.2809
572.753906 67.019 169.8596
572.937012 66.388 164.9592
573.120117 65.925 160.0607
573.303223 65.643 154.3825
573.486328 65.478 147.5354
573.669434 65.359 139.7248
573.852539 65.262 131.4639
574.035645 65.199 123.2199
574.218750 65.192 115.2429
574.401855 65.245 107.5936
574.584961 65.352 100.2580
574.768066 65.504 93.2174
574.951172 65.698 86.4455
575.134277 65.932 79.9113
575.317383 66.195 73.6265
575.500488 66.472 67.6848
575.683594 66.760 62.2054
575.866699 67.066 57.1987
576.049805 67.391 52.4898
576.232910 67.713 47.8151
576.416016 67.986 43.0395
576.599121 68.174 38.2858
576.782227 68.281 33.8576
576.965332 68.355 30.0066
577.148438 68.466 26.7079
577.331543 68.655 23.6493
577.514648 68.899 20.5015
577.697754 69.145 17.1917
577.880859 69.349 13.8916
578.063965 69.504 10.7788
578.247070 69.623 7.8320
578.430176 69.706 4.8499
578.613281 69.729 1.6651
578.796387 69.667 -1.6781
578.979492 69.523 -4.9631
579.162598 69.336 -8.0176
579.345703 69.159 -10.9064
