* Generated by rew_pipeline.py (source UUID e8331ac2-31c2-4b44-99b7-25a0730980a7, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -0.999963 s))
* Measurement: L.nofdw.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:46
* Note: ; Copy of L.0 10 sept 2026 Position MLP 4.18m from front wall 3.32m from R and L speaker 1.20m speakers to front wall marker: green 2 screen panels prolongation - new setup DAC level -29dB MIC HEIGHT: 1.000m mic boom arm height: 1.040 -12dBFS OKTO -28dB DELAY 0.0001 ms (0.03 mm, 0 in) using estimated IR delay relative to Acoustic reference played from DAC8STEREO L with no timing offset Clock adjustment: -15.1 ppm
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
18459.960938 66.127 139.8705
18460.327148 66.220 142.3742
18460.693359 66.175 140.9566
18461.059570 66.413 139.5781
18461.425781 65.903 138.6098
18461.791992 65.747 141.8657
18462.158203 64.918 138.7593
18462.524414 65.372 143.6659
18462.890625 65.309 140.9529
18463.256836 64.902 140.5963
18463.623047 64.737 142.2455
18463.989258 64.913 140.1979
18464.355469 65.072 139.7696
18464.721680 64.840 142.6635
18465.087891 64.618 145.3588
18465.454102 64.464 144.7332
18465.820312 65.190 144.2500
18466.186523 64.997 144.0243
18466.552734 64.572 146.3366
18466.918945 64.516 145.5446
18467.285156 64.879 144.8775
18467.651367 64.503 147.2305
18468.017578 64.168 148.8597
18468.383789 64.582 147.9422
18468.750000 64.443 150.3456
18469.116211 64.118 151.0658
18469.482422 64.183 148.6452
18469.848633 63.981 151.0764
18470.214844 64.233 146.8108
18470.581055 64.551 147.3874
18470.947266 64.252 149.0431
18471.313477 63.424 148.5652
18471.679688 64.149 153.0204
18472.045898 63.189 151.2646
18472.412109 64.066 154.9891
18472.778320 63.263 151.8280
18473.144531 63.540 159.7461
18473.510742 63.808 156.8214
18473.876953 63.552 159.9158
18474.243164 63.685 155.3345
18474.609375 63.009 163.0858
18474.975586 63.256 156.0081
18475.341797 64.042 160.4414
18475.708008 63.842 164.4926
18476.074219 63.642 162.5523
18476.440430 63.481 162.6438
18476.806641 64.079 166.6360
18477.172852 63.894 166.2524
18477.539062 63.897 164.2925
18477.905273 64.350 169.8976
18478.271484 65.070 166.0868
18478.637695 64.736 168.4289
18479.003906 65.157 167.0288
18479.370117 65.429 168.9238
18479.736328 65.542 169.0892
18480.102539 65.134 167.8229
18480.468750 65.853 163.2317
18480.834961 65.511 166.3573
18481.201172 65.681 169.1566
18481.567383 66.079 164.5093
18481.933594 65.799 167.1689
18482.299805 66.291 163.4881
18482.666016 66.357 165.8359
18483.032227 66.196 159.7488
18483.398438 66.036 160.5162
18483.764648 66.267 163.1909
18484.130859 66.308 161.2095
18484.497070 66.354 156.3386
18484.863281 66.639 157.5502
18485.229492 66.312 156.2744
18485.595703 65.420 156.3652
18485.961914 65.721 157.0299
18486.328125 65.925 159.1158
18486.694336 65.244 158.0728
18487.060547 64.826 158.1842
18487.426758 65.115 154.7897
18487.792969 65.284 157.0416
18488.159180 65.129 155.4889
18488.525391 65.036 159.5166
18488.891602 64.864 159.8154
18489.257812 65.109 161.2863
18489.624023 64.940 156.8352
18489.990234 65.112 159.5524
18490.356445 64.308 160.6445
18490.722656 64.897 164.6458
18491.088867 64.909 162.0566
18491.455078 64.637 161.1068
18491.821289 64.767 162.0999
18492.187500 64.541 163.2544
18492.553711 64.843 162.5332
18492.919922 65.056 161.3024
18493.286133 65.290 161.2309
18493.652344 65.355 163.8163
18494.018555 64.973 162.3711
18494.384766 65.366 163.6149
18494.750977 65.514 162.1957
18495.117188 65.113 162.8403
18495.483398 64.728 159.7680
18495.849609 65.218 160.3661
18496.215820 65.519 160.7932
18496.582031 65.455 159.4417
18496.948242 65.349 158.6452
18497.314453 65.213 163.0442
18497.680664 65.386 157.2256
18498.046875 64.986 159.8750
18498.413086 65.491 160.6434
18498.779297 64.887 160.2338
18499.145508 64.366 155.6412
18499.511719 64.582 158.6212
18499.877930 64.832 157.7629
18500.244141 64.782 158.2993
18500.610352 63.876 161.9954
18500.976562 64.661 159.5973
18501.342773 64.430 157.8988
18501.708984 64.057 162.1756
18502.075195 63.842 158.9140
18502.441406 64.467 161.3742
18502.807617 64.054 162.2437
18503.173828 64.961 162.7504
18503.540039 64.045 163.5962
18503.906250 64.413 159.9745
18504.272461 64.307 161.9990
18504.638672 64.423 163.2607
18505.004883 63.766 164.6036
18505.371094 64.631 165.9057
18505.737305 63.509 166.2800
18506.103516 64.417 163.0725
18506.469727 64.443 167.1960
18506.835938 64.096 169.2895
18507.202148 63.904 165.6950
18507.568359 64.500 165.3597
18507.934570 63.596 164.2371
18508.300781 63.802 169.7038
18508.666992 64.056 167.9246
18509.033203 63.413 167.0681
18509.399414 63.836 166.6024
18509.765625 64.117 167.3741
18510.131836 64.561 167.2052
18510.498047 63.568 167.1969
18510.864258 64.395 166.6153
18511.230469 64.339 171.5563
18511.596680 63.713 174.8881
18511.962891 64.500 173.4168
18512.329102 63.962 168.8721
18512.695312 64.032 171.7872
18513.061523 63.792 169.9045
18513.427734 63.824 174.0598
18513.793945 64.006 172.1750
18514.160156 64.251 176.3848
18514.526367 64.373 174.4279
18514.892578 64.377 178.7220
18515.258789 64.331 173.2147
18515.625000 64.059 172.6320
18515.991211 64.667 172.4379
18516.357422 64.255 176.7001
18516.723633 64.174 174.0064
18517.089844 63.916 169.9369
18517.456055 64.171 171.3895
18517.822266 63.845 172.6545
18518.188477 64.465 175.9146
18518.554688 64.279 172.3652
18518.920898 64.366 174.5316
18519.287109 64.548 172.2479
18519.653320 63.964 175.2354
18520.019531 64.246 175.2000
18520.385742 64.047 172.6084
18520.751953 64.299 174.7201
18521.118164 63.482 179.0527
18521.484375 63.546 175.1298
18521.850586 63.554 178.4981
18522.216797 63.394 173.2504
18522.583008 63.200 175.2047
18522.949219 63.240 178.2986
18523.315430 63.120 -179.5990
18523.681641 62.740 179.5145
18524.047852 63.075 -177.3665
18524.414062 63.339 -178.1377
18524.780273 63.305 -177.5248
18525.146484 62.493 -174.8571
18525.512695 63.509 -172.4325
18525.878906 63.387 -168.2422
18526.245117 63.306 -168.8099
18526.611328 62.317 -165.4513
18526.977539 63.380 -163.8597
18527.343750 63.904 -162.6462
18527.709961 64.062 -160.6998
18528.076172 64.512 -157.5014
18528.442383 64.642 -160.5845
18528.808594 65.123 -158.8787
18529.174805 65.407 -157.2315
18529.541016 65.805 -162.1396
18529.907227 65.990 -160.6901
18530.273438 65.948 -159.7782
18530.639648 66.493 -157.6375
18531.005859 67.183 -159.7142
18531.372070 67.023 -157.9891
18531.738281 67.234 -161.4177
18532.104492 67.438 -161.1359
18532.470703 68.138 -165.8560
18532.836914 67.852 -162.4827
18533.203125 67.729 -164.5443
18533.569336 68.077 -165.0976
18533.935547 68.192 -162.5723
18534.301758 68.324 -165.8069
18534.667969 68.213 -169.6843
18535.034180 68.716 -168.1385
18535.400391 69.015 -170.0408
18535.766602 68.376 -173.3723
18536.132812 69.060 -171.7776
18536.499023 68.992 -173.2283
18536.865234 69.326 -175.4219
18537.231445 69.216 -175.0320
18537.597656 69.054 -176.7066
18537.963867 69.253 -177.2099
18538.330078 69.357 -179.5514
18538.696289 69.492 -179.7715
18539.062500 69.346 177.9665
18539.428711 69.238 177.1368
18539.794922 69.508 173.7151
18540.161133 69.536 175.5572
18540.527344 69.576 171.9922
18540.893555 69.292 171.3287
18541.259766 69.257 169.5236
18541.625977 69.161 167.5587
18541.992188 69.446 168.2091
18542.358398 68.546 163.8669
18542.724609 68.566 165.0302
18543.090820 68.298 162.0607
18543.457031 68.111 159.9847
18543.823242 68.094 160.8030
18544.189453 67.325 163.5996
18544.555664 67.288 160.3719
18544.921875 67.101 160.7686
18545.288086 66.857 157.9042
18545.654297 66.299 158.8144
18546.020508 65.514 159.9355
18546.386719 65.639 163.1355
18546.752930 65.396 161.8405
18547.119141 64.882 166.0278
18547.485352 65.162 167.1400
18547.851562 64.817 170.7224
18548.217773 64.833 172.8768
18548.583984 64.610 177.1536
18548.950195 64.563 175.2276
18549.316406 64.498 177.9273
18549.682617 64.785 -174.8274
18550.048828 65.990 -172.7870
18550.415039 65.237 -173.4026
18550.781250 65.937 -173.3928
18551.147461 66.027 -172.4894
18551.513672 66.258 -172.3031
18551.879883 66.481 -170.4719
18552.246094 67.195 -169.0343
18552.612305 67.172 -169.9839
18552.978516 67.763 -169.9728
18553.344727 67.894 -171.1545
18553.710938 68.041 -173.6805
18554.077148 68.795 -174.4229
18554.443359 68.766 -174.1153
18554.809570 68.812 -175.2185
18555.175781 68.792 -176.9778
18555.541992 68.790 -177.8097
18555.908203 69.197 -178.9518
18556.274414 69.255 178.7041
18556.640625 69.313 176.9094
18557.006836 69.291 177.1657
18557.373047 69.458 174.2594
18557.739258 69.237 171.5257
18558.105469 69.417 171.4772
18558.471680 69.018 170.9929
18558.837891 69.383 169.2187
18559.204102 69.360 167.2561
18559.570312 69.200 165.3649
18559.936523 68.979 167.6750
18560.302734 68.749 163.3151
18560.668945 68.957 163.6822
18561.035156 68.926 162.8324
18561.401367 68.804 159.1360
18561.767578 68.706 159.3228
18562.133789 68.425 161.0055
18562.500000 68.329 159.4492
18562.866211 68.615 156.2284
18563.232422 68.151 155.8543
18563.598633 68.102 156.4634
18563.964844 68.035 153.2115
18564.331055 67.649 151.3227
18564.697266 67.416 149.2676
18565.063477 67.705 152.5029
18565.429688 67.317 149.4043
18565.795898 67.390 147.2797
18566.162109 66.557 145.2259
18566.528320 66.580 147.9127
18566.894531 66.017 145.4839
18567.260742 65.364 145.9527
18567.626953 64.918 143.7901
18567.993164 64.261 144.2904
18568.359375 64.292 145.4465
18568.725586 63.971 147.9229
18569.091797 63.714 149.6131
18569.458008 63.527 150.5288
18569.824219 63.308 149.5662
18570.190430 62.099 153.5700
18570.556641 60.736 155.8743
18570.922852 61.316 159.6318
18571.289062 61.881 164.8485
18571.655273 60.981 167.3786
18572.021484 60.171 168.2005
18572.387695 60.418 175.6116
18572.753906 60.814 178.0666
18573.120117 60.568 175.8384
18573.486328 60.841 -179.7808
18573.852539 61.399 -172.6837
18574.218750 60.943 -169.4396
18574.584961 60.913 -169.5595
18574.951172 61.890 -167.0997
18575.317383 62.099 -165.1408
18575.683594 63.023 -161.5632
18576.049805 62.243 -161.8259
18576.416016 63.769 -160.4346
18576.782227 63.431 -159.0279
18577.148438 64.114 -156.8052
18577.514648 64.512 -161.1628
18577.880859 64.743 -160.6243
18578.247070 65.094 -160.5409
18578.613281 65.044 -160.3454
18578.979492 65.688 -161.4108
18579.345703 66.273 -159.9233
18579.711914 66.145 -163.3730
18580.078125 66.280 -161.3350
18580.444336 67.029 -163.6837
18580.810547 66.914 -163.2631
18581.176758 66.668 -162.8226
18581.542969 66.926 -165.1207
18581.909180 66.994 -166.6783
18582.275391 66.889 -163.7831
18582.641602 67.166 -164.4477
18583.007812 67.495 -168.7325
18583.374023 67.272 -168.3427
18583.740234 67.273 -169.3736
18584.106445 66.908 -169.6747
18584.472656 67.114 -170.6360
18584.838867 67.137 -170.1796
18585.205078 67.088 -172.5583
18585.571289 67.074 -173.2395
18585.937500 67.437 -174.0611
18586.303711 67.058 -171.6044
18586.669922 66.648 -172.6439
18587.036133 66.981 -173.0343
18587.402344 66.925 -174.4046
18587.768555 67.233 -175.8494
18588.134766 66.235 -169.0559
18588.500977 67.075 -174.2929
18588.867188 66.589 -175.9296
18589.233398 66.595 -172.4141
18589.599609 66.536 -173.4852
18589.965820 66.529 -174.4349
18590.332031 66.668 -172.5523
18590.698242 66.705 -170.6577
18591.064453 66.815 -173.3288
18591.430664 66.631 -171.5252
18591.796875 66.059 -168.7855
18592.163086 66.274 -170.5340
18592.529297 66.410 -168.0545
18592.895508 66.368 -167.6220
18593.261719 66.699 -167.8095
18593.627930 66.480 -164.9499
18593.994141 66.805 -168.5753
18594.360352 66.727 -165.3500
18594.726562 67.572 -165.4760
18595.092773 67.381 -164.1812
18595.458984 67.306 -164.2103
18595.825195 67.535 -163.8646
18596.191406 67.571 -162.9636
18596.557617 67.574 -163.5688
18596.923828 67.869 -165.4217
18597.290039 67.874 -163.6116
18597.656250 67.866 -163.7254
18598.022461 68.247 -164.9136
18598.388672 68.530 -165.8010
18598.754883 68.369 -164.1996
18599.121094 68.232 -166.9682
18599.487305 68.268 -166.7422
18599.853516 68.542 -166.0169
18600.219727 68.586 -165.7314
18600.585938 68.701 -167.4529
18600.952148 68.655 -165.9942
18601.318359 68.758 -167.6101
18601.684570 69.027 -169.7258
18602.050781 69.070 -167.2991
18602.416992 69.348 -168.5425
18602.783203 69.209 -169.9513
18603.149414 69.390 -170.2233
18603.515625 69.547 -170.3666
18603.881836 69.584 -170.0854
18604.248047 69.354 -171.5461
18604.614258 69.586 -170.7975
18604.980469 69.542 -173.5124
18605.346680 69.761 -174.9443
18605.712891 69.964 -174.1675
18606.079102 69.501 -176.8901
18606.445312 69.548 -174.2568
18606.811523 69.429 -174.5792
18607.177734 69.472 -176.8228
18607.543945 69.654 -175.0318
18607.910156 69.816 179.8488
18608.276367 69.643 -176.1022
18608.642578 69.615 -179.3711
18609.008789 69.144 -178.0911
18609.375000 69.271 179.3562
18609.741211 69.656 179.8778
18610.107422 69.179 -179.2302
18610.473633 69.276 -179.2067
18610.839844 69.568 -179.4946
18611.206055 69.265 -177.5976
18611.572266 68.896 -178.8443
18611.938477 68.973 -177.7930
18612.304688 68.879 178.7161
18612.670898 69.267 -178.7468
18613.037109 69.431 -179.1873
18613.403320 69.236 178.4627
18613.769531 68.984 178.4236
18614.135742 69.095 179.5326
18614.501953 69.021 -179.5261
18614.868164 69.245 -179.4952
18615.234375 69.172 179.7290
18615.600586 69.334 -179.9671
18615.966797 69.892 -179.3820
18616.333008 69.352 -178.3477
18616.699219 69.218 179.1853
18617.065430 69.459 -179.8671
18617.431641 69.723 -179.9271
18617.797852 69.786 177.9421
18618.164062 69.870 178.8076
18618.530273 69.553 175.9100
18618.896484 69.758 176.0669
18619.262695 69.670 177.3165
18619.628906 69.505 174.2864
18619.995117 69.401 174.5774
18620.361328 69.683 174.1664
18620.727539 69.681 174.1985
18621.093750 69.793 173.1236
18621.459961 69.585 173.2856
18621.826172 69.757 172.2144
18622.192383 69.618 172.6336
18622.558594 69.961 170.2518
18622.924805 69.785 170.5200
18623.291016 69.493 170.3942
18623.657227 69.437 168.0408
18624.023438 69.773 170.2652
18624.389648 69.493 167.3564
18624.755859 69.120 166.5428
18625.122070 69.081 167.2650
18625.488281 69.316 166.2085
18625.854492 68.892 164.5347
18626.220703 69.043 162.5980
18626.586914 68.592 163.1152
18626.953125 68.863 162.2331
18627.319336 68.644 162.8466
18627.685547 68.195 161.3962
18628.051758 67.606 161.0941
18628.417969 67.972 161.2238
18628.784180 67.717 162.5898
18629.150391 67.549 160.9863
18629.516602 67.275 160.6637
18629.882812 66.800 162.6499
18630.249023 66.844 161.3578
18630.615234 66.853 161.4282
18630.981445 66.504 163.8829
18631.347656 65.912 167.0032
18631.713867 65.762 168.5285
18632.080078 65.994 167.1117
18632.446289 65.277 168.8386
18632.812500 65.276 174.4240
18633.178711 65.344 175.5944
18633.544922 65.105 170.1892
18633.911133 65.098 177.3921
18634.277344 65.586 177.4710
18634.643555 65.652 179.4305
18635.009766 65.999 179.9487
18635.375977 66.079 -176.2964
18635.742188 65.901 -175.2217
18636.108398 66.177 -179.0030
18636.474609 66.018 -175.3239
18636.840820 66.391 -174.0402
18637.207031 66.514 -171.9399
18637.573242 66.079 -171.4713
18637.939453 66.729 -172.7355
18638.305664 67.118 -170.4211
18638.671875 66.716 -170.7132
18639.038086 66.481 -171.7777
18639.404297 66.927 -171.1818
18639.770508 66.779 -172.0984
18640.136719 67.286 -169.6174
18640.502930 67.103 -169.0795
18640.869141 67.412 -169.4178
18641.235352 67.432 -168.6380
18641.601562 67.457 -170.6745
18641.967773 67.325 -169.7088
18642.333984 67.591 -169.7307
18642.700195 67.188 -167.3803
18643.066406 67.533 -169.8108
18643.432617 67.804 -167.7000
18643.798828 68.351 -167.8974
18644.165039 67.977 -165.7318
18644.531250 68.233 -165.4499
18644.897461 68.116 -165.1329
18645.263672 68.670 -166.4459
18645.629883 68.717 -163.8019
18645.996094 68.804 -164.5309
18646.362305 69.106 -164.3560
18646.728516 69.246 -164.8244
18647.094727 69.314 -164.2946
18647.460938 69.657 -164.7201
18647.827148 69.764 -165.2855
18648.193359 69.859 -168.0238
18648.559570 70.165 -168.3874
18648.925781 70.242 -169.1164
18649.291992 70.439 -169.9597
18649.658203 70.556 -172.3407
18650.024414 70.720 -173.6251
18650.390625 70.712 -174.9540
18650.756836 70.758 -173.8904
18651.123047 70.591 -175.3023
18651.489258 70.762 -176.9989
18651.855469 70.842 -178.5112
18652.221680 70.995 179.8605
18652.587891 70.835 -177.9520
18652.954102 70.723 -179.2301
18653.320312 70.757 176.2234
18653.686523 71.120 178.1325
18654.052734 70.894 174.3779
18654.418945 71.121 175.9633
18654.785156 70.974 173.7418
18655.151367 70.716 174.1162
18655.517578 70.649 172.7626
18655.883789 70.920 173.6341
18656.250000 70.588 170.2818
18656.616211 70.380 168.3968
18656.982422 70.321 166.7536
18657.348633 70.273 166.0146
18657.714844 69.954 167.0998
18658.081055 69.946 163.6346
18658.447266 69.358 166.1464
18658.813477 69.697 162.2677
18659.179688 69.351 161.9677
18659.545898 68.513 161.4755
18659.912109 69.046 162.9623
18660.278320 68.241 161.8466
18660.644531 68.086 162.0519
18661.010742 67.952 162.1246
18661.376953 67.478 165.6132
18661.743164 67.059 164.7027
18662.109375 66.446 165.0991
18662.475586 66.727 169.7975
18662.841797 66.322 174.6898
18663.208008 66.153 176.0160
18663.574219 66.213 177.7325
18663.940430 65.590 -177.4598
18664.306641 66.512 -178.1079
18664.672852 66.500 -175.8934
18665.039062 67.020 -174.1983
18665.405273 67.360 -171.0611
18665.771484 67.334 -167.7094
18666.137695 67.925 -168.6022
18666.503906 67.954 -167.2294
18666.870117 68.323 -170.0356
18667.236328 68.589 -171.8751
18667.602539 68.632 -170.6350
18667.968750 68.946 -170.3629
18668.334961 69.184 -168.0698
18668.701172 69.204 -168.9921
18669.067383 69.614 -169.6870
18669.433594 69.740 -171.0881
18669.799805 69.983 -173.0842
18670.166016 69.861 -173.5832
18670.532227 70.161 -172.6594
18670.898438 70.110 -174.5341
18671.264648 70.477 -174.1351
18671.630859 70.246 -175.9960
18671.997070 70.374 -176.1835
18672.363281 70.326 -177.4825
18672.729492 70.449 -176.7982
18673.095703 70.501 179.0124
18673.461914 70.608 179.6753
18673.828125 70.169 179.1269
18674.194336 70.236 179.6024
18674.560547 70.371 178.9072
18674.926758 70.480 178.6903
18675.292969 70.432 176.2350
18675.659180 70.210 175.7823
18676.025391 70.512 177.6025
18676.391602 70.167 175.5623
18676.757812 70.178 176.1665
18677.124023 70.120 174.9554
18677.490234 70.047 173.8280
18677.856445 70.509 176.5952
18678.222656 69.990 173.8402
18678.588867 70.030 174.5080
18678.955078 69.743 174.0224
18679.321289 69.954 175.7302
18679.687500 70.110 176.9316
18680.053711 70.005 173.9839
18680.419922 70.197 174.4997
18680.786133 70.073 174.0287
18681.152344 70.036 172.2689
18681.518555 70.168 173.7757
18681.884766 69.961 173.1900
18682.250977 70.246 174.3430
18682.617188 70.300 171.1563
18682.983398 70.172 171.3430
18683.349609 70.143 170.4403
18683.715820 70.147 170.5394
18684.082031 69.709 169.6177
18684.448242 70.088 170.1579
18684.814453 70.080 166.6615
18685.180664 69.805 166.5271
18685.546875 69.857 168.3105
18685.913086 69.502 168.1386
18686.279297 69.941 167.0272
18686.645508 69.637 167.9736
18687.011719 69.591 165.9929
18687.377930 69.319 165.0792
18687.744141 69.212 167.1704
18688.110352 69.371 169.4342
18688.476562 69.170 168.8287
18688.842773 69.056 168.7216
18689.208984 69.344 169.1434
18689.575195 69.213 171.4206
18689.941406 69.031 166.8978
18690.307617 69.184 169.3058
18690.673828 69.268 168.2344
18691.040039 68.896 170.5410
18691.406250 68.815 168.5904
18691.772461 69.030 166.1933
18692.138672 68.559 169.5049
18692.504883 68.911 169.1376
18692.871094 68.955 167.2047
18693.237305 68.652 168.5725
18693.603516 68.475 169.5263
18693.969727 68.302 170.9312
18694.335938 68.643 169.5166
18694.702148 68.087 171.6639
18695.068359 68.077 171.1550
18695.434570 68.344 172.5228
18695.800781 67.894 172.0845
18696.166992 68.152 171.5129
18696.533203 68.221 169.7429
18696.899414 68.256 172.7902
18697.265625 68.180 174.6388
18697.631836 68.122 174.8007
18697.998047 67.772 174.8071
18698.364258 68.016 174.4834
18698.730469 68.335 172.4982
18699.096680 68.212 172.0604
18699.462891 68.063 175.9092
18699.829102 68.506 175.6662
18700.195312 68.431 178.8668
18700.561523 68.266 175.2434
18700.927734 68.241 178.3511
18701.293945 68.120 178.2959
18701.660156 68.054 174.5807
18702.026367 68.092 175.9761
18702.392578 68.425 177.2815
18702.758789 68.051 178.0865
18703.125000 68.279 179.5073
18703.491211 68.627 179.8007
18703.857422 68.439 178.7065
18704.223633 68.670 -179.8033
18704.589844 68.428 -177.9300
18704.956055 68.546 -178.9149
18705.322266 68.828 -178.1123
18705.688477 68.550 -178.1403
18706.054688 68.513 -174.4522
18706.420898 69.009 -176.5600
18706.787109 69.099 -174.5389
18707.153320 69.097 -175.9387
18707.519531 69.365 -177.3680
18707.885742 69.171 -177.7346
18708.251953 69.478 -177.8742
18708.618164 69.589 -175.9774
18708.984375 69.568 -179.1093
18709.350586 69.670 178.4958
18709.716797 69.810 -177.6900
18710.083008 69.801 -178.4892
18710.449219 69.365 -179.2911
18710.815430 69.199 -179.6929
18711.181641 69.503 -179.8036
18711.547852 69.797 179.8049
18711.914062 69.267 179.7767
18712.280273 69.563 -179.9366
18712.646484 69.320 -179.5531
18713.012695 69.479 -179.3410
18713.378906 69.800 -179.0096
18713.745117 69.493 -177.8530
18714.111328 69.491 -179.4229
18714.477539 69.265 -178.7523
18714.843750 69.458 -177.5674
18715.209961 69.550 -178.4493
18715.576172 69.619 -179.2651
18715.942383 69.278 -175.2947
18716.308594 69.351 -178.5560
18716.674805 69.698 -176.6809
18717.041016 69.822 -174.0606
18717.407227 69.767 -174.3232
18717.773438 70.035 -175.7126
18718.139648 70.045 -176.8692
18718.505859 70.067 -174.9681
18718.872070 70.247 -175.2796
18719.238281 70.466 -175.8314
18719.604492 70.540 -175.6225
18719.970703 70.569 -175.1908
18720.336914 70.858 -173.4547
18720.703125 71.005 -173.6557
18721.069336 71.061 -174.2552
18721.435547 71.085 -174.4139
18721.801758 71.462 -175.0448
18722.167969 71.583 -174.4839
18722.534180 71.661 -174.5680
18722.900391 71.678 -174.7462
18723.266602 72.095 -174.9951
18723.632812 72.112 -176.2021
18723.999023 72.146 -175.5519
18724.365234 72.367 -178.4885
18724.731445 72.707 -178.3556
18725.097656 72.549 179.5261
18725.463867 72.694 178.7015
18725.830078 72.994 177.2200
18726.196289 72.918 177.1185
18726.562500 72.871 175.5629
18726.928711 73.040 174.7112
18727.294922 73.067 171.6237
18727.661133 72.921 172.6608
18728.027344 72.946 169.4250
18728.393555 73.393 170.3425
18728.759766 73.082 166.9239
18729.125977 72.815 167.5532
18729.492188 73.116 167.3641
18729.858398 72.469 164.9658
18730.224609 72.743 164.1280
18730.590820 72.696 163.6652
18730.957031 72.809 163.3045
18731.323242 72.504 161.7275
18731.689453 72.439 160.1526
18732.055664 72.441 159.4683
18732.421875 72.212 159.1473
18732.788086 72.344 159.9322
18733.154297 72.168 159.3564
18733.520508 72.021 157.3428
18733.886719 72.184 155.8889
18734.252930 72.155 156.7784
18734.619141 71.772 154.8248
18734.985352 71.719 155.3339
18735.351562 71.620 155.2449
18735.717773 71.723 154.2905
18736.083984 71.434 154.4665
18736.450195 71.525 154.0500
18736.816406 71.380 153.6109
18737.182617 71.399 153.7138
18737.548828 71.223 152.0927
18737.915039 71.098 153.5863
18738.281250 70.915 152.2305
18738.647461 70.769 151.2261
18739.013672 70.739 151.2352
18739.379883 70.772 152.0868
18739.746094 70.631 150.9084
18740.112305 70.481 150.4606
18740.478516 70.304 151.3215
18740.844727 70.348 148.5298
18741.210938 70.012 148.7016
18741.577148 69.598 149.4961
18741.943359 69.963 148.7455
18742.309570 69.794 149.2866
18742.675781 69.771 149.9330
18743.041992 69.600 147.9241
18743.408203 69.217 149.4130
18743.774414 69.657 151.9496
18744.140625 69.143 149.5870
18744.506836 69.006 152.2170
18744.873047 68.838 152.0519
18745.239258 69.148 150.8247
18745.605469 68.433 152.7842
18745.971680 68.611 150.7621
18746.337891 68.468 156.0710
18746.704102 68.172 153.8835
18747.070312 68.117 153.0154
18747.436523 68.724 155.5546
18747.802734 68.015 156.0884
18748.168945 68.219 158.4647
18748.535156 68.125 156.6163
18748.901367 68.043 157.4893
18749.267578 67.971 158.1880
18749.633789 68.159 159.2425
18750.000000 68.022 156.7201
18750.366211 67.445 159.4901
18750.732422 68.122 161.2654
18751.098633 68.377 162.9307
18751.464844 67.918 163.8058
18751.831055 68.099 164.3977
18752.197266 67.811 165.2273
18752.563477 68.114 164.1094
18752.929688 68.011 164.4730
18753.295898 67.954 166.3197
18753.662109 67.927 166.2988
18754.028320 68.261 167.2352
18754.394531 68.359 166.1465
18754.760742 67.977 167.7873
18755.126953 68.079 168.1619
18755.493164 68.796 168.6263
18755.859375 68.699 167.8413
18756.225586 68.265 167.1145
18756.591797 68.601 167.5734
18756.958008 68.641 168.8470
18757.324219 68.403 169.3866
18757.690430 69.204 169.8993
18758.056641 68.839 167.2748
18758.422852 69.224 167.2196
18758.789062 68.898 169.2619
18759.155273 69.006 170.3451
18759.521484 68.927 168.5694
18759.887695 69.071 166.1996
18760.253906 69.085 167.9220
18760.620117 69.299 167.5142
18760.986328 69.331 169.5384
18761.352539 69.211 169.9942
18761.718750 68.841 168.3142
18762.084961 69.188 167.9531
18762.451172 69.088 169.4452
18762.817383 69.094 169.2132
18763.183594 69.138 169.3764
18763.549805 69.137 169.2031
18763.916016 69.578 171.7899
18764.282227 69.042 167.8621
18764.648438 69.638 169.7220
18765.014648 69.496 169.5348
18765.380859 69.361 170.4783
18765.747070 69.923 170.3792
18766.113281 69.703 169.3924
18766.479492 69.873 169.2688
18766.845703 69.849 167.4686
18767.211914 70.010 164.1667
18767.578125 69.842 165.2546
18767.944336 69.884 167.8107
18768.310547 69.539 167.4370
18768.676758 69.839 167.7166
18769.042969 69.859 166.8876
18769.409180 69.885 163.2976
18769.775391 69.868 165.6240
18770.141602 69.733 162.8052
18770.507812 69.787 167.2864
18770.874023 69.649 164.5644
18771.240234 69.474 163.8032
18771.606445 69.709 165.8103
18771.972656 69.522 163.5259
18772.338867 69.651 164.4375
18772.705078 69.650 162.9900
18773.071289 69.819 163.9352
18773.437500 69.819 164.5454
18773.803711 69.878 163.2960
18774.169922 69.910 163.2987
18774.536133 69.995 162.5983
18774.902344 69.943 161.7653
18775.268555 69.740 159.6023
18775.634766 69.652 160.9584
18776.000977 69.250 161.8942
18776.367188 69.745 164.5967
18776.733398 69.486 161.9013
18777.099609 69.415 162.9394
18777.465820 69.583 163.2465
18777.832031 69.249 160.2725
18778.198242 69.856 164.7465
18778.564453 69.427 162.9923
18778.930664 69.526 162.6809
18779.296875 69.404 162.4561
18779.663086 69.245 160.5549
18780.029297 69.776 163.5191
18780.395508 69.566 162.5017
18780.761719 69.628 161.6912
18781.127930 69.610 162.4348
18781.494141 69.588 164.0384
18781.860352 69.494 161.4380
18782.226562 69.674 164.6700
18782.592773 69.585 163.9013
18782.958984 69.569 163.3165
18783.325195 69.417 163.7816
18783.691406 69.723 165.6734
