* Generated by rew_pipeline.py (source UUID e8331ac2-31c2-4b44-99b7-25a0730980a7, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -0.999963 s))
* Measurement: L.nofdw.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:46
* Note: ; Copy of L.0 10 sept 2026 Position MLP 4.18m from front wall 3.32m from R and L speaker 1.20m speakers to front wall marker: green 2 screen panels prolongation - new setup DAC level -29dB MIC HEIGHT: 1.000m mic boom arm height: 1.040 -12dBFS OKTO -28dB DELAY 0.0001 ms (0.03 mm, 0 in) using estimated IR delay relative to Acoustic reference played from DAC8STEREO L with no timing offset Clock adjustment: -15.1 ppm
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
953.247070 71.748 55.5903
953.613281 71.552 52.1548
953.979492 71.746 47.5706
954.345703 71.937 43.6519
954.711914 72.208 41.4195
955.078125 71.522 34.9176
955.444336 71.826 32.2477
955.810547 70.797 27.0201
956.176758 70.461 24.4576
956.542969 69.623 21.1659
956.909180 68.825 19.2353
957.275391 67.480 20.3750
957.641602 65.997 23.4536
958.007812 64.974 25.0465
958.374023 64.514 28.9609
958.740234 63.627 41.5358
959.106445 64.440 50.7138
959.472656 64.494 58.6324
959.838867 65.837 58.1198
960.205078 66.348 63.0629
960.571289 67.247 63.9477
960.937500 67.603 67.2111
961.303711 68.073 63.5085
961.669922 67.939 61.2234
962.036133 68.824 58.0785
962.402344 68.356 57.8229
962.768555 68.775 55.0369
963.134766 68.516 55.1873
963.500977 68.271 56.6784
963.867188 67.297 56.9007
964.233398 67.629 59.7398
964.599609 67.391 63.3267
964.965820 66.927 66.8643
965.332031 67.358 71.1730
965.698242 67.886 75.4401
966.064453 68.255 79.1559
966.430664 69.226 84.8568
966.796875 69.705 83.2511
967.163086 70.681 87.1461
967.529297 71.661 86.2974
967.895508 72.599 87.0183
968.261719 73.282 84.0697
968.627930 74.138 83.6629
968.994141 74.964 79.8580
969.360352 75.694 75.9819
969.726562 76.215 73.2770
970.092773 76.717 68.8258
970.458984 77.041 64.7473
970.825195 77.490 60.9293
971.191406 77.969 56.8804
971.557617 78.132 51.1641
971.923828 78.241 46.5784
972.290039 78.434 41.8152
972.656250 78.542 38.0635
973.022461 78.623 31.8388
973.388672 78.584 27.8281
973.754883 78.570 23.5599
974.121094 78.501 18.3454
974.487305 78.225 13.2842
974.853516 77.998 8.9187
975.219727 77.685 2.8499
975.585938 77.367 -1.4591
975.952148 76.862 -6.4017
976.318359 76.220 -10.5513
976.684570 75.538 -15.1069
977.050781 74.880 -17.9440
977.416992 74.003 -20.7577
977.783203 72.981 -23.7075
978.149414 72.275 -24.9909
978.515625 71.424 -25.9625
978.881836 70.459 -23.3231
979.248047 69.660 -23.8377
979.614258 68.420 -21.2101
979.980469 67.846 -17.7304
980.346680 67.308 -12.4648
980.712891 66.395 -11.3460
981.079102 66.009 -10.4044
981.445312 66.107 -7.6868
981.811523 65.065 -6.2187
982.177734 64.931 4.3687
982.543945 64.743 5.3490
982.910156 64.536 5.9452
983.276367 64.432 14.1548
983.642578 63.872 19.9742
984.008789 64.475 20.7648
984.375000 65.103 23.2730
984.741211 64.415 25.3138
985.107422 64.315 27.1864
985.473633 63.699 33.5503
985.839844 64.371 38.7653
986.206055 64.490 39.9135
986.572266 65.185 46.6799
986.938477 65.738 55.1424
987.304688 66.343 57.3524
987.670898 67.516 61.5839
988.037109 67.962 57.3376
988.403320 68.573 57.0049
988.769531 69.419 59.4793
989.135742 69.601 56.1217
989.501953 70.430 53.0741
989.868164 70.767 54.5835
990.234375 71.085 52.7696
990.600586 71.529 50.0589
990.966797 71.697 48.5383
991.333008 72.034 46.7165
991.699219 72.262 42.9568
992.065430 72.221 41.0570
992.431641 72.657 39.3587
992.797852 72.896 36.1278
993.164062 72.770 35.2188
993.530273 72.764 30.8007
993.896484 72.732 29.7156
994.262695 72.666 26.6278
994.628906 72.520 26.5922
994.995117 72.349 24.7831
995.361328 72.350 23.6574
995.727539 72.250 22.5938
996.093750 72.101 21.8914
996.459961 72.033 19.1121
996.826172 71.736 19.0594
997.192383 72.029 16.9544
997.558594 71.785 15.7607
997.924805 71.369 14.1360
998.291016 70.991 12.6563
998.657227 70.630 12.4781
999.023438 70.158 11.5359
999.389648 69.736 10.8700
999.755859 69.700 14.9569
1000.122070 69.596 16.4051
1000.488281 69.175 20.5756
1000.854492 68.940 20.7471
1001.220703 69.618 23.8463
1001.586914 69.308 25.2619
1001.953125 69.831 27.7610
1002.319336 69.715 25.4876
1002.685547 70.322 24.1770
1003.051758 70.277 23.7310
1003.417969 70.229 24.9049
1003.784180 70.205 24.1382
1004.150391 69.993 25.7355
1004.516602 70.073 25.7078
1004.882812 69.891 23.1333
1005.249023 69.749 27.5956
1005.615234 69.699 29.9357
1005.981445 69.900 30.5603
1006.347656 70.340 33.2462
1006.713867 70.436 33.1752
1007.080078 70.760 32.6333
1007.446289 70.747 32.1507
1007.812500 71.465 29.6788
1008.178711 71.558 31.4912
1008.544922 71.721 29.6620
1008.911133 71.759 30.8214
1009.277344 71.970 30.2864
1009.643555 71.885 28.7642
1010.009766 72.223 29.6098
1010.375977 72.433 30.6487
1010.742188 72.314 29.1205
1011.108398 72.651 30.0207
1011.474609 72.966 29.3192
1011.840820 73.107 27.6527
1012.207031 73.363 28.5788
1012.573242 73.511 26.8897
1012.939453 74.088 25.3373
1013.305664 74.023 23.1328
1013.671875 74.204 20.8187
1014.038086 74.226 18.4514
1014.404297 74.383 16.8683
1014.770508 74.430 16.4928
1015.136719 74.310 16.9686
1015.502930 74.425 13.4037
1015.869141 74.460 15.2795
1016.235352 74.835 13.2403
1016.601562 75.112 11.2642
1016.967773 75.341 11.2991
1017.333984 75.712 7.5032
1017.700195 75.772 6.5092
1018.066406 75.685 3.4221
1018.432617 75.996 -0.3938
1018.798828 75.817 -3.1446
1019.165039 76.089 -6.7482
1019.531250 76.241 -9.9064
1019.897461 75.870 -11.5959
1020.263672 75.756 -14.6351
1020.629883 75.845 -18.9290
1020.996094 75.659 -21.3766
1021.362305 75.447 -24.6593
1021.728516 75.534 -27.5278
1022.094727 75.255 -32.5868
1022.460938 74.877 -34.4691
1022.827148 74.874 -41.4883
1023.193359 74.474 -42.4970
1023.559570 74.170 -47.9225
1023.925781 73.397 -50.4003
1024.291992 72.405 -55.3652
1024.658203 71.817 -57.1784
1025.024414 70.838 -60.6823
1025.390625 69.483 -60.8433
1025.756836 68.406 -63.3463
1026.123047 66.562 -61.5671
1026.489258 65.248 -54.9682
1026.855469 64.908 -45.8356
1027.221680 64.151 -29.9073
1027.587891 65.189 -26.4566
1027.954102 65.312 -20.3720
1028.320312 66.945 -15.5839
1028.686523 67.505 -13.1965
1029.052734 68.113 -11.0520
1029.418945 68.826 -13.1185
1029.785156 69.588 -17.5797
1030.151367 70.044 -19.5290
1030.517578 70.477 -23.8477
1030.883789 70.404 -31.1087
1031.250000 70.838 -34.1205
1031.616211 70.650 -42.7622
1031.982422 70.876 -45.6470
1032.348633 70.742 -54.1072
1032.714844 70.137 -62.7200
1033.081055 69.890 -67.7408
1033.447266 69.011 -79.3782
1033.813477 68.087 -84.2745
1034.179688 66.966 -92.8400
1034.545898 65.442 -103.4438
1034.912109 64.842 -112.6090
1035.278320 62.699 -121.3151
1035.644531 59.844 -130.9591
1036.010742 57.377 -138.6725
1036.376953 55.713 -162.0852
1036.743164 52.156 160.8897
1037.109375 52.813 149.9298
1037.475586 55.392 114.9373
1037.841797 57.037 109.0565
1038.208008 58.489 95.1489
1038.574219 60.342 85.0596
1038.940430 62.821 84.8611
1039.306641 63.955 70.3668
1039.672852 65.449 66.3497
1040.039062 66.688 62.1107
1040.405273 67.737 58.1720
1040.771484 68.414 48.3303
1041.137695 68.924 42.3615
1041.503906 69.458 36.1370
1041.870117 70.091 31.0397
1042.236328 70.395 23.8162
1042.602539 70.159 17.5680
1042.968750 70.629 13.7292
1043.334961 70.563 4.7086
1043.701172 70.483 -0.3579
1044.067383 70.300 -8.4982
1044.433594 70.058 -13.9596
1044.799805 69.352 -21.5346
1045.166016 68.848 -28.5860
1045.532227 67.983 -30.8915
1045.898438 66.964 -34.8808
1046.264648 65.614 -36.8635
1046.630859 64.225 -38.3382
1046.997070 63.225 -37.5158
1047.363281 61.824 -28.4517
1047.729492 62.275 -26.2161
1048.095703 62.803 -23.9849
1048.461914 62.746 -14.4158
1048.828125 62.299 -19.1962
1049.194336 62.336 -20.0659
1049.560547 62.528 -27.6871
1049.926758 61.009 -20.3190
1050.292969 61.846 -21.5750
1050.659180 61.403 -27.0011
1051.025391 60.285 -27.7420
1051.391602 60.770 -15.5563
1051.757812 58.649 -15.9767
1052.124023 60.101 -17.9828
1052.490234 60.461 -14.4400
1052.856445 60.548 -17.5945
1053.222656 61.159 -17.9980
1053.588867 61.140 -9.0130
1053.955078 61.127 -23.4419
1054.321289 61.389 -25.8721
1054.687500 61.221 -34.5121
1055.053711 61.142 -34.9394
1055.419922 60.240 -37.6289
1055.786133 59.571 -40.7343
1056.152344 59.066 -63.9633
1056.518555 58.517 -64.9484
1056.884766 57.179 -88.7236
1057.250977 55.567 -108.2672
1057.617188 50.933 -117.5047
1057.983398 50.794 -129.6364
1058.349609 47.403 -137.2999
1058.715820 48.433 -167.2919
1059.082031 50.715 -176.6982
1059.448242 52.984 157.0063
1059.814453 54.093 177.5991
1060.180664 57.673 154.5305
1060.546875 58.769 153.6228
1060.913086 57.151 138.4651
1061.279297 60.608 137.4302
1061.645508 60.443 127.9417
1062.011719 62.204 131.4744
1062.377930 62.711 118.5568
1062.744141 64.090 117.8808
1063.110352 64.553 118.6509
1063.476562 65.415 105.6034
1063.842773 66.351 102.1413
1064.208984 66.294 100.7303
1064.575195 67.217 94.1658
1064.941406 67.562 91.0137
1065.307617 67.843 85.1935
1065.673828 68.167 80.3595
1066.040039 68.408 79.1353
1066.406250 68.455 73.0367
1066.772461 68.415 71.6403
1067.138672 68.816 66.5878
1067.504883 68.930 62.2799
1067.871094 68.791 59.7540
1068.237305 69.180 55.8631
1068.603516 69.261 51.1138
1068.969727 69.180 49.4761
1069.335938 69.558 43.4659
1069.702148 69.362 38.6153
1070.068359 69.108 31.4887
1070.434570 68.941 24.0360
1070.800781 68.868 21.3617
1071.166992 68.298 13.6905
1071.533203 67.507 11.4396
1071.899414 66.501 1.1565
1072.265625 65.606 0.9793
1072.631836 65.316 -5.9801
1072.998047 63.324 -11.6616
1073.364258 62.516 -18.8357
1073.730469 61.291 -26.4218
1074.096680 60.208 -33.6613
1074.462891 57.256 -36.8691
1074.829102 54.813 -56.0846
1075.195312 52.751 -93.7857
1075.561523 53.160 -124.8894
1075.927734 51.841 -143.3643
1076.293945 56.659 -171.9481
1076.660156 58.630 179.8220
1077.026367 60.680 167.3619
1077.392578 61.248 153.7841
1077.758789 62.445 147.9983
1078.125000 64.328 146.1561
1078.491211 64.919 137.8746
1078.857422 65.703 137.0097
1079.223633 66.855 134.6701
1079.589844 67.260 130.8678
1079.956055 67.647 123.5004
1080.322266 68.794 124.2254
1080.688477 68.958 118.5690
1081.054688 69.724 117.7268
1081.420898 69.768 114.1292
1081.787109 70.202 109.5858
1082.153320 70.546 107.9325
1082.519531 70.899 107.0186
1082.885742 71.445 102.8740
1083.251953 71.609 98.6392
1083.618164 71.755 97.2000
1083.984375 72.320 93.6563
1084.350586 72.550 91.9705
1084.716797 72.650 87.8190
1085.083008 72.730 82.8234
1085.449219 72.447 79.8325
1085.815430 72.382 77.7078
1086.181641 72.604 73.1830
1086.547852 72.120 67.8557
1086.914062 71.255 70.9037
1087.280273 71.149 67.6542
1087.646484 70.706 66.7946
1088.012695 70.554 70.8031
1088.378906 70.282 73.8729
1088.745117 70.053 78.2728
1089.111328 69.905 81.4229
1089.477539 70.916 84.4059
1089.843750 71.632 84.9975
1090.209961 71.793 88.3219
1090.576172 72.653 86.4780
1090.942383 72.926 83.9946
1091.308594 74.172 83.8010
1091.674805 73.718 80.5110
1092.041016 74.263 79.5856
1092.407227 74.572 77.1206
1092.773438 75.202 71.3433
1093.139648 75.223 72.0147
1093.505859 75.598 69.3725
1093.872070 75.809 66.6651
1094.238281 75.934 62.8941
1094.604492 76.007 59.8360
1094.970703 76.041 58.1066
1095.336914 76.300 54.2896
1095.703125 75.858 52.1900
1096.069336 75.879 49.1283
1096.435547 76.031 46.8454
1096.801758 76.015 46.8608
1097.167969 75.902 44.0280
1097.534180 75.550 41.6539
1097.900391 75.744 39.8862
1098.266602 75.550 39.2714
1098.632812 75.457 37.7572
1098.999023 74.992 34.1198
1099.365234 75.184 31.5229
1099.731445 75.112 29.1339
1100.097656 74.846 28.0179
1100.463867 74.646 23.2301
1100.830078 74.563 22.5112
1101.196289 74.129 21.4486
1101.562500 73.567 19.0408
1101.928711 73.023 18.3044
1102.294922 72.394 18.4492
1102.661133 71.724 19.4756
1103.027344 71.684 21.8301
1103.393555 71.458 22.6741
1103.759766 71.570 25.0327
1104.125977 71.519 28.1094
1104.492188 71.752 28.3576
1104.858398 71.880 28.1750
1105.224609 71.746 28.4815
1105.590820 71.689 25.4375
1105.957031 71.203 25.8405
1106.323242 70.934 26.3577
1106.689453 70.795 27.7616
1107.055664 69.968 27.5109
1107.421875 70.292 28.9709
1107.788086 69.928 32.3455
1108.154297 69.758 39.8416
1108.520508 69.940 38.9310
1108.886719 70.509 45.7184
1109.252930 71.657 47.3791
1109.619141 71.907 47.2562
1109.985352 72.448 48.3813
1110.351562 72.870 47.0464
1110.717773 73.301 45.8308
1111.083984 73.787 42.6845
1111.450195 74.334 39.1646
1111.816406 74.545 36.2755
1112.182617 74.651 34.0029
1112.548828 74.666 31.5437
1112.915039 74.461 25.7072
1113.281250 74.513 21.5369
1113.647461 74.047 21.5765
1114.013672 73.759 18.5594
1114.379883 73.573 16.3587
1114.746094 73.214 17.0470
1115.112305 72.232 17.6553
1115.478516 72.385 17.9484
1115.844727 72.145 19.4835
1116.210938 71.916 23.1196
1116.577148 71.897 23.5402
1116.943359 71.935 24.2140
1117.309570 72.207 23.9722
1117.675781 72.196 25.9965
1118.041992 72.329 27.7623
1118.408203 72.316 25.2280
1118.774414 72.478 27.7707
1119.140625 73.027 24.7975
1119.506836 73.057 28.8137
1119.873047 73.135 28.5324
1120.239258 73.632 27.6493
1120.605469 73.927 25.4128
1120.971680 74.433 25.1071
1121.337891 74.317 21.8811
1121.704102 74.888 19.7985
1122.070312 74.706 17.8544
1122.436523 74.788 17.1096
1122.802734 75.291 14.3917
1123.168945 74.980 11.7844
1123.535156 75.245 9.4831
1123.901367 75.139 7.8512
1124.267578 75.009 4.9196
1124.633789 74.714 2.9487
1125.000000 74.749 1.1936
1125.366211 74.716 0.1000
1125.732422 74.773 -2.4172
1126.098633 74.451 -3.8753
1126.464844 74.409 -3.9972
1126.831055 74.120 -6.2182
1127.197266 74.015 -7.2944
1127.563477 73.874 -8.7431
1127.929688 73.880 -9.4499
1128.295898 73.877 -10.6660
1128.662109 73.563 -11.9845
1129.028320 73.564 -13.6950
1129.394531 73.216 -15.4700
1129.760742 72.900 -16.6059
1130.126953 72.796 -16.3541
1130.493164 72.597 -16.5946
1130.859375 72.543 -16.5101
1131.225586 72.319 -17.0573
1131.591797 72.523 -18.2058
1131.958008 72.628 -18.8335
1132.324219 72.537 -17.6326
1132.690430 72.430 -21.2542
1133.056641 72.592 -23.2084
1133.422852 72.605 -25.0976
1133.789062 72.371 -27.9797
1134.155273 72.725 -28.6402
1134.521484 72.246 -31.8219
1134.887695 71.684 -34.2492
1135.253906 71.817 -36.5516
1135.620117 71.569 -37.0537
1135.986328 71.381 -40.0096
1136.352539 70.786 -41.0287
1136.718750 70.241 -43.4995
1137.084961 70.446 -47.1312
1137.451172 70.049 -45.6069
1137.817383 70.355 -46.8999
1138.183594 69.829 -50.7760
1138.549805 69.839 -53.5226
1138.916016 69.744 -55.5924
1139.282227 69.104 -61.4493
1139.648438 68.558 -69.6292
1140.014648 68.245 -72.3972
1140.380859 67.751 -78.3146
1140.747070 66.490 -82.9931
1141.113281 65.090 -87.6219
1141.479492 63.686 -95.3414
1141.845703 61.370 -100.4531
1142.211914 59.159 -104.7185
1142.578125 56.874 -103.7108
1142.944336 48.736 -92.3221
1143.310547 49.633 -73.5320
1143.676758 49.645 -22.4631
1144.042969 53.116 -3.5704
1144.409180 54.938 3.2863
1144.775391 56.884 2.2421
1145.141602 56.551 -8.3983
1145.507812 56.191 -5.5337
1145.874023 55.677 -16.0019
1146.240234 56.460 2.5617
1146.606445 56.114 -7.3162
1146.972656 56.586 6.3286
1147.338867 57.100 18.9506
1147.705078 58.078 6.6020
1148.071289 56.061 22.7012
1148.437500 59.054 9.2767
1148.803711 58.915 1.9987
1149.169922 59.983 6.6360
1149.536133 60.038 -0.9176
1149.902344 60.005 2.9624
1150.268555 59.157 -0.5183
1150.634766 57.806 -9.3890
1151.000977 56.536 -11.0708
1151.367188 56.798 -5.3019
1151.733398 55.468 -8.3795
1152.099609 55.123 4.4241
1152.465820 55.795 14.8401
1152.832031 54.312 12.1862
1153.198242 54.267 11.4540
1153.564453 55.349 19.9313
1153.930664 54.890 20.2043
1154.296875 53.970 18.7838
1154.663086 53.131 11.5504
1155.029297 52.855 0.9719
1155.395508 51.329 -4.5830
1155.761719 43.998 -58.6771
1156.127930 46.593 -141.8198
1156.494141 47.542 177.3743
1156.860352 53.654 167.7731
1157.226562 57.733 163.3439
1157.592773 60.071 137.7538
1157.958984 61.758 126.9106
1158.325195 62.841 123.1451
1158.691406 64.472 110.4324
1159.057617 65.496 103.4245
1159.423828 66.040 96.8325
1159.790039 66.497 86.9476
1160.156250 66.842 80.2029
1160.522461 66.985 76.8972
1160.888672 66.658 67.3931
1161.254883 66.961 63.5224
1161.621094 65.902 55.2194
1161.987305 66.087 49.7670
1162.353516 64.523 49.2603
1162.719727 64.507 42.3369
1163.085938 63.868 43.0838
1163.452148 62.588 40.7064
1163.818359 61.659 48.4133
1164.184570 62.221 41.4286
1164.550781 62.308 46.4325
1164.916992 62.362 43.1273
1165.283203 62.037 44.9434
1165.649414 62.110 43.6317
1166.015625 61.444 38.4841
1166.381836 61.314 29.2715
1166.748047 58.915 17.8700
1167.114258 56.826 9.0740
1167.480469 54.455 19.8213
1167.846680 51.617 2.2144
1168.212891 46.024 -42.5536
1168.579102 47.893 -82.6388
1168.945312 51.400 -160.0168
1169.311523 55.158 -174.8725
1169.677734 57.334 170.3193
1170.043945 60.877 168.7523
1170.410156 62.023 161.1203
1170.776367 63.541 153.4846
1171.142578 64.345 145.2312
1171.508789 64.751 140.6885
1171.875000 65.008 135.0376
1172.241211 64.904 141.3863
1172.607422 65.533 136.9043
1172.973633 65.129 137.0262
1173.339844 65.712 130.9312
1173.706055 65.647 134.1135
1174.072266 65.627 136.9773
1174.438477 65.677 144.2785
1174.804688 66.915 143.2583
1175.170898 67.547 150.8231
1175.537109 68.879 155.4457
1175.903320 69.937 153.8654
1176.269531 71.273 150.3066
1176.635742 72.420 149.2236
1177.001953 73.416 144.3748
1177.368164 74.047 139.5856
1177.734375 74.562 133.6281
1178.100586 75.198 129.1637
1178.466797 75.300 125.2893
1178.833008 75.736 122.0879
1179.199219 76.082 119.9532
1179.565430 76.216 116.5462
1179.931641 76.474 112.9114
1180.297852 76.659 110.3363
1180.664062 76.878 107.0066
1181.030273 77.268 103.5513
1181.396484 77.257 99.9451
1181.762695 77.602 96.1784
1182.128906 77.540 92.9785
1182.495117 77.511 89.0268
1182.861328 77.395 84.7527
1183.227539 77.490 81.6734
1183.593750 77.402 78.6592
1183.959961 77.074 76.4358
1184.326172 76.492 73.6854
1184.692383 76.430 73.0251
1185.058594 76.099 70.5541
1185.424805 75.916 69.2314
1185.791016 75.573 69.4656
1186.157227 75.165 68.1862
1186.523438 74.889 68.2772
1186.889648 74.604 67.4378
1187.255859 74.284 71.3547
1187.622070 73.733 69.7560
1187.988281 73.705 73.2592
1188.354492 73.658 77.5420
1188.720703 74.099 78.1649
1189.086914 74.316 80.2487
1189.453125 74.590 82.1189
1189.819336 74.954 82.5640
1190.185547 75.339 82.2659
1190.551758 75.469 83.3870
1190.917969 75.981 83.1716
1191.284180 76.282 81.4478
1191.650391 76.466 81.6720
1192.016602 76.779 79.2515
1192.382812 77.093 79.3922
1192.749023 77.302 76.5956
1193.115234 77.465 75.7462
1193.481445 77.452 75.4742
1193.847656 77.716 71.7334
1194.213867 77.894 70.6838
1194.580078 78.027 69.7604
1194.946289 78.011 69.2698
1195.312500 78.077 67.7904
1195.678711 78.326 67.7083
1196.044922 78.285 67.4651
1196.411133 78.466 64.9258
1196.777344 78.821 63.1946
1197.143555 78.943 62.4083
1197.509766 78.951 61.1318
1197.875977 79.353 59.5708
1198.242188 79.405 56.8842
1198.608398 79.676 54.4093
1198.974609 79.633 52.4253
1199.340820 79.694 49.7674
1199.707031 79.729 46.8753
1200.073242 79.765 43.6919
1200.439453 79.516 40.6116
1200.805664 79.195 38.0083
1201.171875 78.996 36.4624
1201.538086 78.801 33.3042
1201.904297 78.408 32.3558
1202.270508 77.800 30.3213
1202.636719 77.539 30.2296
1203.002930 77.252 28.4333
1203.369141 76.704 29.1373
1203.735352 76.107 28.6841
1204.101562 75.904 31.7029
1204.467773 75.515 34.5113
1204.833984 75.086 37.5770
1205.200195 75.043 38.4295
1205.566406 74.800 41.1143
1205.932617 75.252 43.7442
1206.298828 75.292 46.5536
1206.665039 75.527 48.5086
1207.031250 75.799 50.3370
1207.397461 75.921 52.5158
1207.763672 76.567 53.4821
1208.129883 76.952 55.7304
1208.496094 77.248 54.4402
1208.862305 78.108 55.1372
1209.228516 78.586 53.6029
1209.594727 78.933 50.8576
1209.960938 79.334 48.2929
1210.327148 79.528 45.6081
1210.693359 79.719 42.2026
1211.059570 79.979 39.8071
1211.425781 79.935 36.9078
1211.791992 80.027 33.7486
1212.158203 79.892 31.4815
1212.524414 79.855 28.2194
1212.890625 79.691 26.5758
1213.256836 79.435 24.3750
1213.623047 79.126 21.5594
1213.989258 78.894 20.0094
1214.355469 78.414 19.0759
1214.721680 78.364 18.2971
1215.087891 77.859 18.1668
1215.454102 77.516 18.3594
1215.820312 77.137 19.1428
1216.186523 77.010 20.3377
1216.552734 76.836 22.5420
1216.918945 76.763 23.7209
1217.285156 76.759 24.3335
1217.651367 76.783 26.9886
1218.017578 76.992 27.3685
1218.383789 77.097 28.2074
1218.750000 77.258 31.1581
1219.116211 77.529 29.8877
1219.482422 77.582 29.9120
1219.848633 77.883 29.3210
1220.214844 78.025 28.5859
1220.581055 78.307 27.8561
1220.947266 78.398 27.4138
1221.313477 78.588 26.8944
1221.679688 78.581 25.0805
1222.045898 78.657 24.1171
1222.412109 78.573 23.2042
1222.778320 78.562 22.5150
1223.144531 78.746 22.7226
1223.510742 78.805 22.3992
1223.876953 78.744 21.8274
1224.243164 78.821 21.8752
1224.609375 78.816 21.2975
1224.975586 78.914 20.9906
1225.341797 79.005 21.4053
1225.708008 79.116 20.3477
1226.074219 79.321 19.4362
1226.440430 79.381 19.6955
1226.806641 79.636 18.4549
1227.172852 79.727 18.0481
1227.539062 79.727 16.5855
1227.905273 79.933 15.9811
1228.271484 79.979 15.4234
1228.637695 80.188 14.0359
1229.003906 80.374 13.0562
1229.370117 80.252 12.5107
1229.736328 80.567 11.1260
1230.102539 80.750 10.5513
1230.468750 80.922 8.9990
1230.834961 81.161 7.9676
1231.201172 81.266 5.5899
1231.567383 81.440 3.5428
1231.933594 81.651 1.2883
1232.299805 81.693 -0.9749
1232.666016 81.803 -2.8500
1233.032227 81.833 -5.6832
1233.398438 81.797 -7.9730
1233.764648 81.813 -10.4114
1234.130859 81.862 -12.7195
1234.497070 81.787 -15.3715
1234.863281 81.763 -18.0126
1235.229492 81.756 -20.3163
1235.595703 81.649 -22.8546
1235.961914 81.688 -25.9113
1236.328125 81.388 -28.5633
1236.694336 81.332 -32.3377
1237.060547 81.108 -34.8927
1237.426758 80.860 -37.4363
1237.792969 80.633 -40.2124
1238.159180 80.269 -42.6142
1238.525391 80.045 -45.1762
1238.891602 79.604 -47.3018
1239.257812 79.048 -49.3813
1239.624023 78.773 -49.9037
1239.990234 78.449 -51.4496
1240.356445 78.193 -54.4074
1240.722656 77.654 -55.5332
1241.088867 77.218 -55.8853
1241.455078 76.475 -57.7732
1241.821289 75.940 -58.2624
1242.187500 75.432 -59.2687
1242.553711 74.731 -60.2203
1242.919922 74.226 -58.3096
1243.286133 73.717 -55.4342
1243.652344 73.212 -53.6729
1244.018555 72.934 -53.0452
1244.384766 72.305 -49.7860
1244.750977 72.303 -47.1144
1245.117188 71.866 -43.5865
1245.483398 72.000 -39.3976
1245.849609 72.014 -36.7173
1246.215820 72.422 -33.6497
1246.582031 72.890 -31.2500
1246.948242 73.017 -29.7604
1247.314453 73.709 -30.3462
1247.680664 74.115 -31.5580
1248.046875 74.668 -33.0141
1248.413086 74.988 -33.0142
1248.779297 75.287 -36.0487
1249.145508 75.521 -39.7097
1249.511719 75.753 -43.3931
1249.877930 75.686 -46.2695
1250.244141 75.544 -52.2256
1250.610352 75.432 -54.4480
1250.976562 75.013 -57.3678
1251.342773 74.871 -61.0458
1251.708984 74.578 -63.2365
1252.075195 74.255 -66.4916
1252.441406 73.939 -68.5612
1252.807617 73.745 -70.0302
1253.173828 73.401 -72.9021
1253.540039 73.140 -74.7103
1253.906250 72.781 -77.7090
1254.272461 72.589 -79.4286
1254.638672 72.392 -81.6289
1255.004883 72.048 -84.4241
1255.371094 71.706 -86.9568
1255.737305 71.566 -90.0428
1256.103516 71.007 -95.5760
1256.469727 70.529 -97.4704
1256.835938 70.411 -101.7850
1257.202148 70.045 -106.3683
1257.568359 69.646 -112.8890
1257.934570 69.193 -115.0323
1258.300781 68.353 -120.6419
1258.666992 68.139 -129.4955
1259.033203 67.829 -136.0566
1259.399414 67.110 -142.0101
1259.765625 66.712 -154.7637
1260.131836 65.795 -162.2998
1260.498047 65.866 -169.7426
1260.864258 64.555 -179.0732
1261.230469 65.378 175.0628
1261.596680 64.961 171.1905
1261.962891 65.954 162.4514
1262.329102 66.179 155.9696
1262.695312 67.559 143.9560
1263.061523 68.243 138.1798
1263.427734 68.622 126.8264
1263.793945 69.482 117.4844
1264.160156 69.903 111.7651
1264.526367 70.244 100.1723
1264.892578 71.088 95.2106
1265.258789 70.978 90.9550
1265.625000 71.396 83.7354
1265.991211 71.517 77.3309
1266.357422 71.468 74.0999
1266.723633 71.429 70.6086
1267.089844 71.276 63.5867
1267.456055 71.305 64.7092
1267.822266 71.838 62.6023
1268.188477 72.286 59.0443
1268.554688 71.869 58.3333
1268.920898 72.078 54.1531
1269.287109 72.000 54.1309
1269.653320 72.172 50.8606
1270.019531 72.120 48.9700
1270.385742 72.281 46.9251
1270.751953 72.137 44.6161
1271.118164 72.521 44.0425
1271.484375 72.739 43.1273
1271.850586 72.290 41.3224
1272.216797 72.463 37.8771
1272.583008 72.326 38.6439
1272.949219 72.532 36.0805
1273.315430 72.046 38.4597
1273.681641 72.488 35.0325
1274.047852 72.444 36.1327
1274.414062 72.424 33.7161
1274.780273 72.329 37.7944
1275.146484 72.481 37.9211
1275.512695 72.414 38.3468
1275.878906 72.835 36.5822
1276.245117 73.309 35.9835
1276.611328 73.549 34.5135
1276.977539 73.763 32.4087
1277.343750 73.641 30.2794
1277.709961 74.047 30.7075
1278.076172 74.100 27.3056
1278.442383 73.938 26.5057
1278.808594 74.059 24.7156
1279.174805 73.904 25.5393
1279.541016 73.861 23.2459
1279.907227 74.006 22.4965
1280.273438 74.120 21.0945
1280.639648 74.007 19.7682
1281.005859 74.143 18.5241
