* Generated by rew_pipeline.py (source UUID a991554c-26c7-4668-8b42-31ccc9447062, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -1.000015 s))
* Measurement: R.nofdw.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:46
* Note: ; Copy of R.0 10 sept 2026 Position MLP 4.18m from front wall 3.32m from RLand L speaker 1.20m speakers to front wall marker: green 2 screen panels prolongation - new setup DAC level -29dB MIC HEIGHT: 1.000m mic boom arm height: 1.040 -12dBFS OKTO -28dB DELAY -0.0108 ms (-3.7 mm, -0.15 in) using estimated IR delay relative to Acoustic reference played from DAC8STEREO L with no timing offset Clock adjustment: -15.2 ppm
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
7409.545898 79.486 173.5981
7409.912109 79.391 170.0758
7410.278320 79.028 166.1094
7410.644531 78.747 161.9193
7411.010742 78.490 157.4751
7411.376953 78.000 153.6178
7411.743164 77.448 149.8427
7412.109375 76.924 145.0388
7412.475586 76.129 141.9509
7412.841797 75.400 137.7401
7413.208008 74.424 133.7950
7413.574219 73.455 129.5938
7413.940430 72.245 126.6458
7414.306641 70.994 123.0670
7414.672852 69.332 120.1182
7415.039062 66.741 120.8010
7415.405273 63.623 122.6168
7415.771484 59.742 133.7135
7416.137695 54.693 172.4168
7416.503906 59.321 -138.4063
7416.870117 63.189 -124.9570
7417.236328 65.956 -124.2882
7417.602539 68.578 -127.8810
7417.968750 69.856 -129.2165
7418.334961 71.380 -133.2175
7418.701172 72.351 -138.0598
7419.067383 72.980 -142.0557
7419.433594 73.598 -147.8255
7419.799805 74.022 -150.9867
7420.166016 74.300 -155.8966
7420.532227 74.507 -161.2527
7420.898438 74.650 -166.2110
7421.264648 74.590 -170.0623
7421.630859 74.327 -173.5913
7421.997070 74.226 -176.4395
7422.363281 73.880 -179.5695
7422.729492 73.624 177.6250
7423.095703 73.097 178.7225
7423.461914 72.843 177.6819
7423.828125 72.878 176.3506
7424.194336 72.774 177.1449
7424.560547 72.884 176.2362
7424.926758 72.696 175.4389
7425.292969 72.722 173.9646
7425.659180 72.777 171.8589
7426.025391 72.783 170.0631
7426.391602 72.650 167.7086
7426.757812 72.272 163.3620
7427.124023 72.298 163.4277
7427.490234 72.005 158.4922
7427.856445 71.750 156.4839
7428.222656 70.985 154.4175
7428.588867 70.553 152.8876
7428.955078 69.987 151.3158
7429.321289 69.233 150.9073
7429.687500 68.901 153.3959
7430.053711 68.246 153.7930
7430.419922 67.825 156.6602
7430.786133 67.507 160.1746
7431.152344 67.343 162.6866
7431.518555 67.221 162.9850
7431.884766 67.603 165.9816
7432.250977 67.412 167.0614
7432.617188 68.192 165.4370
7432.983398 68.477 166.4996
7433.349609 68.780 160.0942
7433.715820 68.708 156.6959
7434.082031 69.018 156.1947
7434.448242 68.406 148.9798
7434.814453 68.268 144.8683
7435.180664 67.955 141.0413
7435.546875 67.522 136.5871
7435.913086 67.060 132.8996
7436.279297 65.804 127.7269
7436.645508 64.765 126.2552
7437.011719 63.390 129.3158
7437.377930 63.679 122.9792
7437.744141 63.026 122.3605
7438.110352 62.074 127.5316
7438.476562 61.355 122.3643
7438.842773 61.556 129.4488
7439.208984 60.886 123.1814
7439.575195 60.709 123.3734
7439.941406 59.993 117.1793
7440.307617 59.549 115.1179
7440.673828 58.123 117.7172
7441.040039 58.331 118.4711
7441.406250 57.453 110.3892
7441.772461 57.035 103.9364
7442.138672 57.250 103.0344
7442.504883 58.218 102.1629
7442.871094 57.289 98.2524
7443.237305 57.602 87.4967
7443.603516 58.122 80.6957
7443.969727 58.717 73.8127
7444.335938 58.595 61.7892
7444.702148 59.758 63.7452
7445.068359 60.574 52.4777
7445.434570 61.109 45.0344
7445.800781 62.304 38.5895
7446.166992 63.159 32.7752
7446.533203 63.807 27.4704
7446.899414 65.005 18.7701
7447.265625 65.890 12.7043
7447.631836 66.496 8.4901
7447.998047 67.259 -0.3817
7448.364258 67.851 -4.3332
7448.730469 68.145 -8.7522
7449.096680 68.568 -11.8658
7449.462891 68.979 -16.0529
7449.829102 69.568 -18.1542
7450.195312 70.100 -22.1327
7450.561523 70.652 -25.5809
7450.927734 70.800 -30.4511
7451.293945 71.044 -33.9850
7451.660156 71.874 -38.1464
7452.026367 71.675 -42.5072
7452.392578 72.100 -45.2093
7452.758789 72.338 -49.1930
7453.125000 72.384 -51.3136
7453.491211 72.452 -56.3604
7453.857422 72.736 -58.5586
7454.223633 72.845 -63.4485
7454.589844 72.713 -65.9459
7454.956055 72.680 -69.5320
7455.322266 72.694 -71.1183
7455.688477 72.518 -72.4766
7456.054688 72.588 -74.7352
7456.420898 72.297 -76.3261
7456.787109 72.401 -78.6779
7457.153320 72.216 -79.9379
7457.519531 72.234 -80.7499
7457.885742 72.011 -83.2302
7458.251953 71.992 -84.3558
7458.618164 71.544 -85.5709
7458.984375 71.725 -84.6076
7459.350586 71.301 -85.5049
7459.716797 71.219 -83.9487
7460.083008 71.200 -84.5287
7460.449219 71.151 -84.7624
7460.815430 71.434 -85.2881
7461.181641 71.309 -85.1975
7461.547852 71.136 -84.6853
7461.914062 71.198 -83.8652
7462.280273 70.986 -84.3899
7462.646484 70.943 -82.3602
7463.012695 70.909 -82.6998
7463.378906 70.957 -81.8096
7463.745117 71.226 -80.1432
7464.111328 71.357 -81.2903
7464.477539 71.458 -80.6010
7464.843750 71.624 -80.8158
7465.209961 71.916 -81.6674
7465.576172 71.965 -82.6748
7465.942383 71.904 -85.3247
7466.308594 71.880 -85.3597
7466.674805 71.461 -85.5239
7467.041016 71.337 -85.4493
7467.407227 70.900 -84.2454
7467.773438 70.748 -82.8590
7468.139648 70.543 -80.7460
7468.505859 70.623 -77.7433
7468.872070 70.633 -74.7954
7469.238281 70.824 -72.0064
7469.604492 70.911 -67.2254
7469.970703 71.233 -66.1610
7470.336914 71.871 -63.9284
7470.703125 72.488 -62.2553
7471.069336 72.654 -60.5826
7471.435547 73.379 -59.7364
7471.801758 74.060 -60.6166
7472.167969 74.617 -62.1576
7472.534180 75.040 -63.1103
7472.900391 75.431 -65.0531
7473.266602 75.857 -67.8461
7473.632812 76.020 -69.1558
7473.999023 76.380 -71.4686
7474.365234 76.491 -73.4393
7474.731445 76.669 -75.1466
7475.097656 76.869 -77.1922
7475.463867 76.779 -78.1966
7475.830078 76.923 -80.1987
7476.196289 76.989 -81.1350
7476.562500 77.025 -81.8747
7476.928711 77.036 -83.1902
7477.294922 77.304 -83.4330
7477.661133 77.177 -84.9836
7478.027344 77.277 -85.1951
7478.393555 77.439 -86.4245
7478.759766 77.415 -86.6271
7479.125977 77.549 -88.1635
7479.492188 77.561 -89.6456
7479.858398 77.575 -89.1144
7480.224609 77.691 -91.0748
7480.590820 77.705 -91.6375
7480.957031 77.856 -91.9066
7481.323242 77.819 -92.8176
7481.689453 78.012 -93.2966
7482.055664 77.828 -94.8406
7482.421875 78.056 -94.9532
7482.788086 77.979 -95.3578
7483.154297 77.994 -96.0407
7483.520508 78.092 -95.9865
7483.886719 78.178 -95.8596
7484.252930 78.229 -96.5126
7484.619141 78.386 -96.5721
7484.985352 78.666 -97.1810
7485.351562 78.718 -96.9963
7485.717773 78.915 -98.1740
7486.083984 78.977 -99.1536
7486.450195 79.112 -100.0145
7486.816406 79.352 -101.3004
7487.182617 79.495 -101.9340
7487.548828 79.643 -102.8267
7487.915039 79.724 -104.5764
7488.281250 79.936 -106.0757
7488.647461 80.023 -107.7771
7489.013672 80.183 -109.0598
7489.379883 80.270 -110.4653
7489.746094 80.456 -112.2598
7490.112305 80.459 -114.3855
7490.478516 80.504 -115.5636
7490.844727 80.526 -117.0854
7491.210938 80.546 -119.0983
7491.577148 80.529 -120.6778
7491.943359 80.494 -122.9212
7492.309570 80.517 -124.8965
7492.675781 80.570 -126.1808
7493.041992 80.414 -127.3971
7493.408203 80.365 -129.5497
7493.774414 80.258 -132.1303
7494.140625 80.210 -133.6124
7494.506836 80.025 -134.9078
7494.873047 79.906 -135.8431
7495.239258 79.820 -136.4201
7495.605469 79.624 -137.8785
7495.971680 79.549 -139.0032
7496.337891 79.507 -139.9333
7496.704102 79.448 -141.6820
7497.070312 79.339 -141.8923
7497.436523 79.255 -143.3086
7497.802734 79.188 -144.1232
7498.168945 79.103 -145.3446
7498.535156 79.030 -146.0022
7498.901367 79.059 -147.4869
7499.267578 79.050 -150.1632
7499.633789 78.941 -151.3526
7500.000000 78.710 -153.5036
7500.366211 78.544 -155.4342
7500.732422 78.331 -156.8084
7501.098633 78.097 -159.2754
7501.464844 77.735 -161.2857
7501.831055 77.345 -161.8010
7502.197266 76.919 -163.4176
7502.563477 76.599 -163.6403
7502.929688 76.180 -164.2274
7503.295898 75.760 -163.4067
7503.662109 75.272 -162.5744
7504.028320 75.038 -161.8483
7504.394531 74.735 -160.6096
7504.760742 74.570 -159.0033
7505.126953 74.400 -158.4869
7505.493164 74.243 -158.2853
7505.859375 73.946 -156.4607
7506.225586 74.071 -156.6341
7506.591797 73.900 -154.8696
7506.958008 73.829 -152.3536
7507.324219 73.720 -151.5954
7507.690430 73.980 -149.2963
7508.056641 73.976 -149.2088
7508.422852 74.250 -149.2321
7508.789062 74.385 -148.5145
7509.155273 74.435 -149.0644
7509.521484 74.822 -149.6663
7509.887695 74.884 -149.5953
7510.253906 75.106 -151.3655
7510.620117 75.166 -152.8410
7510.986328 75.328 -154.1680
7511.352539 75.371 -156.3216
7511.718750 75.533 -158.1210
7512.084961 75.450 -160.5819
7512.451172 75.551 -163.7436
7512.817383 75.536 -166.6089
7513.183594 75.407 -169.6218
7513.549805 75.247 -172.9556
7513.916016 74.980 -178.0142
7514.282227 74.576 179.2025
7514.648438 74.076 174.1110
7515.014648 73.448 171.1821
7515.380859 72.834 166.4697
7515.747070 72.113 163.7944
7516.113281 71.148 161.3205
7516.479492 69.891 158.4870
7516.845703 69.161 158.8946
7517.211914 67.606 154.2761
7517.578125 66.314 155.6123
7517.944336 65.562 155.8356
7518.310547 63.726 158.4498
7518.676758 62.371 162.9584
7519.042969 60.829 168.9149
7519.409180 58.889 174.1764
7519.775391 56.859 -178.6438
7520.141602 55.308 -159.6920
7520.507812 53.689 -139.6557
7520.874023 55.974 -103.5507
7521.240234 57.790 -94.0803
7521.606445 60.071 -88.9877
7521.972656 61.568 -86.7948
7522.338867 62.790 -85.5711
7522.705078 64.189 -86.8060
7523.071289 64.767 -87.3969
7523.437500 65.416 -91.9745
7523.803711 66.400 -91.9673
7524.169922 66.209 -93.0111
7524.536133 66.687 -92.6105
7524.902344 66.529 -96.7745
7525.268555 67.073 -97.7769
7525.634766 66.798 -98.0679
7526.000977 66.935 -95.5646
7526.367188 66.440 -97.7091
7526.733398 66.507 -94.8730
7527.099609 65.660 -92.7802
7527.465820 65.142 -93.0298
7527.832031 64.829 -85.1573
7528.198242 64.715 -81.0404
7528.564453 64.887 -71.3454
7528.930664 65.316 -63.2056
7529.296875 65.700 -55.4213
7529.663086 67.412 -51.6276
7530.029297 68.461 -49.7123
7530.395508 69.672 -47.4004
7530.761719 70.581 -46.4930
7531.127930 71.604 -47.4722
7531.494141 72.624 -48.5797
7531.860352 73.284 -49.3670
7532.226562 73.663 -51.9051
7532.592773 74.451 -54.8327
7532.958984 74.799 -56.0750
7533.325195 75.221 -60.1157
7533.691406 75.522 -62.8772
7534.057617 75.904 -63.0283
7534.423828 76.022 -64.9758
7534.790039 76.372 -67.2904
7535.156250 76.722 -67.2300
7535.522461 76.980 -68.7831
7535.888672 77.233 -70.3495
7536.254883 77.626 -71.1122
7536.621094 77.859 -74.2012
7536.987305 78.099 -75.0324
7537.353516 78.380 -77.2002
7537.719727 78.528 -78.8469
7538.085938 78.778 -81.1590
7538.452148 78.945 -82.0577
7538.818359 78.988 -83.9564
7539.184570 79.222 -85.6405
7539.550781 79.360 -87.3306
7539.916992 79.521 -88.7312
7540.283203 79.620 -90.2338
7540.649414 79.657 -91.9471
7541.015625 79.800 -93.8994
7541.381836 79.902 -94.9711
7541.748047 79.944 -96.5156
7542.114258 80.025 -97.6952
7542.480469 80.136 -100.0017
7542.846680 80.148 -101.5719
7543.212891 80.249 -102.5739
7543.579102 80.382 -103.9453
7543.945312 80.395 -105.7811
7544.311523 80.418 -108.0706
7544.677734 80.429 -109.5519
7545.043945 80.447 -110.8756
7545.410156 80.406 -111.9216
7545.776367 80.373 -113.8724
7546.142578 80.333 -114.8853
7546.508789 80.285 -116.4476
7546.875000 80.309 -117.0610
7547.241211 80.280 -118.4726
7547.607422 80.224 -119.3699
7547.973633 80.254 -120.0447
7548.339844 80.202 -122.0425
7548.706055 80.241 -122.2978
7549.072266 80.191 -123.7670
7549.438477 80.167 -124.5808
7549.804688 80.175 -125.5923
7550.170898 80.135 -127.0095
7550.537109 79.990 -128.1079
7550.903320 80.030 -129.3790
7551.269531 79.919 -130.7305
7551.635742 79.755 -131.9339
7552.001953 79.620 -132.8734
7552.368164 79.553 -134.0793
7552.734375 79.429 -134.4587
7553.100586 79.285 -135.5547
7553.466797 79.164 -136.1624
7553.833008 78.862 -136.6248
7554.199219 78.718 -136.8408
7554.565430 78.501 -135.4111
7554.931641 78.273 -136.0673
7555.297852 78.215 -134.7588
7555.664062 78.138 -134.9248
7556.030273 78.059 -132.8643
7556.396484 78.268 -131.7568
7556.762695 78.330 -131.1981
7557.128906 78.625 -130.4137
7557.495117 78.671 -130.7085
7557.861328 78.847 -130.5054
7558.227539 79.055 -130.5703
7558.593750 79.093 -131.6175
7558.959961 79.381 -132.2288
7559.326172 79.478 -132.6180
7559.692383 79.582 -134.4825
7560.058594 79.821 -135.0868
7560.424805 79.914 -136.8298
7560.791016 79.943 -138.2803
7561.157227 80.015 -139.2895
7561.523438 80.045 -141.2823
7561.889648 80.076 -142.3676
7562.255859 80.096 -143.7303
7562.622070 80.083 -146.3785
7562.988281 80.004 -146.6694
7563.354492 79.984 -147.6346
7563.720703 79.896 -149.3772
7564.086914 79.818 -150.3859
7564.453125 79.788 -150.9999
7564.819336 79.847 -152.4130
7565.185547 79.911 -153.7766
7565.551758 79.855 -154.7290
7565.917969 79.813 -155.7880
7566.284180 79.747 -157.2003
7566.650391 79.710 -158.5029
7567.016602 79.701 -160.8318
7567.382812 79.601 -161.7320
7567.749023 79.640 -162.9107
7568.115234 79.421 -164.4137
7568.481445 79.333 -165.7899
7568.847656 79.256 -168.0719
7569.213867 79.173 -169.4903
7569.580078 78.991 -170.9496
7569.946289 78.808 -172.6426
7570.312500 78.638 -174.0635
7570.678711 78.384 -176.3856
7571.044922 78.129 -178.6223
7571.411133 77.824 -179.5638
7571.777344 77.416 178.1959
7572.143555 76.935 177.3389
7572.509766 76.232 176.0592
7572.875977 75.719 177.2685
7573.242188 75.231 178.1778
7573.608398 74.684 -179.2324
7573.974609 74.443 -176.5850
7574.340820 74.349 -172.0699
7574.707031 74.366 -167.7945
7575.073242 74.520 -166.0272
7575.439453 74.915 -163.1064
7575.805664 75.395 -162.6120
7576.171875 75.906 -162.2558
7576.538086 76.230 -162.1743
7576.904297 76.530 -163.3689
7577.270508 77.225 -165.3266
7577.636719 77.314 -167.6193
7578.002930 77.568 -169.6544
7578.369141 77.890 -172.7072
7578.735352 77.933 -176.2284
7579.101562 78.088 -179.8311
7579.467773 78.036 176.5881
7579.833984 78.040 172.3983
7580.200195 77.946 169.4141
7580.566406 77.788 165.2410
7580.932617 77.552 161.8011
7581.298828 77.225 157.6861
7581.665039 76.941 154.7342
7582.031250 76.478 150.8982
7582.397461 76.056 148.4120
7582.763672 75.642 145.7667
7583.129883 75.057 142.6546
7583.496094 74.453 140.5802
7583.862305 74.125 138.4816
7584.228516 73.519 135.8338
7584.594727 72.855 134.3031
7584.960938 72.677 133.3551
7585.327148 71.826 131.3325
7585.693359 71.290 128.6309
7586.059570 70.700 127.6140
7586.425781 70.284 126.4238
7586.791992 69.530 124.1950
7587.158203 69.341 124.0520
7587.524414 68.713 120.4345
7587.890625 68.280 120.1156
7588.256836 67.079 118.0807
7588.623047 66.808 117.5579
7588.989258 66.414 113.8690
7589.355469 65.364 113.6914
7589.721680 64.482 109.5676
7590.087891 64.449 107.4458
7590.454102 63.923 106.9191
7590.820312 63.417 103.2731
7591.186523 62.876 99.5924
7591.552734 62.093 92.0701
7591.918945 61.876 90.7517
7592.285156 61.204 80.8271
7592.651367 61.371 76.6976
7593.017578 60.561 65.6878
7593.383789 61.527 58.2806
7593.750000 61.982 47.1355
7594.116211 61.489 41.7125
7594.482422 62.419 34.1662
7594.848633 63.252 20.1795
7595.214844 63.822 17.2255
7595.581055 64.980 7.2296
7595.947266 65.676 2.8512
7596.313477 66.559 -4.3308
7596.679688 66.815 -12.3775
7597.045898 67.289 -14.1551
7597.412109 68.122 -22.1123
7597.778320 68.731 -27.1429
7598.144531 69.320 -30.5949
7598.510742 69.758 -35.2802
7598.876953 69.939 -40.5193
7599.243164 70.572 -45.2815
7599.609375 70.561 -48.5376
7599.975586 70.812 -54.7000
7600.341797 71.044 -58.1899
7600.708008 70.866 -60.8223
7601.074219 70.667 -61.5366
7601.440430 70.468 -66.8457
7601.806641 70.528 -69.1912
7602.172852 70.197 -67.3050
7602.539062 70.312 -68.4572
7602.905273 70.166 -66.8711
7603.271484 70.203 -67.4105
7603.637695 70.277 -66.1760
7604.003906 70.619 -65.0565
7604.370117 71.201 -65.1390
7604.736328 71.250 -63.3765
7605.102539 71.585 -63.6960
7605.468750 71.778 -65.8879
7605.834961 72.187 -65.7380
7606.201172 72.465 -66.8837
7606.567383 72.831 -68.7451
7606.933594 72.990 -70.0370
7607.299805 73.190 -70.4371
7607.666016 73.435 -71.5390
7608.032227 73.323 -72.6801
7608.398438 73.480 -73.0137
7608.764648 73.745 -72.1607
7609.130859 73.826 -74.9998
7609.497070 74.055 -76.1013
7609.863281 74.267 -76.2738
7610.229492 74.303 -78.3167
7610.595703 74.302 -79.1843
7610.961914 74.362 -80.0814
7611.328125 74.434 -82.9971
7611.694336 74.481 -82.3911
7612.060547 74.509 -83.3681
7612.426758 74.760 -84.1874
7612.792969 74.564 -84.5212
7613.159180 74.610 -86.1623
7613.525391 74.721 -87.3475
7613.891602 74.793 -87.3902
7614.257812 74.628 -87.4587
7614.624023 74.544 -88.3967
7614.990234 74.534 -88.9711
7615.356445 74.441 -89.2741
7615.722656 74.369 -88.9098
7616.088867 74.519 -88.7559
7616.455078 74.588 -88.0208
7616.821289 74.607 -87.0182
7617.187500 74.785 -87.1715
7617.553711 75.072 -88.6946
7617.919922 75.180 -88.2250
7618.286133 75.367 -90.0293
7618.652344 75.451 -89.7497
7619.018555 75.497 -92.3407
7619.384766 75.532 -93.0001
7619.750977 75.486 -94.8581
7620.117188 75.297 -95.6210
7620.483398 75.253 -96.9754
7620.849609 75.014 -97.1640
7621.215820 74.955 -97.4334
7621.582031 74.768 -96.5199
7621.948242 74.731 -96.9244
7622.314453 74.464 -95.8742
7622.680664 74.384 -94.8867
7623.046875 74.268 -94.7170
7623.413086 74.138 -93.9201
7623.779297 74.118 -92.4937
7624.145508 74.054 -90.2008
7624.511719 74.197 -89.3265
7624.877930 73.993 -87.5968
7625.244141 74.185 -85.6131
7625.610352 74.409 -83.9090
7625.976562 74.654 -82.3879
7626.342773 74.743 -81.0801
7626.708984 74.984 -80.0144
7627.075195 75.201 -78.4989
7627.441406 75.524 -77.9775
7627.807617 75.938 -76.2896
7628.173828 76.328 -76.8436
7628.540039 76.620 -76.5789
7628.906250 76.906 -75.9368
7629.272461 77.487 -76.6530
7629.638672 77.607 -76.3115
7630.004883 78.078 -77.7120
7630.371094 78.303 -78.8967
7630.737305 78.739 -79.9355
7631.103516 78.971 -81.3935
7631.469727 79.243 -83.2012
7631.835938 79.380 -85.2696
7632.202148 79.557 -86.6290
7632.568359 79.749 -87.9248
7632.934570 79.859 -89.8484
7633.300781 79.913 -90.8712
7633.666992 79.965 -92.3569
7634.033203 80.086 -93.8078
7634.399414 80.138 -95.2637
7634.765625 80.149 -96.6313
7635.131836 80.233 -97.5328
7635.498047 80.106 -98.5519
7635.864258 80.204 -99.5750
7636.230469 80.252 -100.8969
7636.596680 80.408 -100.8511
7636.962891 80.425 -102.5399
7637.329102 80.564 -103.2824
7637.695312 80.536 -104.7554
7638.061523 80.547 -106.3671
7638.427734 80.521 -107.4875
7638.793945 80.536 -108.6222
7639.160156 80.439 -109.4803
7639.526367 80.473 -109.6763
7639.892578 80.390 -110.3822
7640.258789 80.385 -111.5222
7640.625000 80.531 -112.6000
7640.991211 80.618 -112.6682
7641.357422 80.608 -113.7306
7641.723633 80.645 -115.1383
7642.089844 80.655 -116.0257
7642.456055 80.718 -117.6584
7642.822266 80.607 -119.2819
7643.188477 80.552 -120.2430
7643.554688 80.422 -122.1832
7643.920898 80.263 -123.7299
7644.287109 80.091 -124.8412
7644.653320 79.836 -125.3353
7645.019531 79.630 -125.0281
7645.385742 79.379 -123.9385
7645.751953 79.124 -122.6120
7646.118164 79.072 -121.9815
7646.484375 79.224 -119.9675
7646.850586 79.384 -118.9294
7647.216797 79.586 -118.3318
7647.583008 79.928 -117.7477
7647.949219 80.168 -118.9861
7648.315430 80.421 -119.5931
7648.681641 80.628 -121.3079
7649.047852 80.802 -122.4858
7649.414062 80.998 -125.3653
7649.780273 81.017 -127.2308
7650.146484 81.049 -129.4277
7650.512695 80.952 -131.3464
7650.878906 81.023 -133.0162
7651.245117 80.879 -134.4028
7651.611328 80.794 -136.3159
7651.977539 80.675 -138.4405
7652.343750 80.473 -140.5154
7652.709961 80.272 -141.6747
7653.076172 80.084 -143.6853
7653.442383 79.769 -144.6896
7653.808594 79.516 -145.9093
7654.174805 79.174 -146.2303
7654.541016 78.869 -147.3074
7654.907227 78.630 -146.7855
7655.273438 78.407 -146.2754
7655.639648 78.124 -146.2370
7656.005859 77.968 -145.3709
7656.372070 77.895 -145.1640
7656.738281 77.740 -145.5075
7657.104492 77.526 -145.4917
7657.470703 77.510 -144.9421
7657.836914 77.327 -144.8441
7658.203125 77.166 -145.5579
7658.569336 76.897 -145.7662
7658.935547 76.524 -144.4759
7659.301758 76.283 -143.6392
7659.667969 75.866 -142.9605
7660.034180 75.705 -141.5189
7660.400391 75.524 -138.8482
7660.766602 75.419 -136.8517
7661.132812 75.485 -133.4508
7661.499023 75.569 -130.7495
7661.865234 75.666 -129.0976
7662.231445 75.935 -127.8211
7662.597656 76.225 -125.6169
7662.963867 76.433 -125.5636
7663.330078 76.699 -124.7095
7663.696289 76.934 -124.2999
7664.062500 77.037 -123.9812
7664.428711 77.330 -124.2642
7664.794922 77.571 -123.3748
7665.161133 77.863 -124.3204
7665.527344 78.013 -123.4264
7665.893555 78.285 -124.3176
7666.259766 78.618 -125.0114
7666.625977 78.703 -126.4885
7666.992188 79.030 -126.8904
7667.358398 79.214 -128.4938
7667.724609 79.370 -130.1562
7668.090820 79.558 -131.4630
7668.457031 79.671 -133.5086
7668.823242 79.755 -135.7740
7669.189453 79.779 -137.8992
7669.555664 79.847 -140.2426
7669.921875 79.676 -142.0888
7670.288086 79.629 -144.6252
7670.654297 79.393 -146.5669
7671.020508 79.257 -149.1836
7671.386719 79.066 -150.7148
7671.752930 78.846 -151.1423
7672.119141 78.487 -152.5603
7672.485352 78.238 -153.4767
7672.851562 78.044 -153.8952
7673.217773 77.827 -154.1526
7673.583984 77.693 -154.7050
7673.950195 77.406 -156.0560
7674.316406 77.201 -156.7880
7674.682617 76.844 -157.1706
7675.048828 76.589 -157.8514
7675.415039 76.230 -157.2027
7675.781250 75.807 -157.8142
7676.147461 75.335 -156.6051
7676.513672 75.114 -155.8093
7676.879883 74.796 -153.8838
7677.246094 74.516 -150.8896
7677.612305 74.242 -149.6799
7677.978516 74.100 -146.6847
7678.344727 74.050 -144.2426
7678.710938 74.030 -142.4089
7679.077148 74.026 -140.7345
7679.443359 74.191 -138.1313
7679.809570 74.369 -134.4601
7680.175781 74.614 -133.6463
7680.541992 74.841 -132.8022
7680.908203 75.101 -132.1455
7681.274414 75.232 -129.9793
7681.640625 75.514 -131.1521
7682.006836 75.888 -131.9129
7682.373047 76.023 -131.6030
7682.739258 76.107 -132.2752
7683.105469 76.201 -133.0831
7683.471680 76.370 -133.1654
7683.837891 76.429 -133.8734
7684.204102 76.430 -134.6010
7684.570312 76.447 -134.6202
7684.936523 76.505 -134.0098
7685.302734 76.654 -134.5306
7685.668945 76.814 -135.2524
7686.035156 77.126 -134.8764
7686.401367 77.229 -135.9786
7686.767578 77.314 -137.9332
7687.133789 77.441 -139.0091
7687.500000 77.625 -141.1896
7687.866211 77.725 -143.2551
7688.232422 77.666 -145.6614
7688.598633 77.617 -148.3414
7688.964844 77.522 -151.4254
7689.331055 77.190 -153.6863
7689.697266 76.961 -155.8058
7690.063477 76.405 -157.8423
7690.429688 75.808 -161.0312
7690.795898 75.360 -161.9691
7691.162109 74.603 -162.6287
7691.528320 73.736 -162.6772
7691.894531 73.055 -161.2844
7692.260742 72.255 -157.8963
7692.626953 71.447 -153.2480
7692.993164 71.096 -149.3699
7693.359375 70.737 -141.3146
7693.725586 70.861 -135.3293
7694.091797 70.998 -128.5569
7694.458008 71.392 -123.4304
7694.824219 71.837 -118.7602
7695.190430 72.579 -116.1184
7695.556641 73.273 -115.4556
7695.922852 73.852 -113.8499
7696.289062 74.409 -113.7204
7696.655273 74.883 -114.1154
7697.021484 75.330 -114.1929
7697.387695 75.766 -116.4236
7697.753906 76.189 -117.9591
7698.120117 76.442 -119.7445
7698.486328 76.555 -121.2454
7698.852539 76.701 -123.0951
7699.218750 76.784 -125.3064
7699.584961 76.674 -125.9625
7699.951172 76.798 -127.3539
7700.317383 76.775 -128.5662
7700.683594 76.779 -129.6470
7701.049805 76.688 -130.8156
7701.416016 76.670 -131.3598
7701.782227 76.439 -132.4023
7702.148438 76.384 -132.5990
7702.514648 76.289 -132.0046
7702.880859 76.044 -132.6985
7703.247070 75.973 -132.5367
7703.613281 75.887 -132.4878
7703.979492 75.624 -131.8925
7704.345703 75.618 -131.6508
7704.711914 75.563 -130.7992
7705.078125 75.402 -129.5716
7705.444336 75.457 -128.3102
7705.810547 75.398 -128.4572
7706.176758 75.419 -125.6150
7706.542969 75.538 -123.6953
7706.909180 75.793 -122.9404
7707.275391 76.010 -121.5269
7707.641602 76.279 -120.8293
7708.007812 76.470 -121.0040
7708.374023 76.940 -120.6130
7708.740234 77.051 -120.8564
7709.106445 77.304 -121.2160
7709.472656 77.558 -121.6826
7709.838867 77.906 -123.0018
7710.205078 78.077 -123.9318
7710.571289 78.288 -126.9751
7710.937500 78.394 -128.0855
7711.303711 78.543 -130.2542
7711.669922 78.611 -132.2074
7712.036133 78.448 -134.4668
7712.402344 78.434 -135.9879
7712.768555 78.237 -137.3479
7713.134766 77.993 -139.3457
7713.500977 77.788 -139.5468
7713.867188 77.529 -140.4752
7714.233398 77.306 -141.0998
7714.599609 77.048 -139.9822
7714.965820 76.928 -139.6896
7715.332031 76.672 -140.1611
7715.698242 76.567 -138.0628
7716.064453 76.379 -136.3560
7716.430664 76.515 -134.2951
7716.796875 76.603 -134.2903
7717.163086 76.730 -132.6586
7717.529297 77.003 -131.8744
7717.895508 77.113 -132.1454
7718.261719 77.325 -132.1124
7718.627930 77.455 -132.8360
7718.994141 77.634 -133.9156
7719.360352 77.812 -134.2840
7719.726562 77.743 -136.4543
7720.092773 77.838 -137.8711
7720.458984 77.796 -139.8664
7720.825195 77.679 -141.5717
7721.191406 77.380 -142.5730
7721.557617 77.047 -144.3129
7721.923828 76.814 -143.5487
7722.290039 76.566 -143.7964
7722.656250 76.177 -141.7811
7723.022461 75.849 -140.1676
7723.388672 75.750 -138.3003
