* Generated by rew_pipeline.py (source UUID a991554c-26c7-4668-8b42-31ccc9447062, calibrated to its own SPL at 100 Hz, phase referenced to REW t=0 (IR start -1.000015 s))
* Measurement: R.nofdw.120.green.multipos.fdw6
* Dated: 2026-Sep-15 11:27:46
* Note: ; Copy of R.0 10 sept 2026 Position MLP 4.18m from front wall 3.32m from RLand L speaker 1.20m speakers to front wall marker: green 2 screen panels prolongation - new setup DAC level -29dB MIC HEIGHT: 1.000m mic boom arm height: 1.040 -12dBFS OKTO -28dB DELAY -0.0108 ms (-3.7 mm, -0.15 in) using estimated IR delay relative to Acoustic reference played from DAC8STEREO L with no timing offset Clock adjustment: -15.2 ppm
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
23336.425781 63.740 45.7578
23336.791992 64.003 46.0166
23337.158203 64.048 45.6493
23337.524414 63.945 45.7031
23337.890625 64.045 46.3136
23338.256836 64.071 43.4931
23338.623047 64.304 43.2541
23338.989258 64.174 42.2538
23339.355469 64.022 40.8958
23339.721680 63.925 39.8272
23340.087891 64.064 43.2051
23340.454102 63.980 41.9439
23340.820312 63.757 41.4395
23341.186523 63.897 39.8516
23341.552734 64.003 41.3590
23341.918945 63.486 37.0844
23342.285156 63.642 38.6467
23342.651367 63.896 38.9184
23343.017578 63.273 39.9289
23343.383789 63.149 36.7484
23343.750000 63.681 36.7110
23344.116211 63.162 37.0755
23344.482422 63.617 36.6043
23344.848633 63.488 39.3301
23345.214844 63.173 38.5007
23345.581055 63.532 37.6223
23345.947266 63.450 39.0412
23346.313477 62.748 38.6428
23346.679688 63.057 36.2719
23347.045898 63.220 36.7617
23347.412109 63.264 35.7589
23347.778320 63.216 38.5606
23348.144531 63.137 35.9653
23348.510742 62.832 35.6579
23348.876953 62.989 37.6610
23349.243164 62.496 37.9265
23349.609375 62.571 33.9364
23349.975586 63.021 35.8699
23350.341797 62.607 36.6187
23350.708008 62.407 35.2205
23351.074219 62.509 34.5896
23351.440430 62.444 34.9677
23351.806641 61.941 36.8680
23352.172852 62.427 35.9884
23352.539062 62.184 37.1674
23352.905273 62.189 39.4052
23353.271484 61.975 38.4074
23353.637695 62.261 36.2116
23354.003906 62.105 41.7093
23354.370117 62.053 39.9187
23354.736328 62.004 41.6551
23355.102539 61.916 43.4595
23355.468750 61.829 41.6634
23355.834961 61.977 42.7173
23356.201172 62.111 41.4725
23356.567383 62.054 46.6697
23356.933594 62.126 46.7751
23357.299805 62.525 43.1182
23357.666016 62.999 45.2484
23358.032227 62.837 43.5217
23358.398438 62.560 48.1824
23358.764648 63.277 46.6595
23359.130859 63.141 46.6207
23359.497070 62.862 43.2405
23359.863281 62.944 44.7835
23360.229492 63.358 46.0275
23360.595703 63.406 42.5101
23360.961914 63.715 43.6437
23361.328125 63.347 43.5251
23361.694336 64.013 39.7445
23362.060547 63.466 38.9624
23362.426758 63.712 42.0189
23362.792969 63.505 38.0586
23363.159180 63.733 38.4106
23363.525391 63.674 37.9223
23363.891602 64.012 35.0627
23364.257812 64.018 36.4630
23364.624023 63.814 35.8776
23364.990234 63.789 34.7958
23365.356445 63.859 33.4174
23365.722656 63.990 33.0911
23366.088867 63.821 31.6291
23366.455078 63.370 32.4355
23366.821289 63.668 32.0726
23367.187500 63.700 33.4961
23367.553711 63.531 31.5770
23367.919922 63.632 34.8658
23368.286133 63.530 32.1560
23368.652344 63.165 29.9336
23369.018555 63.406 29.4833
23369.384766 63.223 31.4851
23369.750977 63.452 30.6217
23370.117188 63.105 30.6708
23370.483398 63.154 31.5907
23370.849609 62.947 29.7359
23371.215820 62.957 31.1839
23371.582031 62.822 30.7690
23371.948242 62.958 28.6753
23372.314453 63.187 31.2292
23372.680664 62.817 30.9052
23373.046875 63.107 29.0704
23373.413086 63.137 29.4818
23373.779297 62.662 29.1959
23374.145508 62.893 30.6254
23374.511719 62.718 32.4539
23374.877930 62.908 29.7278
23375.244141 63.109 29.2901
23375.610352 62.585 30.6486
23375.976562 63.121 30.1375
23376.342773 62.686 27.6890
23376.708984 62.718 28.4939
23377.075195 62.577 28.4736
23377.441406 62.721 29.2759
23377.807617 62.833 27.0416
23378.173828 62.950 28.0381
23378.540039 62.987 24.7792
23378.906250 62.800 25.4672
23379.272461 62.700 26.6081
23379.638672 62.666 27.0615
23380.004883 63.019 26.9195
23380.371094 62.549 24.5812
23380.737305 62.557 24.0056
23381.103516 62.377 23.5713
23381.469727 62.200 22.9330
23381.835938 62.025 23.3027
23382.202148 62.016 23.5563
23382.568359 61.918 22.2860
23382.934570 62.060 23.1583
23383.300781 61.986 24.5833
23383.666992 61.845 23.1480
23384.033203 61.632 23.8449
23384.399414 61.407 23.1958
23384.765625 61.249 24.3228
23385.131836 61.350 25.1765
23385.498047 61.191 24.9443
23385.864258 60.977 23.9803
23386.230469 60.588 25.6868
23386.596680 60.916 28.4240
23386.962891 61.070 29.9805
23387.329102 60.889 29.4236
23387.695312 60.817 28.6847
23388.061523 60.943 29.2569
23388.427734 60.996 30.9244
23388.793945 60.959 30.7733
23389.160156 60.977 31.7748
23389.526367 61.133 33.5229
23389.892578 61.680 34.8645
23390.258789 61.223 34.6685
23390.625000 61.240 33.8239
23390.991211 61.410 34.3788
23391.357422 61.568 35.4167
23391.723633 61.849 33.5910
23392.089844 61.806 35.4559
23392.456055 61.961 34.9690
23392.822266 61.890 35.9572
23393.188477 61.976 36.8079
23393.554688 62.015 35.0401
23393.920898 62.453 33.1049
23394.287109 62.193 33.6241
23394.653320 61.973 35.3851
23395.019531 62.260 34.7033
23395.385742 62.579 34.7548
23395.751953 62.358 32.8863
23396.118164 62.500 30.7915
23396.484375 62.490 32.5874
23396.850586 62.517 33.1931
23397.216797 62.911 33.6049
23397.583008 62.948 35.7244
23397.949219 62.408 31.3928
23398.315430 62.983 32.6093
23398.681641 62.959 31.2020
23399.047852 62.720 29.1894
23399.414062 62.803 28.5442
23399.780273 63.002 28.4012
23400.146484 62.956 26.7209
23400.512695 63.395 26.9471
23400.878906 63.140 26.7894
23401.245117 63.213 24.0359
23401.611328 63.536 24.2416
23401.977539 63.600 24.1539
23402.343750 63.061 23.3326
23402.709961 63.243 23.6453
23403.076172 63.217 22.7694
23403.442383 63.285 19.9180
23403.808594 63.117 19.3551
23404.174805 63.013 21.3536
23404.541016 62.797 19.3533
23404.907227 62.878 16.6988
23405.273438 62.957 14.3902
23405.639648 62.822 15.6891
23406.005859 63.080 13.5446
23406.372070 62.222 16.4986
23406.738281 62.324 14.2474
23407.104492 62.176 11.2803
23407.470703 62.233 9.3770
23407.836914 62.383 11.9739
23408.203125 62.094 10.9921
23408.569336 62.011 10.5429
23408.935547 61.670 10.8268
23409.301758 61.167 10.6515
23409.667969 61.152 10.0850
23410.034180 61.145 12.1872
23410.400391 61.265 10.4058
23410.766602 60.699 10.7322
23411.132812 60.099 9.3197
23411.499023 60.514 10.1158
23411.865234 60.703 16.9729
23412.231445 60.365 14.3413
23412.597656 60.085 12.4721
23412.963867 59.887 15.7371
23413.330078 59.276 16.8787
23413.696289 59.535 14.5645
23414.062500 59.907 17.9823
23414.428711 59.191 19.3045
23414.794922 59.464 17.9784
23415.161133 60.104 21.0147
23415.527344 59.835 23.3281
23415.893555 59.040 23.1534
23416.259766 59.517 24.6476
23416.625977 59.667 25.9950
23416.992188 60.091 26.2902
23417.358398 60.078 26.0214
23417.724609 59.961 24.3631
23418.090820 60.017 28.3974
23418.457031 60.051 28.3988
23418.823242 59.968 26.6140
23419.189453 60.273 25.8520
23419.555664 60.433 28.2525
23419.921875 60.089 29.5024
23420.288086 60.590 28.0389
23420.654297 60.753 27.8143
23421.020508 60.797 27.8429
23421.386719 60.832 27.0360
23421.752930 60.884 27.9842
23422.119141 60.981 26.4983
23422.485352 60.829 28.1521
23422.851562 61.029 27.4151
23423.217773 61.041 27.0813
23423.583984 60.906 25.7172
23423.950195 61.234 26.6025
23424.316406 61.373 23.4654
23424.682617 61.352 24.0602
23425.048828 61.293 25.1288
23425.415039 61.408 26.5653
23425.781250 61.778 25.3461
23426.147461 61.494 24.0184
23426.513672 61.831 22.9400
23426.879883 61.622 24.5311
23427.246094 61.423 24.7052
23427.612305 61.608 22.6772
23427.978516 61.963 23.0312
23428.344727 61.608 22.0727
23428.710938 61.404 21.2194
23429.077148 61.609 20.4732
23429.443359 61.801 21.0601
23429.809570 61.816 19.2738
23430.175781 62.040 18.6431
23430.541992 62.242 16.4937
23430.908203 61.788 16.2495
23431.274414 61.370 14.1795
23431.640625 61.807 13.3400
23432.006836 61.362 14.2741
23432.373047 61.746 14.0381
23432.739258 61.463 11.1160
23433.105469 61.450 11.4098
23433.471680 61.333 12.1247
23433.837891 61.596 11.9113
23434.204102 60.963 9.5563
23434.570312 60.658 11.3094
23434.936523 60.452 7.8258
23435.302734 60.821 6.6061
23435.668945 60.635 9.4295
23436.035156 60.133 13.5912
23436.401367 60.205 7.3098
23436.767578 60.197 7.4983
23437.133789 59.632 7.7556
23437.500000 59.527 8.2036
23437.866211 59.875 10.9180
23438.232422 59.383 11.4126
23438.598633 59.314 11.5504
23438.964844 59.073 14.3101
23439.331055 58.900 15.1999
23439.697266 59.035 14.1366
23440.063477 59.279 18.4520
23440.429688 58.701 16.4980
23440.795898 59.045 20.6471
23441.162109 59.048 24.6446
23441.528320 58.853 20.9762
23441.894531 58.946 20.3072
23442.260742 59.088 23.1624
23442.626953 58.658 23.3396
23442.993164 59.601 22.8051
23443.359375 60.061 26.0238
23443.725586 59.621 26.2746
23444.091797 59.815 25.1446
23444.458008 59.652 29.1364
23444.824219 60.134 26.8903
23445.190430 60.970 24.5479
23445.556641 60.659 23.7360
23445.922852 60.277 22.3954
23446.289062 60.267 20.6547
23446.655273 60.550 24.9072
23447.021484 60.510 22.6485
23447.387695 60.639 20.4794
23447.753906 60.613 22.9066
23448.120117 60.488 19.9991
23448.486328 60.812 20.9200
23448.852539 60.813 17.8692
23449.218750 60.766 17.1200
23449.584961 60.370 19.4221
23449.951172 60.754 16.7778
23450.317383 60.587 13.9244
23450.683594 60.836 16.9259
23451.049805 60.152 17.8048
23451.416016 60.007 15.2309
23451.782227 60.289 16.5391
23452.148438 60.106 16.8570
23452.514648 60.056 16.2089
23452.880859 60.322 15.1722
23453.247070 60.394 16.3967
23453.613281 60.235 17.7315
23453.979492 60.225 17.5513
23454.345703 60.716 19.3611
23454.711914 60.351 18.4834
23455.078125 60.080 15.3815
23455.444336 60.217 16.3240
23455.810547 60.109 17.9022
23456.176758 60.546 15.7282
23456.542969 60.601 15.4517
23456.909180 60.246 16.8845
23457.275391 60.060 17.2580
23457.641602 60.240 17.8294
23458.007812 60.679 16.8462
23458.374023 60.432 17.5825
23458.740234 60.340 16.6000
23459.106445 60.533 14.3420
23459.472656 60.827 14.8918
23459.838867 60.400 14.8938
23460.205078 60.772 16.2574
23460.571289 60.688 13.3912
23460.937500 60.549 11.6736
23461.303711 60.463 11.5109
23461.669922 60.038 13.7407
23462.036133 60.703 11.9198
23462.402344 60.205 8.9603
23462.768555 60.566 10.5190
23463.134766 60.526 11.0363
23463.500977 60.532 9.9943
23463.867188 60.128 8.6501
23464.233398 60.187 7.4837
23464.599609 60.061 8.9801
23464.965820 59.861 11.0099
23465.332031 59.825 10.5309
23465.698242 59.606 10.8131
23466.064453 59.728 13.1413
23466.430664 59.311 11.3064
23466.796875 59.481 12.3576
23467.163086 59.636 12.3586
23467.529297 59.751 14.3590
23467.895508 59.315 15.1495
23468.261719 59.517 15.5380
23468.627930 59.756 14.4024
23468.994141 59.455 14.2553
23469.360352 59.586 14.2090
23469.726562 60.046 17.8174
23470.092773 59.867 18.5438
23470.458984 60.393 14.7818
23470.825195 60.405 16.1751
23471.191406 60.069 16.4210
23471.557617 60.454 16.4966
23471.923828 60.437 15.1971
23472.290039 60.175 16.2321
23472.656250 60.780 14.5033
23473.022461 60.982 16.7458
23473.388672 60.943 13.7734
23473.754883 61.012 10.6464
23474.121094 61.431 13.5901
23474.487305 61.018 9.5299
23474.853516 61.186 10.3396
23475.219727 60.818 9.6913
23475.585938 60.838 6.6095
23475.952148 61.334 6.4139
23476.318359 60.818 6.6066
23476.684570 61.103 4.2587
23477.050781 60.899 4.7279
23477.416992 60.369 3.1834
23477.783203 60.538 2.8186
23478.149414 60.618 2.4706
23478.515625 60.475 1.8068
23478.881836 60.571 0.7190
23479.248047 60.416 1.4676
23479.614258 60.167 0.7607
23479.980469 60.196 0.1992
23480.346680 60.065 1.5797
23480.712891 59.683 1.2862
23481.079102 59.456 -2.1476
23481.445312 59.668 -3.4790
23481.811523 59.508 -0.0362
23482.177734 58.993 -1.8154
23482.543945 58.962 -2.8885
23482.910156 58.904 -1.6605
23483.276367 58.634 -2.0488
23483.642578 58.982 -2.4459
23484.008789 59.064 -3.6074
23484.375000 58.821 -0.9162
23484.741211 58.610 -2.4533
23485.107422 58.267 -2.9501
23485.473633 58.023 -4.0400
23485.839844 58.062 -1.2322
23486.206055 57.457 0.0519
23486.572266 57.446 2.0431
23486.938477 57.613 3.6860
23487.304688 57.544 5.7034
23487.670898 57.440 7.6466
23488.037109 57.365 6.6716
23488.403320 57.577 5.0996
23488.769531 57.755 6.8868
23489.135742 57.325 10.2027
23489.501953 57.467 9.9309
23489.868164 57.841 10.9926
23490.234375 57.717 12.4232
23490.600586 57.397 6.6012
23490.966797 57.872 7.8502
23491.333008 57.775 11.1345
23491.699219 58.010 9.5469
23492.065430 58.075 11.3003
23492.431641 58.241 13.2277
23492.797852 57.994 10.3923
23493.164062 58.112 9.8814
23493.530273 58.091 11.6251
23493.896484 58.861 8.5244
23494.262695 58.592 12.0515
23494.628906 58.728 10.8120
23494.995117 58.745 10.6539
23495.361328 59.209 12.6412
23495.727539 59.532 11.5436
23496.093750 59.419 11.0317
23496.459961 59.530 5.9250
23496.826172 59.021 8.2834
23497.192383 58.762 8.6962
23497.558594 59.147 7.5423
23497.924805 59.147 6.5901
23498.291016 59.003 5.6578
23498.657227 59.163 7.0897
23499.023438 58.991 7.6997
23499.389648 58.957 3.2789
23499.755859 59.301 0.6647
23500.122070 58.576 2.6935
23500.488281 58.918 -0.0442
23500.854492 58.908 1.2067
23501.220703 58.433 0.7379
23501.586914 58.505 -2.1354
23501.953125 59.070 -0.4887
23502.319336 58.264 -5.5449
23502.685547 58.393 -4.7183
23503.051758 58.098 -1.1606
23503.417969 57.691 -1.8949
23503.784180 57.763 -1.8057
23504.150391 57.451 -0.8611
23504.516602 57.412 -2.3555
23504.882812 57.570 -1.1437
23505.249023 56.756 -0.2179
23505.615234 56.701 -2.6660
23505.981445 57.566 3.5576
23506.347656 57.371 5.5529
23506.713867 56.962 -0.6402
23507.080078 57.092 -2.7017
23507.446289 56.781 -0.6344
23507.812500 57.064 -1.0781
23508.178711 57.704 0.0338
23508.544922 57.371 4.0737
23508.911133 56.920 4.1589
23509.277344 57.037 3.3449
23509.643555 57.104 2.7079
23510.009766 56.088 4.2075
23510.375977 57.043 5.4832
23510.742188 56.950 7.9304
23511.108398 56.636 6.1510
23511.474609 56.561 2.9642
23511.840820 56.972 8.4906
23512.207031 56.639 5.3472
23512.573242 56.629 10.6279
23512.939453 56.936 9.8599
23513.305664 57.271 9.5364
23513.671875 57.345 7.1014
23514.038086 56.942 7.6797
23514.404297 57.567 6.6503
23514.770508 56.982 10.2169
23515.136719 56.879 9.7215
23515.502930 57.614 10.2597
23515.869141 57.957 11.3941
23516.235352 57.085 8.5031
23516.601562 57.785 6.8392
23516.967773 57.919 9.8647
23517.333984 57.569 8.8027
23517.700195 57.904 6.0673
23518.066406 58.420 8.1773
23518.432617 58.112 6.8801
23518.798828 58.029 5.9755
23519.165039 57.946 7.5601
23519.531250 57.955 8.0371
23519.897461 58.118 4.4218
23520.263672 58.103 5.1839
23520.629883 58.249 1.2640
23520.996094 58.303 2.5809
23521.362305 57.895 3.2482
23521.728516 57.794 -0.6776
23522.094727 57.985 5.1570
23522.460938 57.507 1.1051
23522.827148 57.388 -0.4105
23523.193359 57.385 1.7149
23523.559570 56.825 1.6232
23523.925781 57.386 -3.4636
23524.291992 57.088 -4.3026
23524.658203 57.015 -0.5360
23525.024414 56.707 0.2477
23525.390625 56.882 0.7496
23525.756836 57.086 -1.5409
23526.123047 55.972 1.9829
23526.489258 56.915 -3.0182
23526.855469 56.330 -0.1931
23527.221680 55.571 1.8386
23527.587891 55.512 3.7946
23527.954102 56.542 -0.3032
23528.320312 55.742 -1.2586
23528.686523 56.085 0.5259
23529.052734 55.633 3.6152
23529.418945 55.687 3.1766
23529.785156 55.698 1.9989
23530.151367 55.519 7.9290
23530.517578 55.218 0.1063
23530.883789 55.691 2.5967
23531.250000 55.703 6.0022
23531.616211 55.510 6.0159
23531.982422 54.846 6.4567
23532.348633 54.995 10.2776
23532.714844 54.914 11.8534
23533.081055 55.133 11.4604
23533.447266 55.705 13.8065
23533.813477 55.706 19.8115
23534.179688 55.776 14.2194
23534.545898 55.937 10.5507
23534.912109 56.032 15.5499
23535.278320 55.379 22.0299
23535.644531 55.344 20.3422
23536.010742 55.285 18.6225
23536.376953 56.410 16.1820
23536.743164 56.304 17.5082
23537.109375 56.200 18.5309
23537.475586 56.230 20.1339
23537.841797 55.935 22.7608
23538.208008 55.955 22.4739
23538.574219 56.700 21.2955
23538.940430 57.026 19.0534
23539.306641 57.225 15.1564
23539.672852 57.338 18.4034
23540.039062 57.186 18.4729
23540.405273 57.044 15.9076
23540.771484 57.838 16.6441
23541.137695 57.464 19.3802
23541.503906 57.373 17.5335
23541.870117 57.487 15.5961
23542.236328 57.411 18.3939
23542.602539 58.023 11.4052
23542.968750 58.366 14.4948
23543.334961 57.744 14.1090
23543.701172 57.841 12.5574
23544.067383 57.989 12.5671
23544.433594 57.242 11.1221
23544.799805 58.299 9.3488
23545.166016 58.203 13.0883
23545.532227 57.373 8.6839
23545.898438 57.474 6.8460
23546.264648 57.534 10.6472
23546.630859 57.108 7.9945
23546.997070 57.354 9.4889
23547.363281 56.781 11.3715
23547.729492 57.182 7.4178
23548.095703 57.662 9.1635
23548.461914 57.251 12.5196
23548.828125 57.153 6.9597
23549.194336 57.596 8.8005
23549.560547 56.945 12.0141
23549.926758 56.962 11.6603
23550.292969 57.272 9.2717
23550.659180 57.079 10.9110
23551.025391 56.944 8.1547
23551.391602 57.192 9.0624
23551.757812 56.971 10.9737
23552.124023 56.668 10.8176
23552.490234 56.876 7.7549
23552.856445 56.867 11.4758
23553.222656 56.606 13.6828
23553.588867 57.032 11.8580
23553.955078 57.294 13.9205
23554.321289 56.776 13.7726
23554.687500 56.708 11.6703
23555.053711 57.418 14.2378
23555.419922 57.380 18.0639
23555.786133 57.167 16.6931
23556.152344 56.777 13.8977
23556.518555 57.698 15.5084
23556.884766 57.588 16.6890
23557.250977 57.161 14.1451
23557.617188 57.506 12.8006
23557.983398 58.243 18.6877
23558.349609 57.620 13.9608
23558.715820 57.874 12.5942
23559.082031 58.123 16.5968
23559.448242 58.133 17.1964
23559.814453 58.722 13.1133
23560.180664 58.304 14.4666
23560.546875 58.048 14.8896
23560.913086 58.292 15.3070
23561.279297 58.771 15.2761
23561.645508 58.813 12.8095
23562.011719 58.593 15.8912
23562.377930 58.601 12.0697
23562.744141 59.021 13.9764
23563.110352 59.169 14.4374
23563.476562 59.116 11.3307
23563.842773 59.570 10.6466
23564.208984 59.055 12.0642
23564.575195 59.060 8.6138
23564.941406 59.417 5.6140
23565.307617 59.355 7.3551
23565.673828 59.147 8.9738
23566.040039 59.401 6.3272
23566.406250 59.336 7.7396
23566.772461 59.446 5.0306
23567.138672 59.742 4.7015
23567.504883 59.817 6.0109
23567.871094 59.256 5.7166
23568.237305 59.262 3.0204
23568.603516 59.281 -0.8245
23568.969727 59.445 1.7923
23569.335938 59.021 2.4562
23569.702148 59.309 -1.6717
23570.068359 59.768 -2.8501
23570.434570 59.151 -0.3673
23570.800781 58.729 -4.1449
23571.166992 59.033 -4.7154
23571.533203 59.175 -3.4599
23571.899414 58.968 -3.8576
23572.265625 59.058 -5.7781
23572.631836 58.855 -9.1745
23572.998047 58.788 -7.1726
23573.364258 58.088 -4.3192
23573.730469 57.845 -6.4671
23574.096680 58.325 -7.5639
23574.462891 57.794 -6.7576
23574.829102 57.850 -10.0741
23575.195312 58.096 -7.6891
23575.561523 57.559 -6.9114
23575.927734 57.501 -10.9167
23576.293945 57.968 -4.2980
23576.660156 57.162 -3.3701
23577.026367 57.366 -8.8342
23577.392578 58.009 -6.7417
23577.758789 57.148 -2.9035
23578.125000 57.400 -6.4740
23578.491211 57.091 -7.2052
23578.857422 57.068 -4.9783
23579.223633 57.018 -5.7651
23579.589844 57.396 -5.3968
23579.956055 56.951 -0.2237
23580.322266 56.666 -0.9882
23580.688477 56.756 -3.6369
23581.054688 57.275 -0.6727
23581.420898 57.179 2.3648
23581.787109 57.260 1.2477
23582.153320 57.348 1.6021
23582.519531 57.344 0.8771
23582.885742 57.522 -0.0881
23583.251953 57.522 0.8601
23583.618164 57.492 -0.1342
23583.984375 57.923 0.6858
23584.350586 57.753 5.5993
23584.716797 57.520 2.9099
23585.083008 58.413 0.3817
23585.449219 58.874 1.8844
23585.815430 58.645 -0.6423
23586.181641 59.131 -4.1666
23586.547852 58.822 -4.7815
23586.914062 58.819 -5.7843
23587.280273 59.194 -4.9843
23587.646484 59.203 -5.3764
23588.012695 59.063 -5.7740
23588.378906 59.150 -8.6082
23588.745117 59.020 -8.7157
23589.111328 59.123 -9.4386
23589.477539 59.080 -10.0058
23589.843750 58.955 -12.2490
23590.209961 59.191 -11.6990
23590.576172 59.063 -12.1680
23590.942383 58.867 -15.2130
23591.308594 58.709 -16.8311
23591.674805 58.329 -17.4158
23592.041016 58.641 -20.5508
23592.407227 58.475 -18.1237
23592.773438 58.056 -18.5543
23593.139648 57.944 -20.5945
23593.505859 58.022 -20.8506
23593.872070 57.727 -22.5334
23594.238281 57.839 -23.0151
23594.604492 57.110 -22.8099
23594.970703 56.882 -23.8673
23595.336914 57.281 -22.8215
23595.703125 56.968 -22.5877
23596.069336 56.973 -24.6399
23596.435547 56.890 -24.5336
23596.801758 56.522 -21.4635
23597.167969 56.350 -24.7258
23597.534180 56.601 -25.5193
23597.900391 55.829 -22.0402
23598.266602 55.687 -27.0041
23598.632812 55.799 -25.9148
23598.999023 55.358 -22.2948
23599.365234 54.895 -21.4040
23599.731445 55.234 -20.6580
23600.097656 55.188 -21.1682
23600.463867 55.303 -23.7419
23600.830078 54.699 -22.9653
23601.196289 53.966 -18.9590
23601.562500 54.105 -14.4546
23601.928711 54.271 -16.3701
23602.294922 54.394 -16.7509
23602.661133 54.616 -17.0960
23603.027344 54.005 -12.0160
23603.393555 53.408 -14.9314
23603.759766 53.921 -19.1219
23604.125977 53.702 -10.1984
23604.492188 53.079 -12.3255
23604.858398 53.729 -10.0436
23605.224609 53.759 -6.1350
23605.590820 53.238 -9.3107
23605.957031 54.277 -8.3065
23606.323242 53.330 0.0802
23606.689453 53.336 -0.1664
23607.055664 54.167 -4.6661
23607.421875 54.485 -3.0097
23607.788086 53.884 1.4884
23608.154297 53.737 2.7092
23608.520508 53.590 1.6690
23608.886719 54.196 -0.5160
23609.252930 54.590 1.5015
23609.619141 54.380 2.9155
23609.985352 54.146 6.8189
23610.351562 54.720 1.9990
23610.717773 54.914 3.8985
23611.083984 55.234 4.2915
23611.450195 55.490 3.5926
23611.816406 55.373 1.2623
23612.182617 55.462 -0.7370
23612.548828 55.743 -0.4299
23612.915039 55.867 2.3951
23613.281250 55.732 1.5639
23613.647461 56.118 -0.8983
23614.013672 55.928 3.3450
23614.379883 55.859 1.7738
23614.746094 55.911 -1.7742
23615.112305 56.215 -0.7092
23615.478516 55.925 0.1293
23615.844727 56.038 -0.9161
23616.210938 56.383 -1.2283
23616.577148 55.894 -1.5481
23616.943359 56.136 -4.1651
23617.309570 56.312 -0.5867
23617.675781 55.580 -0.3681
23618.041992 55.703 -2.1764
23618.408203 56.007 -3.8211
23618.774414 55.568 -1.3074
23619.140625 55.435 -1.2322
23619.506836 55.745 1.3245
23619.873047 55.805 4.3171
23620.239258 55.618 0.0652
23620.605469 55.605 1.6263
23620.971680 55.314 2.9015
23621.337891 55.241 2.1962
23621.704102 55.472 1.2830
23622.070312 55.066 1.7764
23622.436523 55.773 2.9168
23622.802734 55.954 5.9308
23623.168945 55.755 7.5962
23623.535156 55.529 6.3658
23623.901367 55.535 5.8915
23624.267578 56.233 3.1778
23624.633789 56.342 3.4265
23625.000000 56.116 4.3196
23625.366211 55.784 4.6922
23625.732422 56.113 3.5033
23626.098633 56.960 4.8167
23626.464844 56.996 3.3289
23626.831055 56.741 1.9412
23627.197266 56.647 2.6814
23627.563477 56.796 4.2753
23627.929688 57.344 0.2059
23628.295898 56.606 3.8644
23628.662109 57.117 1.3505
23629.028320 57.464 3.7209
23629.394531 57.155 2.7644
23629.760742 57.286 -1.8043
23630.126953 57.793 -0.3045
23630.493164 56.978 1.4271
23630.859375 57.289 -3.7220
23631.225586 58.163 -3.0755
23631.591797 57.830 -1.4984
23631.958008 57.480 -5.9912
23632.324219 57.814 -2.9097
23632.690430 57.581 -4.2188
23633.056641 57.606 -8.8281
23633.422852 57.561 -8.7075
23633.789062 57.107 -7.4508
23634.155273 57.106 -5.8589
23634.521484 57.346 -5.9151
23634.887695 57.359 -7.5003
23635.253906 57.335 -8.2757
23635.620117 57.239 -8.4115
23635.986328 57.482 -9.4829
23636.352539 57.680 -7.4976
23636.718750 57.242 -8.3879
23637.084961 57.178 -11.0872
23637.451172 57.274 -10.9723
23637.817383 57.112 -12.6195
23638.183594 57.473 -12.4730
23638.549805 57.258 -10.7490
23638.916016 56.939 -9.7461
23639.282227 56.916 -10.5570
23639.648438 57.033 -12.4620
23640.014648 57.556 -10.4565
23640.380859 56.833 -9.1487
23640.747070 56.435 -12.5579
23641.113281 57.133 -14.2968
23641.479492 56.855 -10.1889
23641.845703 55.821 -15.1759
23642.211914 56.429 -13.5464
23642.578125 56.799 -10.8227
23642.944336 56.563 -11.7587
23643.310547 56.865 -12.8112
23643.676758 56.623 -10.8680
23644.042969 56.353 -15.1209
23644.409180 56.309 -12.5514
23644.775391 55.913 -11.0115
23645.141602 56.050 -10.7824
23645.507812 56.040 -7.3371
23645.874023 55.879 -10.9064
23646.240234 56.406 -14.1638
23646.606445 56.704 -8.4668
23646.972656 55.889 -11.6391
23647.338867 56.613 -15.0688
23647.705078 56.511 -7.8797
23648.071289 56.080 -8.5542
23648.437500 56.663 -11.1579
23648.803711 56.866 -6.8335
23649.169922 56.413 -9.9336
23649.536133 57.094 -11.2938
23649.902344 56.934 -6.0843
23650.268555 56.907 -9.0568
23650.634766 57.133 -10.0696
23651.000977 56.864 -10.1177
23651.367188 56.892 -12.3785
23651.733398 57.102 -8.9795
23652.099609 57.021 -9.5437
23652.465820 57.164 -9.6734
23652.832031 57.340 -8.4247
23653.198242 56.982 -10.7889
23653.564453 57.349 -13.4840
23653.930664 57.418 -12.5518
23654.296875 57.320 -10.8686
23654.663086 57.432 -13.2550
23655.029297 57.388 -12.8704
23655.395508 57.249 -14.2022
23655.761719 57.328 -15.8731
23656.127930 57.611 -18.1521
23656.494141 57.237 -19.1150
23656.860352 57.086 -18.0825
23657.226562 57.141 -17.0904
23657.592773 57.324 -16.8433
23657.958984 56.837 -18.2850
23658.325195 57.008 -20.0297
23658.691406 56.946 -20.5585
23659.057617 56.902 -20.0907
23659.423828 56.830 -18.9358
23659.790039 56.259 -18.7647
23660.156250 56.652 -22.2176
23660.522461 57.228 -21.9678
23660.888672 56.864 -18.6262
23661.254883 56.228 -23.0218
23661.621094 56.682 -24.8145
