* Generated by rew_pipeline.py (derived directly from its own WAV, phase referenced to its peak (sample 8192))
* Smoothing: None
* Frequency Step: 0.3662109 Hz
* Start Frequency: 0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
175.415039 0.000 97.7686
175.781250 0.000 97.8759
176.147461 0.000 97.9848
176.513672 -0.000 98.0952
176.879883 0.000 98.2071
177.246094 0.000 98.3204
177.612305 0.000 98.4350
177.978516 0.000 98.5510
178.344727 0.000 98.6682
178.710938 0.000 98.7867
179.077148 0.000 98.9063
179.443359 0.000 99.0271
179.809570 -0.000 99.1490
180.175781 0.000 99.2719
180.541992 0.000 99.3958
180.908203 0.000 99.5208
181.274414 0.000 99.6467
181.640625 0.000 99.7736
182.006836 0.000 99.9013
182.373047 0.000 100.0299
182.739258 0.000 100.1593
183.105469 0.000 100.2895
183.471680 0.000 100.4204
183.837891 0.000 100.5522
184.204102 0.000 100.6846
184.570312 0.000 100.8177
184.936523 -0.000 100.9515
185.302734 0.000 101.0858
185.668945 0.000 101.2208
186.035156 0.000 101.3563
186.401367 0.000 101.4924
186.767578 0.000 101.6290
187.133789 0.000 101.7660
187.500000 -0.000 101.9036
187.866211 -0.000 102.0415
188.232422 0.000 102.1799
188.598633 -0.000 102.3186
188.964844 0.000 102.4576
189.331055 0.000 102.5970
189.697266 0.000 102.7366
190.063477 0.000 102.8764
190.429688 0.000 103.0165
190.795898 -0.000 103.1567
191.162109 0.000 103.2971
191.528320 0.000 103.4375
191.894531 0.000 103.5781
192.260742 -0.000 103.7186
192.626953 0.000 103.8591
192.993164 -0.000 103.9995
193.359375 0.000 104.1398
193.725586 0.000 104.2799
194.091797 0.000 104.4197
194.458008 0.000 104.5592
194.824219 0.000 104.6984
195.190430 0.000 104.8370
195.556641 -0.000 104.9751
195.922852 -0.000 105.1125
196.289062 -0.000 105.2491
196.655273 -0.000 105.3849
197.021484 -0.000 105.5195
197.387695 -0.000 105.6529
197.753906 -0.000 105.7850
198.120117 -0.000 105.9153
198.486328 -0.000 106.0434
198.852539 -0.000 106.1694
199.218750 -0.001 106.2934
199.584961 -0.001 106.4139
199.951172 -0.001 106.5302
200.317383 -0.002 106.6428
200.683594 -0.003 106.7529
201.049805 -0.005 106.8570
201.416016 -0.007 106.9542
201.782227 -0.010 107.0460
202.148438 -0.014 107.1364
202.514648 -0.019 107.2209
202.880859 -0.026 107.2991
203.247070 -0.035 107.3734
203.613281 -0.045 107.4497
203.979492 -0.058 107.5287
204.345703 -0.073 107.6114
204.711914 -0.089 107.6988
205.078125 -0.108 107.7928
205.444336 -0.129 107.9006
205.810547 -0.152 108.0249
206.176758 -0.175 108.1643
206.542969 -0.198 108.3134
206.909180 -0.223 108.4787
207.275391 -0.248 108.6628
207.641602 -0.272 108.8639
208.007812 -0.296 109.0749
208.374023 -0.319 109.2981
208.740234 -0.342 109.5345
209.106445 -0.363 109.7830
209.472656 -0.383 110.0397
209.838867 -0.402 110.3038
210.205078 -0.420 110.5756
210.571289 -0.436 110.8541
210.937500 -0.452 111.1380
211.303711 -0.466 111.4263
211.669922 -0.479 111.7184
212.036133 -0.491 112.0136
212.402344 -0.501 112.3118
212.768555 -0.511 112.6122
213.134766 -0.519 112.9140
213.500977 -0.526 113.2167
213.867188 -0.533 113.5202
214.233398 -0.538 113.8245
214.599609 -0.542 114.1286
214.965820 -0.545 114.4319
215.332031 -0.548 114.7347
215.698242 -0.549 115.0371
216.064453 -0.550 115.3383
216.430664 -0.549 115.6378
216.796875 -0.548 115.9356
217.163086 -0.547 116.2322
217.529297 -0.544 116.5270
217.895508 -0.541 116.8195
218.261719 -0.537 117.1096
218.627930 -0.533 117.3977
218.994141 -0.528 117.6839
219.360352 -0.522 117.9674
219.726562 -0.516 118.2481
220.092773 -0.510 118.5262
220.458984 -0.503 118.8022
220.825195 -0.495 119.0753
221.191406 -0.487 119.3455
221.557617 -0.479 119.6127
221.923828 -0.470 119.8775
222.290039 -0.461 120.1394
222.656250 -0.451 120.3981
223.022461 -0.442 120.6537
223.388672 -0.431 120.9064
